Date,ABN
2022-04-22 00:00:00,53.46
2022-04-21 00:00:00,57.73
2022-04-20 00:00:00,57.99
2022-04-19 00:00:00,58.58
2022-04-18 00:00:00,57.8
2022-04-15 00:00:00,57.87
2022-04-14 00:00:00,57.96
2022-04-13 00:00:00,57.65
2022-04-12 00:00:00,57.35
2022-04-11 00:00:00,57.35
2022-04-08 00:00:00,57.1
2022-04-07 00:00:00,56.74
2022-04-06 00:00:00,57.14
2022-04-05 00:00:00,55.85
2022-04-04 00:00:00,55
2022-04-01 00:00:00,53.55
2022-03-31 00:00:00,53.87
2022-03-30 00:00:00,53.1
2022-03-29 00:00:00,54.83
2022-03-28 00:00:00,57.71
2022-03-25 00:00:00,58.36
2022-03-24 00:00:00,58.61
2022-03-23 00:00:00,57.97
2022-03-22 00:00:00,57.9
2022-03-21 00:00:00,58.5
2022-03-18 00:00:00,49.95
2022-03-17 00:00:00,50.08
2022-03-16 00:00:00,51.57
2022-03-15 00:00:00,53.67
2022-03-14 00:00:00,52.89
2022-03-11 00:00:00,53.81
2022-03-10 00:00:00,54.19
2022-03-09 00:00:00,54.12
2022-03-08 00:00:00,57.06
2022-03-07 00:00:00,57.44
2022-03-04 00:00:00,54.44
2022-03-03 00:00:00,52.02
2022-03-02 00:00:00,51.59
2022-03-01 00:00:00,50.75
2022-02-28 00:00:00,50.2
2022-02-25 00:00:00,49.09
2022-02-24 00:00:00,51
2022-02-23 00:00:00,48.99
2022-02-22 00:00:00,49.28
2022-02-21 00:00:00,48.78
2022-02-18 00:00:00,47.88
2022-02-17 00:00:00,47.23
2022-02-16 00:00:00,46.59
2022-02-15 00:00:00,47.4
2022-02-14 00:00:00,47.81
2022-02-11 00:00:00,47.05
2022-02-10 00:00:00,46.31
2022-02-09 00:00:00,45.92
2022-02-08 00:00:00,46.86
2022-02-07 00:00:00,48.17
2022-02-04 00:00:00,46.43
2022-02-03 00:00:00,44.34
2022-02-02 00:00:00,43.07
2022-02-01 00:00:00,43.51
2022-01-31 00:00:00,44.46
2022-01-28 00:00:00,44.25
2022-01-27 00:00:00,43.25
2022-01-26 00:00:00,42.74
2022-01-25 00:00:00,43.11
2022-01-24 00:00:00,43.29
2022-01-21 00:00:00,42.39
2022-01-20 00:00:00,41.71
2022-01-19 00:00:00,41.87
2022-01-18 00:00:00,41.83
2022-01-17 00:00:00,41.42
2022-01-14 00:00:00,40.89
2022-01-13 00:00:00,40.13
2022-01-12 00:00:00,40.08
2022-01-11 00:00:00,40.66
2022-01-10 00:00:00,40.93
2022-01-07 00:00:00,40.58
2022-01-06 00:00:00,39.99
2022-01-05 00:00:00,39.29
2022-01-04 00:00:00,39.09
2022-01-03 00:00:00,39.68
2021-12-31 00:00:00,39.58
2021-12-30 00:00:00,39.62
2021-12-29 00:00:00,39.24
2021-12-28 00:00:00,39.27
2021-12-27 00:00:00,39.47
2021-12-24 00:00:00,39.45
2021-12-23 00:00:00,39.68
2021-12-22 00:00:00,39.95
2021-12-21 00:00:00,39.92
2021-12-20 00:00:00,40.52
2021-12-17 00:00:00,39.93
2021-12-16 00:00:00,39.93
2021-12-15 00:00:00,40.26
2021-12-14 00:00:00,40.25
2021-12-13 00:00:00,40.08
2021-12-10 00:00:00,40.33
2021-12-09 00:00:00,40.37
2021-12-08 00:00:00,40.79
2021-12-07 00:00:00,41.07
2021-12-06 00:00:00,41.64
2021-12-03 00:00:00,41.68
2021-12-02 00:00:00,41.93
2021-12-01 00:00:00,42.11
2021-11-30 00:00:00,42.46
2021-11-29 00:00:00,42.41
2021-11-26 00:00:00,42.52
2021-11-25 00:00:00,40.91
2021-11-24 00:00:00,40.95
2021-11-23 00:00:00,40.47
2021-11-22 00:00:00,37.22
2021-11-19 00:00:00,36.87
2021-11-18 00:00:00,36.59
2021-11-17 00:00:00,36.78
2021-11-16 00:00:00,36.93
2021-11-15 00:00:00,36.61
2021-11-12 00:00:00,35.87
2021-11-11 00:00:00,35.52
2021-11-10 00:00:00,35.51
2021-11-09 00:00:00,35.66
2021-11-08 00:00:00,35.53
2021-11-05 00:00:00,34.94
2021-11-04 00:00:00,35.32
2021-11-03 00:00:00,40.19
2021-11-02 00:00:00,40.05
2021-11-01 00:00:00,39.28
2021-10-29 00:00:00,38.53
2021-10-28 00:00:00,38.74
2021-10-27 00:00:00,38.63
2021-10-26 00:00:00,40.24
2021-10-25 00:00:00,40.25
2021-10-22 00:00:00,40.33
2021-10-21 00:00:00,39.45
2021-10-20 00:00:00,39.39
2021-10-19 00:00:00,41.27
2021-10-18 00:00:00,40.34
2021-10-15 00:00:00,41.11
2021-10-14 00:00:00,43.71
2021-10-13 00:00:00,43.76
2021-10-12 00:00:00,41.19
2021-10-11 00:00:00,40.39
2021-10-08 00:00:00,40.38
2021-10-07 00:00:00,42.05
2021-10-06 00:00:00,41.25
2021-10-05 00:00:00,41.16
2021-10-04 00:00:00,40.35
2021-10-01 00:00:00,40.3
2021-09-30 00:00:00,40.39
2021-09-29 00:00:00,40.27
2021-09-28 00:00:00,39.51
2021-09-27 00:00:00,39.5
2021-09-24 00:00:00,39.57
2021-09-23 00:00:00,39.51
2021-09-22 00:00:00,40.39
2021-09-21 00:00:00,41.11
2021-09-20 00:00:00,42.17
2021-09-17 00:00:00,36.48
2021-09-16 00:00:00,36.54
2021-09-15 00:00:00,36.51
2021-09-14 00:00:00,36.87
2021-09-13 00:00:00,36.86
2021-09-10 00:00:00,36.83
2021-09-09 00:00:00,35.38
2021-09-08 00:00:00,35.36
2021-09-07 00:00:00,35.39
2021-09-06 00:00:00,35.7
2021-09-03 00:00:00,35.69
2021-09-02 00:00:00,35.71
