Date,DZ
2022-07-04 00:00:00,41.92
2022-07-01 00:00:00,41.77
2022-06-30 00:00:00,41.75
2022-06-29 00:00:00,41.82
2022-06-28 00:00:00,41.88
2022-06-27 00:00:00,41.78
2022-06-24 00:00:00,41.9
2022-06-23 00:00:00,41.85
2022-06-22 00:00:00,41.85
2022-06-21 00:00:00,41.83
2022-06-20 00:00:00,41.74
2022-06-17 00:00:00,41.72
2022-06-16 00:00:00,41.83
2022-06-15 00:00:00,42
2022-06-14 00:00:00,41.88
2022-06-13 00:00:00,41.86
2022-06-10 00:00:00,41.87
2022-06-09 00:00:00,41.81
2022-06-08 00:00:00,41.86
2022-06-07 00:00:00,41.86
2022-06-06 00:00:00,41.85
2022-06-03 00:00:00,41.86
2022-06-02 00:00:00,41.91
2022-06-01 00:00:00,41.82
2022-05-31 00:00:00,41.85
2022-05-30 00:00:00,41.87
2022-05-27 00:00:00,41.87
2022-05-26 00:00:00,41.86
2022-05-25 00:00:00,41.83
2022-05-24 00:00:00,41.89
2022-05-23 00:00:00,41.79
2022-05-20 00:00:00,41.87
2022-05-19 00:00:00,41.81
2022-05-18 00:00:00,41.83
2022-05-17 00:00:00,41.85
2022-05-16 00:00:00,41.84
2022-05-13 00:00:00,41.84
2022-05-12 00:00:00,41.75
2022-05-11 00:00:00,41.84
2022-05-10 00:00:00,41.82
2022-05-09 00:00:00,41.87
2022-05-06 00:00:00,41.88
2022-05-05 00:00:00,41.83
2022-05-04 00:00:00,41.89
2022-05-03 00:00:00,41.82
2022-05-02 00:00:00,41.84
2022-04-29 00:00:00,41.86
2022-04-28 00:00:00,41.82
2022-04-27 00:00:00,41.83
2022-04-26 00:00:00,41.83
2022-04-25 00:00:00,41.86
2022-04-22 00:00:00,41.9
2022-04-21 00:00:00,41.81
2022-04-20 00:00:00,41.79
2022-04-19 00:00:00,41.82
2022-04-18 00:00:00,41.81
2022-04-15 00:00:00,41.82
2022-04-14 00:00:00,41.82
2022-04-13 00:00:00,41.79
2022-04-12 00:00:00,41.82
2022-04-11 00:00:00,41.87
2022-04-08 00:00:00,41.81
2022-04-07 00:00:00,41.81
2022-04-06 00:00:00,41.88
2022-04-05 00:00:00,41.84
2022-04-04 00:00:00,41.79
2022-04-01 00:00:00,41.44
2022-03-31 00:00:00,41.47
2022-03-30 00:00:00,41.56
2022-03-29 00:00:00,41.5
2022-03-28 00:00:00,41.52
2022-03-25 00:00:00,41.5
2022-03-24 00:00:00,41.45
2022-03-23 00:00:00,41.46
2022-03-22 00:00:00,41.52
2022-03-21 00:00:00,41.5
2022-03-18 00:00:00,39.52
2022-03-17 00:00:00,39.56
2022-03-16 00:00:00,39.54
2022-03-15 00:00:00,39.56
2022-03-14 00:00:00,39.51
2022-03-11 00:00:00,39.56
2022-03-10 00:00:00,39.55
2022-03-09 00:00:00,39.57
2022-03-08 00:00:00,39.57
2022-03-07 00:00:00,39.58
2022-03-04 00:00:00,39.58
2022-03-03 00:00:00,39.64
2022-03-02 00:00:00,39.51
2022-03-01 00:00:00,39.49
2022-02-28 00:00:00,39.59
2022-02-25 00:00:00,39.55
2022-02-24 00:00:00,39.57
2022-02-23 00:00:00,39.57
2022-02-22 00:00:00,39.6
2022-02-21 00:00:00,39.58
2022-02-18 00:00:00,39.58
2022-02-17 00:00:00,39.6
2022-02-16 00:00:00,39.58
2022-02-15 00:00:00,39.64
2022-02-14 00:00:00,39.66
2022-02-11 00:00:00,39.69
2022-02-10 00:00:00,39.6
2022-02-09 00:00:00,39.62
2022-02-08 00:00:00,39.61
2022-02-07 00:00:00,39.68
2022-02-04 00:00:00,39.69
2022-02-03 00:00:00,39.69
2022-02-02 00:00:00,39.68
2022-02-01 00:00:00,39.7
