Date,UNIC
2023-06-20 00:00:00,232.47
2023-06-19 00:00:00,227.17
2023-06-16 00:00:00,225.65
2023-06-15 00:00:00,234.12
2023-06-14 00:00:00,231.34
2023-06-13 00:00:00,226.88
2023-06-12 00:00:00,218.65
2023-06-09 00:00:00,221.18
2023-06-08 00:00:00,220.97
2023-06-07 00:00:00,218.66
2023-06-06 00:00:00,223.27
2023-06-05 00:00:00,225.21
2023-06-02 00:00:00,224.73
2023-06-01 00:00:00,227.81
2023-05-31 00:00:00,231.01
2023-05-30 00:00:00,224.57
2023-05-29 00:00:00,228.55
2023-05-26 00:00:00,228.52
2023-05-25 00:00:00,234.07
2023-05-24 00:00:00,239.26
2023-05-23 00:00:00,225.7
2023-05-22 00:00:00,228.96
2023-05-19 00:00:00,230.16
2023-05-18 00:00:00,240.59
2023-05-17 00:00:00,248.68
2023-05-16 00:00:00,249
2023-05-15 00:00:00,251.72
2023-05-12 00:00:00,252.09
2023-05-11 00:00:00,259.85
2023-05-10 00:00:00,261.88
2023-05-09 00:00:00,263.14
2023-05-08 00:00:00,256.58
2023-05-05 00:00:00,256.79
2023-05-04 00:00:00,265.6
2023-05-03 00:00:00,258.56
2023-05-02 00:00:00,260.1
2023-05-01 00:00:00,254.52
2023-04-28 00:00:00,254.38
2023-04-27 00:00:00,258.06
2023-04-26 00:00:00,266.12
2023-04-25 00:00:00,250.02
2023-04-24 00:00:00,244.09
2023-04-21 00:00:00,243.96
2023-04-20 00:00:00,243.34
2023-04-19 00:00:00,236.54
2023-04-18 00:00:00,235.57
2023-04-17 00:00:00,237.61
2023-04-14 00:00:00,238.35
2023-04-13 00:00:00,246.33
2023-04-12 00:00:00,250.2
2023-04-11 00:00:00,259.72
2023-04-10 00:00:00,265.74
2023-04-07 00:00:00,265.71
2023-04-06 00:00:00,265.83
2023-04-05 00:00:00,270.3
2023-04-04 00:00:00,253.65
2023-04-03 00:00:00,242.76
2023-03-31 00:00:00,257.36
2023-03-30 00:00:00,268.42
2023-03-29 00:00:00,292.57
2023-03-28 00:00:00,309.78
2023-03-27 00:00:00,312.84
2023-03-24 00:00:00,317.8
2023-03-23 00:00:00,300.94
2023-03-22 00:00:00,272.96
2023-03-21 00:00:00,272.94
2023-03-20 00:00:00,309.33
2023-03-17 00:00:00,310.68
2023-03-16 00:00:00,298.42
2023-03-15 00:00:00,290.28
2023-03-14 00:00:00,253.64
2023-03-13 00:00:00,270.01
2023-03-10 00:00:00,232.88
2023-03-09 00:00:00,209.54
2023-03-08 00:00:00,209.47
2023-03-07 00:00:00,209.59
2023-03-06 00:00:00,207.02
2023-03-03 00:00:00,211.62
2023-03-02 00:00:00,216.45
2023-03-01 00:00:00,211.85
2023-02-28 00:00:00,213.95
2023-02-27 00:00:00,213.48
2023-02-24 00:00:00,221.55
2023-02-23 00:00:00,215.54
2023-02-22 00:00:00,219.39
2023-02-21 00:00:00,214.12
2023-02-20 00:00:00,202.24
2023-02-17 00:00:00,201.42
2023-02-16 00:00:00,198.49
2023-02-15 00:00:00,201.25
2023-02-14 00:00:00,201.95
2023-02-13 00:00:00,210.61
2023-02-10 00:00:00,208.41
2023-02-09 00:00:00,199.31
2023-02-08 00:00:00,202.35
2023-02-07 00:00:00,203.36
2023-02-06 00:00:00,207.09
2023-02-03 00:00:00,205.46
2023-02-02 00:00:00,209.93
2023-02-01 00:00:00,230.28
2023-01-31 00:00:00,233.64
2023-01-30 00:00:00,248.01
2023-01-27 00:00:00,242.55
2023-01-26 00:00:00,239.54
2023-01-25 00:00:00,246.99
2023-01-24 00:00:00,246.36
2023-01-23 00:00:00,248.32
2023-01-20 00:00:00,254.88
2023-01-19 00:00:00,253.22
2023-01-18 00:00:00,245.22
2023-01-17 00:00:00,249.85
2023-01-16 00:00:00,252.35
2023-01-13 00:00:00,247.56
2023-01-12 00:00:00,244.87
2023-01-11 00:00:00,246.78
2023-01-10 00:00:00,248.41
2023-01-09 00:00:00,239.15
2023-01-06 00:00:00,245.58
2023-01-05 00:00:00,250.73
2023-01-04 00:00:00,247.26
2023-01-03 00:00:00,256.58
2023-01-02 00:00:00,270.46
2022-12-30 00:00:00,270.58
2022-12-29 00:00:00,270.59
2022-12-28 00:00:00,270.48
2022-12-27 00:00:00,270.55
2022-12-26 00:00:00,270.54
