Date,SWED
2023-08-21 00:00:00,148.62
2023-08-18 00:00:00,145.79
2023-08-17 00:00:00,141.22
2023-08-16 00:00:00,144.46
2023-08-15 00:00:00,145.67
2023-08-14 00:00:00,147.81
2023-08-11 00:00:00,146.58
2023-08-10 00:00:00,156.05
2023-08-09 00:00:00,156.16
2023-08-08 00:00:00,156.52
2023-08-07 00:00:00,157.03
2023-08-04 00:00:00,158.09
2023-08-03 00:00:00,156.96
2023-08-02 00:00:00,160.15
2023-08-01 00:00:00,158.05
2023-07-31 00:00:00,156.02
2023-07-28 00:00:00,158.33
2023-07-27 00:00:00,161.15
2023-07-26 00:00:00,162.13
2023-07-25 00:00:00,164.72
2023-07-24 00:00:00,161.21
2023-07-21 00:00:00,173
2023-07-20 00:00:00,166.17
2023-07-19 00:00:00,175.28
2023-07-18 00:00:00,184.71
2023-07-17 00:00:00,184.54
2023-07-14 00:00:00,184.5
2023-07-13 00:00:00,182.8
2023-07-12 00:00:00,182.23
2023-07-11 00:00:00,183.34
2023-07-10 00:00:00,189.95
2023-07-07 00:00:00,193.63
2023-07-06 00:00:00,194.32
2023-07-05 00:00:00,191.11
2023-07-04 00:00:00,196.8
2023-07-03 00:00:00,189.54
2023-06-30 00:00:00,191.24
2023-06-29 00:00:00,194.4
2023-06-28 00:00:00,193.49
2023-06-27 00:00:00,194.3
2023-06-26 00:00:00,195.84
2023-06-23 00:00:00,196.75
2023-06-22 00:00:00,196.3
2023-06-21 00:00:00,196.97
2023-06-20 00:00:00,196.47
2023-06-19 00:00:00,197.03
2023-06-16 00:00:00,195.01
2023-06-15 00:00:00,196.65
2023-06-14 00:00:00,197.07
2023-06-13 00:00:00,198
2023-06-12 00:00:00,198
2023-06-09 00:00:00,198
2023-06-08 00:00:00,198
2023-06-07 00:00:00,198
2023-06-06 00:00:00,198.55
2023-06-05 00:00:00,198.82
2023-06-02 00:00:00,198.99
2023-06-01 00:00:00,200.11
2023-05-31 00:00:00,200.15
2023-05-30 00:00:00,200.86
2023-05-29 00:00:00,203.48
2023-05-26 00:00:00,200.89
2023-05-25 00:00:00,200.26
2023-05-24 00:00:00,203.19
2023-05-23 00:00:00,206.01
2023-05-22 00:00:00,204.03
2023-05-19 00:00:00,205.29
2023-05-18 00:00:00,213.45
2023-05-17 00:00:00,211.08
2023-05-16 00:00:00,211.17
2023-05-15 00:00:00,213.11
2023-05-12 00:00:00,210.57
2023-05-11 00:00:00,210.16
2023-05-10 00:00:00,212.35
2023-05-09 00:00:00,212.37
2023-05-08 00:00:00,205.63
2023-05-05 00:00:00,206.58
2023-05-04 00:00:00,204.35
2023-05-03 00:00:00,200.68
2023-05-02 00:00:00,202.51
2023-05-01 00:00:00,206.86
2023-04-28 00:00:00,202.75
2023-04-27 00:00:00,200.19
2023-04-26 00:00:00,196.86
2023-04-25 00:00:00,202.05
2023-04-24 00:00:00,196.83
2023-04-21 00:00:00,198.34
2023-04-20 00:00:00,194.78
2023-04-19 00:00:00,197.08
2023-04-18 00:00:00,194.69
2023-04-17 00:00:00,190
2023-04-14 00:00:00,190
2023-04-13 00:00:00,189.43
2023-04-12 00:00:00,190
2023-04-11 00:00:00,190
2023-04-10 00:00:00,175.06
2023-04-07 00:00:00,176.22
2023-04-06 00:00:00,186.62
2023-04-05 00:00:00,176.59
2023-04-04 00:00:00,160.05
2023-04-03 00:00:00,169.8
2023-03-31 00:00:00,152.47
2023-03-30 00:00:00,136.8
2023-03-29 00:00:00,136.78
2023-03-28 00:00:00,135.62
2023-03-27 00:00:00,139.23
2023-03-24 00:00:00,139.39
2023-03-23 00:00:00,135.71
2023-03-22 00:00:00,134.32
2023-03-21 00:00:00,137.02
2023-03-20 00:00:00,136.87
2023-03-17 00:00:00,130.69
2023-03-16 00:00:00,133.66
2023-03-15 00:00:00,134.39
2023-03-14 00:00:00,133.27
2023-03-13 00:00:00,133.27
2023-03-10 00:00:00,132.04
2023-03-09 00:00:00,130
2023-03-08 00:00:00,130
2023-03-07 00:00:00,130
2023-03-06 00:00:00,130.03
2023-03-03 00:00:00,130.71
2023-03-02 00:00:00,131.82
2023-03-01 00:00:00,131.94
2023-02-28 00:00:00,134.03
2023-02-27 00:00:00,135.26
2023-02-24 00:00:00,137.62
2023-02-23 00:00:00,136.8
2023-02-22 00:00:00,140.63
2023-02-21 00:00:00,144.17
2023-02-20 00:00:00,139.67
2023-02-17 00:00:00,146.32
2023-02-16 00:00:00,148.39
2023-02-15 00:00:00,146.43
2023-02-14 00:00:00,146.02
2023-02-13 00:00:00,145.12
2023-02-10 00:00:00,147.41
2023-02-09 00:00:00,145.33
2023-02-08 00:00:00,145.39
2023-02-07 00:00:00,146.1
2023-02-06 00:00:00,141.72
2023-02-03 00:00:00,143.74
2023-02-02 00:00:00,145.14
2023-02-01 00:00:00,149.74
2023-01-31 00:00:00,148.76
2023-01-30 00:00:00,146.24
2023-01-27 00:00:00,148.07
2023-01-26 00:00:00,145.77
2023-01-25 00:00:00,148.21
2023-01-24 00:00:00,148.81
2023-01-23 00:00:00,150.41
2023-01-20 00:00:00,147.57
2023-01-19 00:00:00,152.21
2023-01-18 00:00:00,151.51
2023-01-17 00:00:00,151.82
2023-01-16 00:00:00,152.74
2023-01-13 00:00:00,152.64
2023-01-12 00:00:00,151.38
2023-01-11 00:00:00,151.35
2023-01-10 00:00:00,153
2023-01-09 00:00:00,153.61
2023-01-06 00:00:00,161.86
2023-01-05 00:00:00,163.04
2023-01-04 00:00:00,163.91
2023-01-03 00:00:00,163.94
2023-01-02 00:00:00,160.63
2022-12-30 00:00:00,160.15
2022-12-29 00:00:00,162.11
2022-12-28 00:00:00,162.72
2022-12-27 00:00:00,163.14
2022-12-26 00:00:00,162.71
2022-12-23 00:00:00,162.69
2022-12-22 00:00:00,164.75
2022-12-21 00:00:00,164.7
2022-12-20 00:00:00,165.19
2022-12-19 00:00:00,164.35
2022-12-16 00:00:00,152.4
2022-12-15 00:00:00,157.68
2022-12-14 00:00:00,157.75
2022-12-13 00:00:00,153.3
2022-12-12 00:00:00,156.69
2022-12-09 00:00:00,156.51
2022-12-08 00:00:00,159.24
2022-12-07 00:00:00,153.33
2022-12-06 00:00:00,157.08
2022-12-05 00:00:00,157.18
2022-12-02 00:00:00,153.92
2022-12-01 00:00:00,156.07
2022-11-30 00:00:00,157.43
2022-11-29 00:00:00,156.47
2022-11-28 00:00:00,154.53
2022-11-25 00:00:00,157.18
2022-11-24 00:00:00,159.5
2022-11-23 00:00:00,155.9
2022-11-22 00:00:00,160.22
2022-11-21 00:00:00,160.6
2022-11-18 00:00:00,160.5
2022-11-17 00:00:00,160.26
2022-11-16 00:00:00,161.02
2022-11-15 00:00:00,161.02
2022-11-14 00:00:00,162
2022-11-11 00:00:00,162
2022-11-10 00:00:00,164.14
2022-11-09 00:00:00,167.07
2022-11-08 00:00:00,164.16
2022-11-07 00:00:00,166.62
2022-11-04 00:00:00,163.75
2022-11-03 00:00:00,167.08
2022-11-02 00:00:00,164.12
2022-11-01 00:00:00,166.66
2022-10-31 00:00:00,163.72
2022-10-28 00:00:00,166.16
2022-10-27 00:00:00,163.45
2022-10-26 00:00:00,166.15
2022-10-25 00:00:00,164.36
2022-10-24 00:00:00,167.35
2022-10-21 00:00:00,166.11
2022-10-20 00:00:00,168.8
2022-10-19 00:00:00,166.12
2022-10-18 00:00:00,162.43
2022-10-17 00:00:00,164.92
2022-10-14 00:00:00,164.11
2022-10-13 00:00:00,174.13
2022-10-12 00:00:00,164.92
2022-10-11 00:00:00,172.82
2022-10-10 00:00:00,178.25
2022-10-07 00:00:00,178.15
2022-10-06 00:00:00,179.25
2022-10-05 00:00:00,178.9
2022-10-04 00:00:00,179.51
2022-10-03 00:00:00,178.86
2022-09-30 00:00:00,179.18
2022-09-29 00:00:00,181.7
2022-09-28 00:00:00,169.47
2022-09-27 00:00:00,172.3
2022-09-26 00:00:00,166.35
2022-09-23 00:00:00,166.38
2022-09-22 00:00:00,165.23
2022-09-21 00:00:00,162.76
2022-09-20 00:00:00,165.7
2022-09-19 00:00:00,161.19
2022-09-16 00:00:00,155.6
2022-09-15 00:00:00,154.89
2022-09-14 00:00:00,158.6
2022-09-13 00:00:00,159.94
2022-09-12 00:00:00,155.9
2022-09-09 00:00:00,160.52
2022-09-08 00:00:00,152.2
2022-09-07 00:00:00,157.61
2022-09-06 00:00:00,156.67
2022-09-05 00:00:00,156.44
2022-09-02 00:00:00,156.96
2022-09-01 00:00:00,154.72
2022-08-31 00:00:00,155.73
2022-08-30 00:00:00,154.22
2022-08-29 00:00:00,156
2022-08-26 00:00:00,154.04
2022-08-25 00:00:00,153.42
2022-08-24 00:00:00,155.14
2022-08-23 00:00:00,151.93
2022-08-22 00:00:00,152.6
2022-08-19 00:00:00,153.94
2022-08-18 00:00:00,152.58
2022-08-17 00:00:00,152.74
2022-08-16 00:00:00,152.81
2022-08-15 00:00:00,151.77
2022-08-12 00:00:00,152.17
2022-08-11 00:00:00,150.95
2022-08-10 00:00:00,153.47
2022-08-09 00:00:00,152.81
2022-08-08 00:00:00,154.54
2022-08-05 00:00:00,153.93
2022-08-04 00:00:00,154.82
2022-08-03 00:00:00,160
2022-08-02 00:00:00,160
2022-08-01 00:00:00,160
2022-07-29 00:00:00,160
2022-07-28 00:00:00,160
2022-07-27 00:00:00,160
2022-07-26 00:00:00,160
2022-07-25 00:00:00,160
2022-07-22 00:00:00,157.27
2022-07-21 00:00:00,160
2022-07-20 00:00:00,160
2022-07-19 00:00:00,161.61
2022-07-18 00:00:00,161.62
2022-07-15 00:00:00,161.07
2022-07-14 00:00:00,160.29
2022-07-13 00:00:00,160
2022-07-12 00:00:00,160
2022-07-11 00:00:00,160
2022-07-08 00:00:00,160
2022-07-07 00:00:00,160
2022-07-06 00:00:00,160
2022-07-05 00:00:00,159.28
2022-07-04 00:00:00,154.52
2022-07-01 00:00:00,155.78
2022-06-30 00:00:00,152.72
2022-06-29 00:00:00,153.89
2022-06-28 00:00:00,152.24
2022-06-27 00:00:00,153.86
2022-06-24 00:00:00,146.4
2022-06-23 00:00:00,139.81
2022-06-22 00:00:00,137.23
2022-06-21 00:00:00,137.25
2022-06-20 00:00:00,138.73
2022-06-17 00:00:00,137.24
2022-06-16 00:00:00,139.82
2022-06-15 00:00:00,136.95
2022-06-14 00:00:00,135.69
2022-06-13 00:00:00,138.6
2022-06-10 00:00:00,132.6
2022-06-09 00:00:00,135.64
2022-06-08 00:00:00,130.91
2022-06-07 00:00:00,129.08
2022-06-06 00:00:00,132.71
2022-06-03 00:00:00,125.6
2022-06-02 00:00:00,125.66
2022-06-01 00:00:00,126.28
2022-05-31 00:00:00,125.24
2022-05-30 00:00:00,127.72
2022-05-27 00:00:00,126.45
2022-05-26 00:00:00,126.81
2022-05-25 00:00:00,129.43
2022-05-24 00:00:00,129.67
2022-05-23 00:00:00,127.34
2022-05-20 00:00:00,130.13
2022-05-19 00:00:00,129.28
2022-05-18 00:00:00,132.98
2022-05-17 00:00:00,132.71
2022-05-16 00:00:00,131.4
2022-05-13 00:00:00,126.36
2022-05-12 00:00:00,131.99
2022-05-11 00:00:00,128.37
2022-05-10 00:00:00,126.88
2022-05-09 00:00:00,129.46
2022-05-06 00:00:00,122.04
2022-05-05 00:00:00,113.83
2022-05-04 00:00:00,112.16
2022-05-03 00:00:00,117.86
2022-05-02 00:00:00,128.2
2022-04-29 00:00:00,118.22
2022-04-28 00:00:00,121.34
2022-04-27 00:00:00,113.95
2022-04-26 00:00:00,116.33
2022-04-25 00:00:00,113.78
2022-04-22 00:00:00,109.33
2022-04-21 00:00:00,105.13
2022-04-20 00:00:00,114.51
2022-04-19 00:00:00,117.88
2022-04-18 00:00:00,114.49
2022-04-15 00:00:00,117.88
2022-04-14 00:00:00,114.48
2022-04-13 00:00:00,117.87
2022-04-12 00:00:00,118.05
2022-04-11 00:00:00,117.88
2022-04-08 00:00:00,105.06
2022-04-07 00:00:00,118.9
2022-04-06 00:00:00,115.58
2022-04-05 00:00:00,117.86
2022-04-04 00:00:00,117.52
2022-04-01 00:00:00,118.4
2022-03-31 00:00:00,122.71
2022-03-30 00:00:00,123.46
2022-03-29 00:00:00,115.98
2022-03-28 00:00:00,120.04
2022-03-25 00:00:00,121.47
2022-03-24 00:00:00,122.44
2022-03-23 00:00:00,121.04
2022-03-22 00:00:00,120.39
2022-03-21 00:00:00,121.75
2022-03-18 00:00:00,114.99
2022-03-17 00:00:00,118.64
2022-03-16 00:00:00,113.64
2022-03-15 00:00:00,114.19
2022-03-14 00:00:00,97.93
2022-03-11 00:00:00,99.23
2022-03-10 00:00:00,109.45
2022-03-09 00:00:00,108.96
