Date,ERST
2023-11-21 00:00:00,78.82
2023-11-20 00:00:00,79.96
2023-11-17 00:00:00,78.86
2023-11-16 00:00:00,77.64
2023-11-15 00:00:00,80.84
2023-11-14 00:00:00,82.01
2023-11-13 00:00:00,84.04
2023-11-10 00:00:00,82.2
2023-11-09 00:00:00,83.12
2023-11-08 00:00:00,85.67
2023-11-07 00:00:00,86.13
2023-11-06 00:00:00,88.13
2023-11-03 00:00:00,88.14
2023-11-02 00:00:00,94.07
2023-11-01 00:00:00,94.07
2023-10-31 00:00:00,96.35
2023-10-30 00:00:00,96.62
2023-10-27 00:00:00,94.97
2023-10-26 00:00:00,93.14
2023-10-25 00:00:00,94.96
2023-10-24 00:00:00,94.96
2023-10-23 00:00:00,98.16
2023-10-20 00:00:00,93.59
2023-10-19 00:00:00,93.59
2023-10-18 00:00:00,92.22
2023-10-17 00:00:00,92.22
2023-10-16 00:00:00,92.67
2023-10-13 00:00:00,89.94
2023-10-12 00:00:00,91.3
2023-10-11 00:00:00,91.76
2023-10-10 00:00:00,96.28
2023-10-09 00:00:00,93.44
2023-10-06 00:00:00,101.31
2023-10-05 00:00:00,95.24
2023-10-04 00:00:00,98.76
2023-10-03 00:00:00,92.8
2023-10-02 00:00:00,96.79
2023-09-29 00:00:00,104.81
2023-09-28 00:00:00,106.6
2023-09-27 00:00:00,96.81
2023-09-26 00:00:00,94.53
2023-09-25 00:00:00,93.17
2023-09-22 00:00:00,90.37
2023-09-21 00:00:00,94.22
2023-09-20 00:00:00,90.41
2023-09-19 00:00:00,91.01
2023-09-18 00:00:00,95.23
2023-09-15 00:00:00,93.75
2023-09-14 00:00:00,86.82
2023-09-13 00:00:00,96.45
2023-09-12 00:00:00,95.54
2023-09-11 00:00:00,98.53
2023-09-08 00:00:00,95.06
2023-09-07 00:00:00,90.16
2023-09-06 00:00:00,98.32
2023-09-05 00:00:00,90.86
2023-09-04 00:00:00,92.85
2023-09-01 00:00:00,90.12
2023-08-31 00:00:00,92.39
2023-08-30 00:00:00,92.84
2023-08-29 00:00:00,87.85
2023-08-28 00:00:00,94.62
2023-08-25 00:00:00,98.61
2023-08-24 00:00:00,93.12
2023-08-23 00:00:00,90.57
2023-08-22 00:00:00,91.55
2023-08-21 00:00:00,101.09
2023-08-18 00:00:00,97.57
2023-08-17 00:00:00,97.65
2023-08-16 00:00:00,89.31
2023-08-15 00:00:00,95.53
2023-08-14 00:00:00,91.48
2023-08-11 00:00:00,96.51
2023-08-10 00:00:00,90
2023-08-09 00:00:00,88.91
2023-08-08 00:00:00,87.75
2023-08-07 00:00:00,86.74
2023-08-04 00:00:00,88.88
2023-08-03 00:00:00,88.67
2023-08-02 00:00:00,84.64
2023-08-01 00:00:00,89.77
2023-07-31 00:00:00,86.49
2023-07-28 00:00:00,85.55
2023-07-27 00:00:00,87.89
2023-07-26 00:00:00,87.88
2023-07-25 00:00:00,90.54
2023-07-24 00:00:00,91.22
2023-07-21 00:00:00,94.96
2023-07-20 00:00:00,104.59
2023-07-19 00:00:00,103.33
2023-07-18 00:00:00,100.27
2023-07-17 00:00:00,100.37
2023-07-14 00:00:00,103.66
2023-07-13 00:00:00,104.59
2023-07-12 00:00:00,105.12
2023-07-11 00:00:00,108.43
2023-07-10 00:00:00,108.25
2023-07-07 00:00:00,103.08
2023-07-06 00:00:00,107.85
2023-07-05 00:00:00,105.44
2023-07-04 00:00:00,107.03
2023-07-03 00:00:00,116.56
2023-06-30 00:00:00,111.74
2023-06-29 00:00:00,122.68
2023-06-28 00:00:00,122.14
2023-06-27 00:00:00,122.7
2023-06-26 00:00:00,122.32
2023-06-23 00:00:00,121.49
2023-06-22 00:00:00,122.3
2023-06-21 00:00:00,116.01
2023-06-20 00:00:00,119.85
2023-06-19 00:00:00,119.19
2023-06-16 00:00:00,123.7
2023-06-15 00:00:00,125.27
2023-06-14 00:00:00,114.64
2023-06-13 00:00:00,119.79
2023-06-12 00:00:00,114.35
2023-06-09 00:00:00,114.32
2023-06-08 00:00:00,113.18
2023-06-07 00:00:00,112.33
2023-06-06 00:00:00,113.53
2023-06-05 00:00:00,119.03
2023-06-02 00:00:00,119.7
2023-06-01 00:00:00,110.28
2023-05-31 00:00:00,116.08
2023-05-30 00:00:00,115.7
2023-05-29 00:00:00,115.96
2023-05-26 00:00:00,116.91
2023-05-25 00:00:00,118.91
2023-05-24 00:00:00,114.62
2023-05-23 00:00:00,114.66
2023-05-22 00:00:00,116.44
2023-05-19 00:00:00,108.36
2023-05-18 00:00:00,120.29
2023-05-17 00:00:00,118.04
2023-05-16 00:00:00,115.37
2023-05-15 00:00:00,107.23
2023-05-12 00:00:00,107.85
2023-05-11 00:00:00,108.1
2023-05-10 00:00:00,103.82
2023-05-09 00:00:00,104.78
2023-05-08 00:00:00,104.55
2023-05-05 00:00:00,104.14
2023-05-04 00:00:00,104.61
2023-05-03 00:00:00,103.14
2023-05-02 00:00:00,102.18
2023-05-01 00:00:00,102.85
2023-04-28 00:00:00,102.29
2023-04-27 00:00:00,95.45
2023-04-26 00:00:00,95.48
2023-04-25 00:00:00,93.69
2023-04-24 00:00:00,93.56
2023-04-21 00:00:00,93.46
2023-04-20 00:00:00,91.8
2023-04-19 00:00:00,91.03
2023-04-18 00:00:00,90.71
2023-04-17 00:00:00,91.94
2023-04-14 00:00:00,93.07
2023-04-13 00:00:00,88.76
2023-04-12 00:00:00,87.4
2023-04-11 00:00:00,88.6
2023-04-10 00:00:00,90.56
2023-04-07 00:00:00,92.76
2023-04-06 00:00:00,93.57
2023-04-05 00:00:00,88.22
2023-04-04 00:00:00,86.73
2023-04-03 00:00:00,95.44
2023-03-31 00:00:00,96
2023-03-30 00:00:00,133.93
2023-03-29 00:00:00,138.13
2023-03-28 00:00:00,140.77
2023-03-27 00:00:00,141.72
2023-03-24 00:00:00,86.5
2023-03-23 00:00:00,85.12
2023-03-22 00:00:00,82.37
2023-03-21 00:00:00,83
2023-03-20 00:00:00,87.61
2023-03-17 00:00:00,82.22
2023-03-16 00:00:00,85.99
2023-03-15 00:00:00,71.99
2023-03-14 00:00:00,64.41
2023-03-13 00:00:00,63.82
2023-03-10 00:00:00,58.97
2023-03-09 00:00:00,58.81
2023-03-08 00:00:00,57.86
2023-03-07 00:00:00,59.31
2023-03-06 00:00:00,60.35
2023-03-03 00:00:00,60.4
2023-03-02 00:00:00,60.82
2023-03-01 00:00:00,60.47
2023-02-28 00:00:00,60.63
2023-02-27 00:00:00,61.96
2023-02-24 00:00:00,60.23
2023-02-23 00:00:00,62.11
2023-02-22 00:00:00,60.91
2023-02-21 00:00:00,59.01
2023-02-20 00:00:00,57.66
2023-02-17 00:00:00,57.5
2023-02-16 00:00:00,58.8
2023-02-15 00:00:00,58.23
2023-02-14 00:00:00,59.91
2023-02-13 00:00:00,59.68
2023-02-10 00:00:00,57.46
2023-02-09 00:00:00,58.36
2023-02-08 00:00:00,58.07
2023-02-07 00:00:00,58.07
2023-02-06 00:00:00,56.04
2023-02-03 00:00:00,55.54
2023-02-02 00:00:00,59.77
2023-02-01 00:00:00,60.8
2023-01-31 00:00:00,60.87
2023-01-30 00:00:00,59.99
2023-01-27 00:00:00,60.01
2023-01-26 00:00:00,61.63
2023-01-25 00:00:00,60.56
2023-01-24 00:00:00,60.61
2023-01-23 00:00:00,62.32
2023-01-20 00:00:00,62.2
2023-01-19 00:00:00,59.69
2023-01-18 00:00:00,60.18
2023-01-17 00:00:00,60.48
2023-01-16 00:00:00,60.75
2023-01-13 00:00:00,59.85
2023-01-12 00:00:00,61.24
2023-01-11 00:00:00,62.1
2023-01-10 00:00:00,60.13
2023-01-09 00:00:00,61.84
2023-01-06 00:00:00,64.57
2023-01-05 00:00:00,65.91
2023-01-04 00:00:00,67.3
2023-01-03 00:00:00,65.69
2023-01-02 00:00:00,67.44
2022-12-30 00:00:00,68.24
2022-12-29 00:00:00,68.82
2022-12-28 00:00:00,70.05
2022-12-27 00:00:00,70.54
2022-12-26 00:00:00,70
2022-12-23 00:00:00,70.14
2022-12-22 00:00:00,73.3
2022-12-21 00:00:00,73.33
2022-12-20 00:00:00,72.49
2022-12-19 00:00:00,71.86
2022-12-16 00:00:00,67.35
2022-12-15 00:00:00,63.43
2022-12-14 00:00:00,63.42
2022-12-13 00:00:00,66.63
2022-12-12 00:00:00,66.96
2022-12-09 00:00:00,68.82
2022-12-08 00:00:00,68.67
2022-12-07 00:00:00,68.6
2022-12-06 00:00:00,67.43
2022-12-05 00:00:00,66.67
2022-12-02 00:00:00,65.89
2022-12-01 00:00:00,69.38
2022-11-30 00:00:00,68.29
2022-11-29 00:00:00,69.16
2022-11-28 00:00:00,67.39
2022-11-25 00:00:00,67.46
2022-11-24 00:00:00,67.43
2022-11-23 00:00:00,69.07
2022-11-22 00:00:00,70.42
2022-11-21 00:00:00,70.18
2022-11-18 00:00:00,73.96
2022-11-17 00:00:00,71.66
2022-11-16 00:00:00,69.87
2022-11-15 00:00:00,71.67
2022-11-14 00:00:00,73.36
2022-11-11 00:00:00,73.36
2022-11-10 00:00:00,78.78
2022-11-09 00:00:00,76.86
2022-11-08 00:00:00,77.33
2022-11-07 00:00:00,80.02
2022-11-04 00:00:00,82.87
2022-11-03 00:00:00,80.79
2022-11-02 00:00:00,80.63
2022-11-01 00:00:00,82.68
