Date,DB
2023-02-16 00:00:00,224.083
2023-02-15 00:00:00,229.463
2023-02-14 00:00:00,232.29
2023-02-13 00:00:00,245.814
2023-02-10 00:00:00,245.96
2023-02-09 00:00:00,233.236
2023-02-08 00:00:00,235.157
2023-02-07 00:00:00,239.434
2023-02-06 00:00:00,239.627
2023-02-03 00:00:00,230.591
2023-02-02 00:00:00,225.086
2023-02-01 00:00:00,231.388
2023-01-31 00:00:00,236.517
2023-01-30 00:00:00,238.308
2023-01-27 00:00:00,232.751
2023-01-26 00:00:00,231.656
2023-01-25 00:00:00,237.888
2023-01-24 00:00:00,240.76
2023-01-23 00:00:00,242.771
2023-01-20 00:00:00,245.312
2023-01-19 00:00:00,242.101
2023-01-18 00:00:00,234.485
2023-01-17 00:00:00,247.778
2023-01-16 00:00:00,251.133
2023-01-13 00:00:00,248.621
2023-01-12 00:00:00,247.104
2023-01-11 00:00:00,254.177
2023-01-10 00:00:00,255.363
2023-01-09 00:00:00,251.247
2023-01-06 00:00:00,269.504
2023-01-05 00:00:00,274.041
2023-01-04 00:00:00,271.317
2023-01-03 00:00:00,275.938
2023-01-02 00:00:00,283.003
2022-12-30 00:00:00,284.775
2022-12-29 00:00:00,289.677
2022-12-28 00:00:00,291.267
2022-12-27 00:00:00,293.17
2022-12-26 00:00:00,291.417
2022-12-23 00:00:00,293.597
2022-12-22 00:00:00,291.286
2022-12-21 00:00:00,289.699
2022-12-20 00:00:00,291.725
2022-12-19 00:00:00,286.667
2022-12-16 00:00:00,285.562
2022-12-15 00:00:00,277.82
2022-12-14 00:00:00,264.798
2022-12-13 00:00:00,263.844
2022-12-12 00:00:00,280.826
2022-12-09 00:00:00,281.492
2022-12-08 00:00:00,281.98
2022-12-07 00:00:00,282.135
2022-12-06 00:00:00,278.847
2022-12-05 00:00:00,274.707
2022-12-02 00:00:00,272.367
2022-12-01 00:00:00,271.037
2022-11-30 00:00:00,278.58
2022-11-29 00:00:00,271.338
2022-11-28 00:00:00,266.977
2022-11-25 00:00:00,254.122
2022-11-24 00:00:00,254.276
2022-11-23 00:00:00,267.627
2022-11-22 00:00:00,273.199
2022-11-21 00:00:00,289.857
2022-11-18 00:00:00,291.39
2022-11-17 00:00:00,299.561
2022-11-16 00:00:00,289.996
2022-11-15 00:00:00,282.703
2022-11-14 00:00:00,293.358
2022-11-11 00:00:00,292.194
2022-11-10 00:00:00,303.501
2022-11-09 00:00:00,320.238
2022-11-08 00:00:00,315.037
2022-11-07 00:00:00,316.871
2022-11-04 00:00:00,319.327
2022-11-03 00:00:00,332.237
2022-11-02 00:00:00,324.67
2022-11-01 00:00:00,310.705
2022-10-31 00:00:00,315.017
2022-10-28 00:00:00,320.266
2022-10-27 00:00:00,323.276
2022-10-26 00:00:00,330.259
2022-10-25 00:00:00,347.639
2022-10-24 00:00:00,367.859
2022-10-21 00:00:00,383.005
2022-10-20 00:00:00,371.503
2022-10-19 00:00:00,375.61
2022-10-18 00:00:00,363.904
2022-10-17 00:00:00,365.497
2022-10-14 00:00:00,390.012
2022-10-13 00:00:00,409.202
2022-10-12 00:00:00,428.761
2022-10-11 00:00:00,452.095
2022-10-10 00:00:00,432.778
2022-10-07 00:00:00,423.01
2022-10-06 00:00:00,415.35
2022-10-05 00:00:00,422.749
2022-10-04 00:00:00,396.797
2022-10-03 00:00:00,418.078
2022-09-30 00:00:00,405.313
2022-09-29 00:00:00,415.109
2022-09-28 00:00:00,403.135
2022-09-27 00:00:00,393.317
2022-09-26 00:00:00,391.264
2022-09-23 00:00:00,379.606
2022-09-22 00:00:00,368.883
2022-09-21 00:00:00,362.071
2022-09-20 00:00:00,359.036
