Date,DANK
2023-05-18 00:00:00,249.03
2023-05-17 00:00:00,255.23
2023-05-16 00:00:00,255.97
2023-05-15 00:00:00,254.51
2023-05-12 00:00:00,261.33
2023-05-11 00:00:00,265.56
2023-05-10 00:00:00,266.74
2023-05-09 00:00:00,267.07
2023-05-08 00:00:00,268.66
2023-05-05 00:00:00,267.82
2023-05-04 00:00:00,269.35
2023-05-03 00:00:00,264.19
2023-05-02 00:00:00,265.53
2023-05-01 00:00:00,263.56
2023-04-28 00:00:00,261.98
2023-04-27 00:00:00,263.23
2023-04-26 00:00:00,268
2023-04-25 00:00:00,260.1
2023-04-24 00:00:00,256.95
2023-04-21 00:00:00,255.9
2023-04-20 00:00:00,252.3
2023-04-19 00:00:00,248.04
2023-04-18 00:00:00,241.77
2023-04-17 00:00:00,245.61
2023-04-14 00:00:00,250.31
2023-04-13 00:00:00,256.94
2023-04-12 00:00:00,256.01
2023-04-11 00:00:00,261.37
2023-04-10 00:00:00,266.43
2023-04-07 00:00:00,265.95
2023-04-06 00:00:00,264.83
2023-04-05 00:00:00,259.68
2023-04-04 00:00:00,235.05
2023-04-03 00:00:00,238.98
2023-03-31 00:00:00,232.78
2023-03-30 00:00:00,237.69
2023-03-29 00:00:00,227.18
2023-03-28 00:00:00,227.41
2023-03-27 00:00:00,221.54
2023-03-24 00:00:00,209.75
2023-03-23 00:00:00,198.11
2023-03-22 00:00:00,191.75
2023-03-21 00:00:00,190.93
2023-03-20 00:00:00,213.67
2023-03-17 00:00:00,206.2
2023-03-16 00:00:00,207.79
2023-03-15 00:00:00,207.91
2023-03-14 00:00:00,181.78
2023-03-13 00:00:00,185.3
2023-03-10 00:00:00,168.98
2023-03-09 00:00:00,162.7
2023-03-08 00:00:00,160.7
2023-03-07 00:00:00,158.31
2023-03-06 00:00:00,159.77
2023-03-03 00:00:00,164.39
2023-03-02 00:00:00,162.48
2023-03-01 00:00:00,163.27
2023-02-28 00:00:00,164.19
2023-02-27 00:00:00,165.31
2023-02-24 00:00:00,170.49
2023-02-23 00:00:00,167.19
2023-02-22 00:00:00,169.65
2023-02-21 00:00:00,167.96
2023-02-20 00:00:00,162.83
2023-02-17 00:00:00,163.09
2023-02-16 00:00:00,159.19
2023-02-15 00:00:00,160.85
2023-02-14 00:00:00,161.55
2023-02-13 00:00:00,163.04
2023-02-10 00:00:00,161.06
2023-02-09 00:00:00,156.57
2023-02-08 00:00:00,156.59
2023-02-07 00:00:00,157.44
2023-02-06 00:00:00,160.78
2023-02-03 00:00:00,156.26
2023-02-02 00:00:00,155.29
2023-02-01 00:00:00,162.85
2023-01-31 00:00:00,166.9
2023-01-30 00:00:00,168.11
2023-01-27 00:00:00,165.37
2023-01-26 00:00:00,164.88
2023-01-25 00:00:00,167.66
2023-01-24 00:00:00,167.88
2023-01-23 00:00:00,168.91
2023-01-20 00:00:00,168.97
2023-01-19 00:00:00,167.69
2023-01-18 00:00:00,160.61
2023-01-17 00:00:00,162.9
2023-01-16 00:00:00,160.19
2023-01-13 00:00:00,158.08
2023-01-12 00:00:00,158.68
2023-01-11 00:00:00,164.09
2023-01-10 00:00:00,166.59
2023-01-09 00:00:00,166.63
2023-01-06 00:00:00,178.74
2023-01-05 00:00:00,185.59
2023-01-04 00:00:00,180.03
2023-01-03 00:00:00,187.33
2023-01-02 00:00:00,195.51
2022-12-30 00:00:00,196.59
2022-12-29 00:00:00,199.1
2022-12-28 00:00:00,199.71
2022-12-27 00:00:00,201.09
2022-12-26 00:00:00,199.51
2022-12-23 00:00:00,200.33
2022-12-22 00:00:00,202.53
2022-12-21 00:00:00,201.48
2022-12-20 00:00:00,201.26
2022-12-19 00:00:00,196.1
2022-12-16 00:00:00,195.65
2022-12-15 00:00:00,191
2022-12-14 00:00:00,182.56
2022-12-13 00:00:00,183.17
2022-12-12 00:00:00,189.07
2022-12-09 00:00:00,186.9
2022-12-08 00:00:00,187.43
2022-12-07 00:00:00,186.27
2022-12-06 00:00:00,184.84
2022-12-05 00:00:00,182.48
2022-12-02 00:00:00,182.29
2022-12-01 00:00:00,179.76
2022-11-30 00:00:00,184.75
2022-11-29 00:00:00,185.66
2022-11-28 00:00:00,187.41
2022-11-25 00:00:00,180.77
2022-11-24 00:00:00,181.64
2022-11-23 00:00:00,184.34
2022-11-22 00:00:00,192.73
2022-11-21 00:00:00,196.6
2022-11-18 00:00:00,202.57
2022-11-17 00:00:00,201.57
2022-11-16 00:00:00,194.94
2022-11-15 00:00:00,192.43
2022-11-14 00:00:00,197.38
2022-11-11 00:00:00,196.83
2022-11-10 00:00:00,202.78
2022-11-09 00:00:00,211.12
2022-11-08 00:00:00,209.65
2022-11-07 00:00:00,210.29
2022-11-04 00:00:00,215.92
2022-11-03 00:00:00,225.89
