Date,CRAG
2024-03-11 00:00:00,90.13
2024-03-08 00:00:00,90.946
2024-03-07 00:00:00,93.057
2024-03-06 00:00:00,93.884
2024-03-05 00:00:00,94.931
2024-03-04 00:00:00,94.654
2024-03-01 00:00:00,96.535
2024-02-29 00:00:00,96.013
2024-02-28 00:00:00,95.877
2024-02-27 00:00:00,95.535
2024-02-26 00:00:00,95.975
2024-02-23 00:00:00,95.694
2024-02-22 00:00:00,97.021
2024-02-21 00:00:00,100.546
2024-02-20 00:00:00,100.409
2024-02-19 00:00:00,100.62
2024-02-16 00:00:00,100.924
2024-02-15 00:00:00,102.099
2024-02-14 00:00:00,103.726
2024-02-13 00:00:00,104.45
2024-02-12 00:00:00,103.521
2024-02-09 00:00:00,105.831
2024-02-08 00:00:00,107.292
2024-02-07 00:00:00,106.463
2024-02-06 00:00:00,106.304
2024-02-05 00:00:00,105.232
2024-02-02 00:00:00,104.496
2024-02-01 00:00:00,106.614
2024-01-31 00:00:00,103.886
2024-01-30 00:00:00,100.132
2024-01-29 00:00:00,101.503
2024-01-26 00:00:00,101.294
2024-01-25 00:00:00,102.314
2024-01-24 00:00:00,102.622
2024-01-23 00:00:00,104.667
2024-01-22 00:00:00,105.034
2024-01-19 00:00:00,106.866
2024-01-18 00:00:00,109.021
2024-01-17 00:00:00,111.803
2024-01-16 00:00:00,110.141
2024-01-15 00:00:00,109.185
2024-01-12 00:00:00,108.196
2024-01-11 00:00:00,109.236
2024-01-10 00:00:00,107.919
2024-01-09 00:00:00,111.865
2024-01-08 00:00:00,112.988
2024-01-05 00:00:00,113.416
2024-01-04 00:00:00,112.901
2024-01-03 00:00:00,113.324
2024-01-02 00:00:00,106.876
2024-01-01 00:00:00,103.038
2023-12-29 00:00:00,103.196
2023-12-28 00:00:00,104.062
2023-12-27 00:00:00,105.465
2023-12-26 00:00:00,105.561
2023-12-25 00:00:00,105.383
2023-12-22 00:00:00,105.558
2023-12-21 00:00:00,106.252
2023-12-20 00:00:00,106.03
2023-12-19 00:00:00,106.359
2023-12-18 00:00:00,105.073
2023-12-15 00:00:00,104.386
2023-12-14 00:00:00,104.423
2023-12-13 00:00:00,111.136
2023-12-12 00:00:00,111.8
2023-12-11 00:00:00,112.762
2023-12-08 00:00:00,112.287
2023-12-07 00:00:00,113.423
2023-12-06 00:00:00,113.511
2023-12-05 00:00:00,116.188
2023-12-04 00:00:00,113.943
2023-12-01 00:00:00,113.775
2023-11-30 00:00:00,114.973
2023-11-29 00:00:00,117.054
2023-11-28 00:00:00,120.011
2023-11-27 00:00:00,119.555
2023-11-24 00:00:00,117.82
2023-11-23 00:00:00,118.789
2023-11-22 00:00:00,121.03
2023-11-21 00:00:00,122.492
2023-11-20 00:00:00,122.253
2023-11-17 00:00:00,122.837
2023-11-16 00:00:00,125.067
2023-11-15 00:00:00,123.211
2023-11-14 00:00:00,126.164
2023-11-13 00:00:00,132.643
2023-11-10 00:00:00,133.433
2023-11-09 00:00:00,132.383
2023-11-08 00:00:00,133.123
2023-11-07 00:00:00,136.025
2023-11-06 00:00:00,136.382
2023-11-03 00:00:00,136.233
2023-11-02 00:00:00,137.756
2023-11-01 00:00:00,121.241
2023-10-31 00:00:00,142.909
2023-10-30 00:00:00,144.571
2023-10-27 00:00:00,145.909
2023-10-26 00:00:00,143.963
2023-10-25 00:00:00,143.963
2023-10-24 00:00:00,143.963
2023-10-23 00:00:00,143.963
2023-10-20 00:00:00,143.963
2023-10-19 00:00:00,143.963
2023-10-18 00:00:00,143.963
2023-10-17 00:00:00,142.63
2023-10-16 00:00:00,142.568
2023-10-13 00:00:00,142.541
2023-10-12 00:00:00,138.694
2023-10-11 00:00:00,140.493
2023-10-10 00:00:00,142.147
2023-10-09 00:00:00,147.206
2023-10-06 00:00:00,146.051
2023-10-05 00:00:00,141.973
2023-10-04 00:00:00,138.802
2023-10-03 00:00:00,137.575
2023-10-02 00:00:00,133.27
2023-09-29 00:00:00,130.798
2023-09-28 00:00:00,133.225
2023-09-27 00:00:00,132.466
2023-09-26 00:00:00,131.696
2023-09-25 00:00:00,129.707
2023-09-22 00:00:00,129.481
2023-09-21 00:00:00,129.555
2023-09-20 00:00:00,125.416
2023-09-19 00:00:00,117.333
2023-09-18 00:00:00,117.859
2023-09-15 00:00:00,116.677
2023-09-14 00:00:00,118.065
2023-09-13 00:00:00,120.024
2023-09-12 00:00:00,119.504
2023-09-11 00:00:00,119.054
2023-09-08 00:00:00,118.748
2023-09-07 00:00:00,118.786
2023-09-06 00:00:00,118.893
2023-09-05 00:00:00,115.972
2023-09-04 00:00:00,114.257
2023-09-01 00:00:00,114.557
2023-08-31 00:00:00,114.581
2023-08-30 00:00:00,114.049
2023-08-29 00:00:00,115.43
2023-08-28 00:00:00,118.589
2023-08-25 00:00:00,118.933
2023-08-24 00:00:00,119.56
2023-08-23 00:00:00,123.009
2023-08-22 00:00:00,120.85
2023-08-21 00:00:00,121.73
2023-08-18 00:00:00,121.071
2023-08-17 00:00:00,117.788
2023-08-16 00:00:00,115.755
2023-08-15 00:00:00,113.304
2023-08-14 00:00:00,113.827
2023-08-11 00:00:00,112.273
2023-08-10 00:00:00,110.97
2023-08-09 00:00:00,113.492
2023-08-08 00:00:00,115.125
2023-08-07 00:00:00,111.165
2023-08-04 00:00:00,110.222
2023-08-03 00:00:00,115.945
2023-08-02 00:00:00,114.481
2023-08-01 00:00:00,111.629
2023-07-31 00:00:00,111.056
2023-07-28 00:00:00,111.289
2023-07-27 00:00:00,112.022
2023-07-26 00:00:00,116.302
2023-07-25 00:00:00,117.257
2023-07-24 00:00:00,118.006
2023-07-21 00:00:00,117.215
2023-07-20 00:00:00,118.64
