Date,CISS
7/2/2021,0.0537
7/9/2021,0.0806
7/16/2021,0.052
7/23/2021,0.0849
7/30/2021,0.0553
8/6/2021,0.0488
8/13/2021,0.0324
8/20/2021,0.0375
8/27/2021,0.0343
9/3/2021,0.035
9/10/2021,0.0324
9/17/2021,0.0366
9/24/2021,0.0644
10/1/2021,0.0552
10/8/2021,0.0542
10/15/2021,0.0502
10/22/2021,0.0334
10/29/2021,0.0406
11/5/2021,0.043
11/12/2021,0.0236
11/19/2021,0.0497
11/26/2021,0.0826
12/3/2021,0.0896
12/10/2021,0.106
12/17/2021,0.0914
12/24/2021,0.0861
12/31/2021,0.0482
1/7/2022,0.0761
1/14/2022,0.0772
1/21/2022,0.0714
1/28/2022,0.1105
2/4/2022,0.1472
2/11/2022,0.103
2/18/2022,0.1225
2/25/2022,0.1818
3/4/2022,0.2789
3/11/2022,0.3437
3/18/2022,0.3043
3/25/2022,0.2233
4/1/2022,0.256
4/8/2022,0.2214
4/15/2022,0.1402
4/22/2022,0.1784
4/29/2022,0.2673
5/6/2022,0.2554
5/13/2022,0.2949
5/20/2022,0.3111
5/27/2022,0.3245
6/3/2022,0.2688
6/10/2022,0.3596
6/17/2022,0.403
6/24/2022,0.3328
7/1/2022,0.291
7/8/2022,0.3784
7/15/2022,0.4046
7/22/2022,0.4144
7/29/2022,0.43
8/5/2022,0.3877
8/12/2022,0.2872
8/19/2022,0.3226
8/26/2022,0.3427
9/2/2022,0.4145
9/9/2022,0.3764
9/16/2022,0.4202
9/23/2022,0.467
9/30/2022,0.4749
10/7/2022,0.4987
10/14/2022,0.4029
10/21/2022,0.4502
10/28/2022,0.4648
11/4/2022,0.4978
11/11/2022,0.5133
11/18/2022,0.3193
11/25/2022,0.2669
12/2/2022,0.382
12/9/2022,0.2896
12/16/2022,0.4334
12/23/2022,0.3577
12/30/2022,0.3273
1/6/2023,0.3714
1/13/2023,0.3305
1/20/2023,0.2766
1/27/2023,0.2203
2/3/2023,0.3235
2/10/2023,0.2525
2/17/2023,0.2237
2/24/2023,0.2154
3/3/2023,0.2575
3/10/2023,0.2464
3/17/2023,0.4119
3/24/2023,0.4386
3/31/2023,0.358
4/7/2023,0.241
4/14/2023,0.3172
4/21/2023,0.2695
4/28/2023,0.2848
5/5/2023,0.2999
5/12/2023,0.2375
5/19/2023,0.219
5/26/2023,0.283
6/2/2023,0.3149
6/9/2023,0.2415
6/16/2023,0.2552
6/23/2023,0.2996
6/30/2023,0.2581
7/7/2023,0.2485
7/14/2023,0.1887
7/21/2023,0.2056
7/28/2023,0.1659
8/4/2023,0.1736
8/11/2023,0.2024
8/18/2023,0.1817
8/25/2023,0.1679
9/1/2023,0.1499
9/8/2023,0.1441
9/15/2023,0.1677
9/22/2023,0.1763
9/29/2023,0.1808
10/6/2023,0.1306
10/13/2023,0.1735
10/20/2023,0.1596
10/27/2023,0.178
11/3/2023,0.2073
11/10/2023,0.18
11/17/2023,0.162
11/24/2023,0.1066
12/1/2023,0.1197
12/8/2023,0.1094
12/15/2023,0.1071
12/22/2023,0.0883
12/29/2023,0.064
1/5/2024,0.1152
1/12/2024,0.0832
1/19/2024,0.0891
1/26/2024,0.0934
2/2/2024,0.0853
2/9/2024,0.0748
2/16/2024,0.072
2/23/2024,0.0676
3/1/2024,0.0565
3/8/2024,0.0533
3/15/2024,0.0572
3/22/2024,0.0421
3/29/2024,0.0454
4/5/2024,0.0587
4/12/2024,0.0638
4/19/2024,0.0658
4/26/2024,0.0542
5/3/2024,0.053
5/10/2024,0.0467
5/17/2024,0.0413
5/24/2024,0.0345
5/31/2024,0.0578
6/7/2024,0.0622
6/14/2024,0.069
