Date,DZ
2023-10-30 00:00:00,59.86
2023-10-27 00:00:00,59.17
2023-10-26 00:00:00,58.505
2023-10-25 00:00:00,61.89
2023-10-24 00:00:00,57.125
2023-10-23 00:00:00,56.45
2023-10-20 00:00:00,56.46
2023-10-19 00:00:00,56.465
2023-10-18 00:00:00,56.485
2023-10-17 00:00:00,56.46
2023-10-16 00:00:00,56.47
2023-10-13 00:00:00,56.49
2023-10-12 00:00:00,56.45
2023-10-11 00:00:00,56.445
2023-10-10 00:00:00,52.325
2023-10-09 00:00:00,52.365
2023-10-06 00:00:00,55.07
2023-10-05 00:00:00,55.05
2023-10-04 00:00:00,57.84
2023-10-03 00:00:00,57.83
2023-10-02 00:00:00,56.465
2023-09-29 00:00:00,56.445
2023-09-28 00:00:00,56.475
2023-09-27 00:00:00,56.485
2023-09-26 00:00:00,56.445
2023-09-25 00:00:00,57.83
2023-09-22 00:00:00,57.815
2023-09-21 00:00:00,53.74
2023-09-20 00:00:00,53.755
2023-09-19 00:00:00,54.85
2023-09-18 00:00:00,55.555
2023-09-15 00:00:00,54.185
2023-09-14 00:00:00,54.175
2023-09-13 00:00:00,54.205
2023-09-12 00:00:00,51.505
2023-09-11 00:00:00,54.875
2023-09-08 00:00:00,51.485
2023-09-07 00:00:00,48.165
2023-09-06 00:00:00,51.505
2023-09-05 00:00:00,51.49
2023-09-04 00:00:00,50.85
2023-09-01 00:00:00,50.13
2023-08-31 00:00:00,52.18
2023-08-30 00:00:00,52.15
2023-08-29 00:00:00,48.12
2023-08-28 00:00:00,45.5
2023-08-25 00:00:00,45.465
2023-08-24 00:00:00,45.435
2023-08-23 00:00:00,45.46
2023-08-22 00:00:00,46.8
2023-08-21 00:00:00,46.8
2023-08-18 00:00:00,46.815
2023-08-17 00:00:00,42.79
2023-08-16 00:00:00,42.785
2023-08-15 00:00:00,42.78
2023-08-14 00:00:00,42.82
2023-08-11 00:00:00,42.83
2023-08-10 00:00:00,42.785
2023-08-09 00:00:00,42.82
2023-08-08 00:00:00,42.76
2023-08-07 00:00:00,44.825
2023-08-04 00:00:00,44.81
2023-08-03 00:00:00,44.795
2023-08-02 00:00:00,44.82
2023-08-01 00:00:00,46.78
2023-07-31 00:00:00,45.49
2023-07-28 00:00:00,45.5
2023-07-27 00:00:00,43.485
2023-07-26 00:00:00,42.8
2023-07-25 00:00:00,42.83
2023-07-24 00:00:00,42.8
2023-07-21 00:00:00,46.825
2023-07-20 00:00:00,50.175
2023-07-19 00:00:00,49.505
2023-07-18 00:00:00,46.78
2023-07-17 00:00:00,46.82
2023-07-14 00:00:00,48.8
2023-07-13 00:00:00,49.435
2023-07-12 00:00:00,49.47
2023-07-11 00:00:00,49.46
2023-07-10 00:00:00,49.445
2023-07-07 00:00:00,48.135
2023-07-06 00:00:00,52.165
2023-07-05 00:00:00,42.14
2023-07-04 00:00:00,42.19
2023-07-03 00:00:00,42.105
2023-06-30 00:00:00,42.14
2023-06-29 00:00:00,42.09
2023-06-28 00:00:00,42.175
2023-06-27 00:00:00,42.115
2023-06-26 00:00:00,42.175
2023-06-23 00:00:00,42.16
2023-06-22 00:00:00,46.135
2023-06-21 00:00:00,46.12
2023-06-20 00:00:00,46.145
2023-06-19 00:00:00,48.815
2023-06-16 00:00:00,48.855
2023-06-15 00:00:00,53.5
2023-06-14 00:00:00,53.515
2023-06-13 00:00:00,56.16
2023-06-12 00:00:00,52.145
2023-06-09 00:00:00,48.79
2023-06-08 00:00:00,49.505
2023-06-07 00:00:00,46.79
2023-06-06 00:00:00,46.82
2023-06-05 00:00:00,45.495
2023-06-02 00:00:00,45.465
2023-06-01 00:00:00,45.43
2023-05-31 00:00:00,43.405
2023-05-30 00:00:00,47.445
2023-05-29 00:00:00,47.485
2023-05-26 00:00:00,47.5
2023-05-25 00:00:00,49.5
2023-05-24 00:00:00,47.45
