Date,SANT
2024-05-30 00:00:00,107.905
2024-05-29 00:00:00,107.855
2024-05-28 00:00:00,106.065
2024-05-27 00:00:00,106.395
2024-05-24 00:00:00,106.995
2024-05-23 00:00:00,106.81
2024-05-22 00:00:00,108.365
2024-05-21 00:00:00,108.18
2024-05-20 00:00:00,109.02
2024-05-17 00:00:00,109.205
2024-05-16 00:00:00,109.155
2024-05-15 00:00:00,110.035
2024-05-14 00:00:00,112.11
2024-05-13 00:00:00,111.635
2024-05-10 00:00:00,112.25
2024-05-09 00:00:00,113.97
2024-05-08 00:00:00,114.42
2024-05-07 00:00:00,114.685
2024-05-06 00:00:00,118.75
2024-05-03 00:00:00,118.42
2024-05-02 00:00:00,119.88
2024-05-01 00:00:00,122.655
2024-04-30 00:00:00,121.53
2024-04-29 00:00:00,121.045
2024-04-26 00:00:00,122.545
2024-04-25 00:00:00,125.76
2024-04-24 00:00:00,122.23
2024-04-23 00:00:00,122.415
2024-04-22 00:00:00,126.055
2024-04-19 00:00:00,129.875
2024-04-18 00:00:00,129.845
2024-04-17 00:00:00,131
2024-04-16 00:00:00,132.395
2024-04-15 00:00:00,125.895
2024-04-12 00:00:00,122.49
2024-04-11 00:00:00,117.875
2024-04-10 00:00:00,116.325
2024-04-09 00:00:00,117.145
2024-04-08 00:00:00,118.15
2024-04-05 00:00:00,118.725
2024-04-04 00:00:00,116.495
2024-04-03 00:00:00,118.095
2024-04-02 00:00:00,117.635
2024-04-01 00:00:00,117.42
2024-03-29 00:00:00,117.26
2024-03-28 00:00:00,116.895
2024-03-27 00:00:00,118.015
2024-03-26 00:00:00,117.715
2024-03-25 00:00:00,117.015
2024-03-22 00:00:00,119.1
2024-03-21 00:00:00,116.035
2024-03-20 00:00:00,119.215
2024-03-19 00:00:00,110.21
2024-03-18 00:00:00,109.045
2024-03-15 00:00:00,110.515
2024-03-14 00:00:00,109.97
2024-03-13 00:00:00,111.02
2024-03-12 00:00:00,115.585
2024-03-11 00:00:00,117.835
2024-03-08 00:00:00,118.98
2024-03-07 00:00:00,121.42
2024-03-06 00:00:00,123.61
2024-03-05 00:00:00,126.005
2024-03-04 00:00:00,127.03
2024-03-01 00:00:00,127.45
2024-02-29 00:00:00,127.96
2024-02-28 00:00:00,127.9
2024-02-27 00:00:00,128.035
2024-02-26 00:00:00,127.395
2024-02-23 00:00:00,126.685
2024-02-22 00:00:00,128.075
2024-02-21 00:00:00,133.785
2024-02-20 00:00:00,132.87
2024-02-19 00:00:00,133.705
2024-02-16 00:00:00,133.07
2024-02-15 00:00:00,136.605
2024-02-14 00:00:00,139.21
2024-02-13 00:00:00,139.99
2024-02-12 00:00:00,139.06
2024-02-09 00:00:00,141.885
2024-02-08 00:00:00,144.135
2024-02-07 00:00:00,144.16
2024-02-06 00:00:00,143.26
2024-02-05 00:00:00,142.98
2024-02-02 00:00:00,136.675
2024-02-01 00:00:00,140.24
2024-01-31 00:00:00,138.385
2024-01-30 00:00:00,133.2
2024-01-29 00:00:00,133.615
2024-01-26 00:00:00,134.24
2024-01-25 00:00:00,135.755
2024-01-24 00:00:00,134.915
2024-01-23 00:00:00,136.23
2024-01-22 00:00:00,136.01
2024-01-19 00:00:00,135.72
2024-01-18 00:00:00,138.27
2024-01-17 00:00:00,141.935
2024-01-16 00:00:00,140.78
2024-01-15 00:00:00,138.545
2024-01-12 00:00:00,138.245
2024-01-11 00:00:00,136.96
2024-01-10 00:00:00,133.93
2024-01-09 00:00:00,140.35
2024-01-08 00:00:00,143.945
2024-01-05 00:00:00,144.34
2024-01-04 00:00:00,143.445
2024-01-03 00:00:00,144.505
2024-01-02 00:00:00,138.91
2024-01-01 00:00:00,133.17
2023-12-29 00:00:00,133.42
2023-12-28 00:00:00,134.4
2023-12-27 00:00:00,134.26
2023-12-26 00:00:00,133.58
2023-12-25 00:00:00,133.285
2023-12-22 00:00:00,133.615
2023-12-21 00:00:00,135
2023-12-20 00:00:00,134.32
2023-12-19 00:00:00,134.715
2023-12-18 00:00:00,134.715
2023-12-15 00:00:00,134.61
2023-12-14 00:00:00,134.24
2023-12-13 00:00:00,143.045
2023-12-12 00:00:00,142.78
2023-12-11 00:00:00,144.385
2023-12-08 00:00:00,145.15
2023-12-07 00:00:00,144.625
2023-12-06 00:00:00,145.66
2023-12-05 00:00:00,147.83
2023-12-04 00:00:00,146.755
2023-12-01 00:00:00,148.13
2023-11-30 00:00:00,151.11
2023-11-29 00:00:00,152.76
2023-11-28 00:00:00,159.715
2023-11-27 00:00:00,158.555
2023-11-24 00:00:00,157.365
2023-11-23 00:00:00,158.725
2023-11-22 00:00:00,160.11
2023-11-21 00:00:00,162.775
2023-11-20 00:00:00,161.37
2023-11-17 00:00:00,164.255
2023-11-16 00:00:00,165.085
2023-11-15 00:00:00,163.905
2023-11-14 00:00:00,166.57
2023-11-13 00:00:00,174.765
2023-11-10 00:00:00,175.83
2023-11-09 00:00:00,174.92
2023-11-08 00:00:00,173.97
2023-11-07 00:00:00,176.79
2023-11-06 00:00:00,174.69
2023-11-03 00:00:00,179.415
2023-11-02 00:00:00,183.345
2023-11-01 00:00:00,193.395
2023-10-31 00:00:00,193.115
2023-10-30 00:00:00,193.42
2023-10-27 00:00:00,194.21
2023-10-26 00:00:00,195.785
2023-10-25 00:00:00,196.765
2023-10-24 00:00:00,198.35
2023-10-23 00:00:00,203.615
2023-10-20 00:00:00,204.225
2023-10-19 00:00:00,198.625
2023-10-18 00:00:00,193.515
2023-10-17 00:00:00,189.9
2023-10-16 00:00:00,188.535
2023-10-13 00:00:00,189.955
2023-10-12 00:00:00,182.28
2023-10-11 00:00:00,184.455
2023-10-10 00:00:00,184.725
2023-10-09 00:00:00,194.83
2023-10-06 00:00:00,193.35
2023-10-05 00:00:00,188.77
2023-10-04 00:00:00,184.6
2023-10-03 00:00:00,185.38
2023-10-02 00:00:00,175.165
2023-09-29 00:00:00,171.37
2023-09-28 00:00:00,175.245
2023-09-27 00:00:00,170.71
2023-09-26 00:00:00,170.175
2023-09-25 00:00:00,167.055
2023-09-22 00:00:00,167.63
2023-09-21 00:00:00,167.475
2023-09-20 00:00:00,161.355
2023-09-19 00:00:00,149
2023-09-18 00:00:00,150.83
2023-09-15 00:00:00,148.53
2023-09-14 00:00:00,151.37
2023-09-13 00:00:00,154.035
2023-09-12 00:00:00,154.275
2023-09-11 00:00:00,153.87
2023-09-08 00:00:00,155.3
2023-09-07 00:00:00,155.52
2023-09-06 00:00:00,155.55
2023-09-05 00:00:00,153.645
2023-09-04 00:00:00,150.5
2023-09-01 00:00:00,152
2023-08-31 00:00:00,151.23
2023-08-30 00:00:00,152.71
2023-08-29 00:00:00,153.26
2023-08-28 00:00:00,157.535
2023-08-25 00:00:00,157.57
2023-08-24 00:00:00,156.995
2023-08-23 00:00:00,159.555
2023-08-22 00:00:00,159.09
2023-08-21 00:00:00,160.125
2023-08-18 00:00:00,161.805
2023-08-17 00:00:00,156.075
2023-08-16 00:00:00,153.74
2023-08-15 00:00:00,151.15
2023-08-14 00:00:00,151.32
2023-08-11 00:00:00,147.605
2023-08-10 00:00:00,146.705
2023-08-09 00:00:00,151.68
2023-08-08 00:00:00,154.085
2023-08-07 00:00:00,150.535
2023-08-04 00:00:00,150.365
2023-08-03 00:00:00,152.505
2023-08-02 00:00:00,152.255
2023-08-01 00:00:00,147.69
2023-07-31 00:00:00,148.5
2023-07-28 00:00:00,143.865
2023-07-27 00:00:00,144.16
2023-07-26 00:00:00,150.015
2023-07-25 00:00:00,149.51
2023-07-24 00:00:00,150.37
2023-07-21 00:00:00,145.955
2023-07-20 00:00:00,149.615
2023-07-19 00:00:00,145.55
2023-07-18 00:00:00,149.815
2023-07-17 00:00:00,151.51
2023-07-14 00:00:00,149.85
2023-07-13 00:00:00,149.56
2023-07-12 00:00:00,150.505
2023-07-11 00:00:00,160.415
2023-07-10 00:00:00,165.41
2023-07-07 00:00:00,167.115
2023-07-06 00:00:00,166.345
2023-07-05 00:00:00,161.225
2023-07-04 00:00:00,161.39
2023-07-03 00:00:00,160.5
2023-06-30 00:00:00,164.375
2023-06-29 00:00:00,167.88
2023-06-28 00:00:00,170.905
2023-06-27 00:00:00,175.54
2023-06-26 00:00:00,178.64
2023-06-23 00:00:00,177.07
2023-06-22 00:00:00,174.44
2023-06-21 00:00:00,174.82
2023-06-20 00:00:00,173.265
2023-06-19 00:00:00,169.485
2023-06-16 00:00:00,170.335
2023-06-15 00:00:00,172.845
2023-06-14 00:00:00,170.92
2023-06-13 00:00:00,168.64
2023-06-12 00:00:00,165.185
2023-06-09 00:00:00,164.585
2023-06-08 00:00:00,165.3
2023-06-07 00:00:00,163.495
2023-06-06 00:00:00,164.785
2023-06-05 00:00:00,166.455
2023-06-02 00:00:00,166.355
2023-06-01 00:00:00,166.845
2023-05-31 00:00:00,171.075
2023-05-30 00:00:00,164.27
2023-05-29 00:00:00,164.24
2023-05-26 00:00:00,165.58
2023-05-25 00:00:00,173.245
2023-05-24 00:00:00,176.925
2023-05-23 00:00:00,173.185
2023-05-22 00:00:00,175.375
2023-05-19 00:00:00,174.765
2023-05-18 00:00:00,180.31
2023-05-17 00:00:00,187.185
2023-05-16 00:00:00,186.875
2023-05-15 00:00:00,188.46
2023-05-12 00:00:00,187.17
2023-05-11 00:00:00,194.84
2023-05-10 00:00:00,196.88
2023-05-09 00:00:00,200.665
2023-05-08 00:00:00,195.885
2023-05-05 00:00:00,195.24
2023-05-04 00:00:00,202.165
2023-05-03 00:00:00,194.94
2023-05-02 00:00:00,189.985
2023-05-01 00:00:00,187.425
2023-04-28 00:00:00,186.335
2023-04-27 00:00:00,186.115
2023-04-26 00:00:00,188.795
2023-04-25 00:00:00,180.03
2023-04-24 00:00:00,178.095
2023-04-21 00:00:00,176.005
2023-04-20 00:00:00,169.69
2023-04-19 00:00:00,166.59
2023-04-18 00:00:00,163.39
2023-04-17 00:00:00,165.07
2023-04-14 00:00:00,166.605
2023-04-13 00:00:00,170.72
2023-04-12 00:00:00,171.955
2023-04-11 00:00:00,176.705
2023-04-10 00:00:00,186.505
2023-04-07 00:00:00,186.175
2023-04-06 00:00:00,185.375
2023-04-05 00:00:00,185.67
2023-04-04 00:00:00,173.165
2023-04-03 00:00:00,174.28
2023-03-31 00:00:00,179.08
2023-03-30 00:00:00,187.09
2023-03-29 00:00:00,197.96
2023-03-28 00:00:00,210.745
2023-03-27 00:00:00,208.485
2023-03-24 00:00:00,221.405
2023-03-23 00:00:00,212.155
2023-03-22 00:00:00,186.25
2023-03-21 00:00:00,186.455
2023-03-20 00:00:00,235.51
2023-03-17 00:00:00,256.86
2023-03-16 00:00:00,211.795
2023-03-15 00:00:00,206.62
2023-03-14 00:00:00,178.1
2023-03-13 00:00:00,185.035
2023-03-10 00:00:00,160.34
2023-03-09 00:00:00,148.51
2023-03-08 00:00:00,147.05
2023-03-07 00:00:00,145.295
2023-03-06 00:00:00,145.24
2023-03-03 00:00:00,146.165
2023-03-02 00:00:00,149.065
2023-03-01 00:00:00,148.98
2023-02-28 00:00:00,149.19
2023-02-27 00:00:00,152
2023-02-24 00:00:00,157.305
2023-02-23 00:00:00,150.795
2023-02-22 00:00:00,152.4
2023-02-21 00:00:00,150.52
2023-02-20 00:00:00,145.75
2023-02-17 00:00:00,145.295
2023-02-16 00:00:00,143.02
2023-02-15 00:00:00,145.27
2023-02-14 00:00:00,147.58
2023-02-13 00:00:00,152.235
2023-02-10 00:00:00,152.64
2023-02-09 00:00:00,146.265
2023-02-08 00:00:00,148.195
2023-02-07 00:00:00,147.635
2023-02-06 00:00:00,149.55
2023-02-03 00:00:00,147.13
2023-02-02 00:00:00,150.31
2023-02-01 00:00:00,161.405
2023-01-31 00:00:00,165.645
2023-01-30 00:00:00,167.525
2023-01-27 00:00:00,165.07
2023-01-26 00:00:00,163.69
2023-01-25 00:00:00,169.8
2023-01-24 00:00:00,169.88
2023-01-23 00:00:00,166.805
2023-01-20 00:00:00,169.925
2023-01-19 00:00:00,165.845
2023-01-18 00:00:00,157.15
2023-01-17 00:00:00,158.4
2023-01-16 00:00:00,159.655
2023-01-13 00:00:00,157.465
2023-01-12 00:00:00,156.65
2023-01-11 00:00:00,161.455
2023-01-10 00:00:00,163.585
2023-01-09 00:00:00,161.84
2023-01-06 00:00:00,166.87
2023-01-05 00:00:00,180.04
2023-01-04 00:00:00,180.57
2023-01-03 00:00:00,184.165
2023-01-02 00:00:00,191.84
2022-12-30 00:00:00,192.895
2022-12-29 00:00:00,193.815
2022-12-28 00:00:00,194.41
2022-12-27 00:00:00,195.74
2022-12-26 00:00:00,194.21
2022-12-23 00:00:00,195.005
2022-12-22 00:00:00,196.675
2022-12-21 00:00:00,193.565
2022-12-20 00:00:00,194.615
2022-12-19 00:00:00,189.945
2022-12-16 00:00:00,190.15
2022-12-15 00:00:00,184.885
2022-12-14 00:00:00,175.435
2022-12-13 00:00:00,175.34
2022-12-12 00:00:00,185.225
2022-12-09 00:00:00,185.73
2022-12-08 00:00:00,187.09
2022-12-07 00:00:00,188.345
2022-12-06 00:00:00,187.55
2022-12-05 00:00:00,187.9
2022-12-02 00:00:00,183.86
2022-12-01 00:00:00,179.145
2022-11-30 00:00:00,187.965
2022-11-29 00:00:00,189.955
2022-11-28 00:00:00,191.29
2022-11-25 00:00:00,185.24
2022-11-24 00:00:00,183.81
2022-11-23 00:00:00,187.4
2022-11-22 00:00:00,190.735
2022-11-21 00:00:00,196.605
2022-11-18 00:00:00,196.93
2022-11-17 00:00:00,205.525
2022-11-16 00:00:00,195.65
2022-11-15 00:00:00,190.94
2022-11-14 00:00:00,197.465
2022-11-11 00:00:00,196.315
2022-11-10 00:00:00,206.18
2022-11-09 00:00:00,220.37
2022-11-08 00:00:00,218.585
2022-11-07 00:00:00,222.09
2022-11-04 00:00:00,226.465
2022-11-03 00:00:00,235.58
2022-11-02 00:00:00,226.435
2022-11-01 00:00:00,223.01
2022-10-31 00:00:00,230.66
2022-10-28 00:00:00,227.02
2022-10-27 00:00:00,228.86
2022-10-26 00:00:00,231.255
2022-10-25 00:00:00,234.655
2022-10-24 00:00:00,241.775
2022-10-21 00:00:00,250.885
2022-10-20 00:00:00,248.025
2022-10-19 00:00:00,245.88
2022-10-18 00:00:00,241.24
2022-10-17 00:00:00,246.56
2022-10-14 00:00:00,252.445
2022-10-13 00:00:00,261.625
2022-10-12 00:00:00,262.22
2022-10-11 00:00:00,260.56
2022-10-10 00:00:00,255.55
2022-10-07 00:00:00,247.04
2022-10-06 00:00:00,240.2
2022-10-05 00:00:00,248.115
2022-10-04 00:00:00,238.775
2022-10-03 00:00:00,266.195
2022-09-30 00:00:00,265.325
2022-09-29 00:00:00,283.825
2022-09-28 00:00:00,267.89
2022-09-27 00:00:00,265.94
2022-09-26 00:00:00,265.495
2022-09-23 00:00:00,254.01
2022-09-22 00:00:00,238.795
2022-09-21 00:00:00,237.555
2022-09-20 00:00:00,233.635
2022-09-19 00:00:00,214.87
2022-09-16 00:00:00,213.95
2022-09-15 00:00:00,206.265
2022-09-14 00:00:00,213.01
2022-09-13 00:00:00,211.985
2022-09-12 00:00:00,206.435
2022-09-09 00:00:00,213.85
2022-09-08 00:00:00,222.9
2022-09-07 00:00:00,225.745
2022-09-06 00:00:00,225.13
2022-09-05 00:00:00,231.745
2022-09-02 00:00:00,224.795
2022-09-01 00:00:00,234.92
2022-08-31 00:00:00,231.525
2022-08-30 00:00:00,222.545
2022-08-29 00:00:00,214.6
2022-08-26 00:00:00,214.91
2022-08-25 00:00:00,211.015
2022-08-24 00:00:00,217.99
2022-08-23 00:00:00,219.95
2022-08-22 00:00:00,214.18
2022-08-19 00:00:00,196.955
2022-08-18 00:00:00,191.645
2022-08-17 00:00:00,195.05
2022-08-16 00:00:00,189
2022-08-15 00:00:00,186.445
2022-08-12 00:00:00,182.61
2022-08-11 00:00:00,187.31
2022-08-10 00:00:00,196.03
2022-08-09 00:00:00,201.425
2022-08-08 00:00:00,200.055
2022-08-05 00:00:00,208.645
2022-08-04 00:00:00,207.11
2022-08-03 00:00:00,217.355
2022-08-02 00:00:00,221.595
2022-08-01 00:00:00,214.66
2022-07-29 00:00:00,217.23
2022-07-28 00:00:00,225.32
2022-07-27 00:00:00,228.04
2022-07-26 00:00:00,233.045
2022-07-25 00:00:00,217.985
2022-07-22 00:00:00,223.875
2022-07-21 00:00:00,234.1
2022-07-20 00:00:00,234.5
2022-07-19 00:00:00,246.785
2022-07-18 00:00:00,257.95
2022-07-15 00:00:00,263.52
2022-07-14 00:00:00,268.305
2022-07-13 00:00:00,255.39
2022-07-12 00:00:00,250.515
2022-07-11 00:00:00,240.9
2022-07-08 00:00:00,236.755
2022-07-07 00:00:00,242.295
2022-07-06 00:00:00,251.85
2022-07-05 00:00:00,249.95
2022-07-04 00:00:00,241.215
2022-07-01 00:00:00,243.32
2022-06-30 00:00:00,246.16
2022-06-29 00:00:00,228.505
2022-06-28 00:00:00,220.71
2022-06-27 00:00:00,215.07
2022-06-24 00:00:00,222.665
2022-06-23 00:00:00,228.575
2022-06-22 00:00:00,218.62
2022-06-21 00:00:00,213.885
2022-06-20 00:00:00,224.475
2022-06-17 00:00:00,232.975
2022-06-16 00:00:00,237.71
2022-06-15 00:00:00,223.375
2022-06-14 00:00:00,234.815
2022-06-13 00:00:00,228.12
2022-06-10 00:00:00,211.965
2022-06-09 00:00:00,196.145
2022-06-08 00:00:00,181.925
2022-06-07 00:00:00,175.755
2022-06-06 00:00:00,172.43
2022-06-03 00:00:00,173.275
2022-06-02 00:00:00,173.215
2022-06-01 00:00:00,173.33
2022-05-31 00:00:00,171.745
2022-05-30 00:00:00,167.855
2022-05-27 00:00:00,173.69
2022-05-26 00:00:00,184.375
2022-05-25 00:00:00,196.44
2022-05-24 00:00:00,201.55
2022-05-23 00:00:00,198.245
2022-05-20 00:00:00,202.93
2022-05-19 00:00:00,200.25
2022-05-18 00:00:00,193.82
2022-05-17 00:00:00,188.195
2022-05-16 00:00:00,198.995
2022-05-13 00:00:00,199.195
2022-05-12 00:00:00,204.935
2022-05-11 00:00:00,202.115
2022-05-10 00:00:00,209.64
2022-05-09 00:00:00,216.07
2022-05-06 00:00:00,208.21
2022-05-05 00:00:00,201.5
2022-05-04 00:00:00,202.64
2022-05-03 00:00:00,199.605
2022-05-02 00:00:00,201.43
2022-04-29 00:00:00,201.405
2022-04-28 00:00:00,193.025
2022-04-27 00:00:00,194.355
2022-04-26 00:00:00,188.135
2022-04-25 00:00:00,180.815
2022-04-22 00:00:00,174.48
2022-04-21 00:00:00,167.655
2022-04-20 00:00:00,168.63
2022-04-19 00:00:00,173.02
2022-04-18 00:00:00,170.55
2022-04-15 00:00:00,170.55
2022-04-14 00:00:00,170.55
2022-04-13 00:00:00,169.825
2022-04-12 00:00:00,166.835
2022-04-11 00:00:00,165.225
2022-04-08 00:00:00,162.56
2022-04-07 00:00:00,162.355
2022-04-06 00:00:00,161.16
2022-04-05 00:00:00,156.375
2022-04-04 00:00:00,149.605
2022-04-01 00:00:00,148.735
2022-03-31 00:00:00,149.84
2022-03-30 00:00:00,151.62
2022-03-29 00:00:00,151.67
2022-03-28 00:00:00,164.085
2022-03-25 00:00:00,166.95
2022-03-24 00:00:00,169.17
2022-03-23 00:00:00,169.45
2022-03-22 00:00:00,167.455
2022-03-21 00:00:00,167.37
2022-03-18 00:00:00,153.755
2022-03-17 00:00:00,153.69
2022-03-16 00:00:00,159.015
2022-03-15 00:00:00,174.905
2022-03-14 00:00:00,174.295
2022-03-11 00:00:00,177.51
2022-03-10 00:00:00,182.06
2022-03-09 00:00:00,173.535
2022-03-08 00:00:00,190.905
2022-03-07 00:00:00,207.8
2022-03-04 00:00:00,187.435
2022-03-03 00:00:00,169.26
2022-03-02 00:00:00,171.055
2022-03-01 00:00:00,170.22
2022-02-28 00:00:00,166.7
2022-02-25 00:00:00,157.725
2022-02-24 00:00:00,171.12
2022-02-23 00:00:00,158.49
2022-02-22 00:00:00,158.485
2022-02-21 00:00:00,163.01
2022-02-18 00:00:00,156.82
2022-02-17 00:00:00,154.12
2022-02-16 00:00:00,150.96
2022-02-15 00:00:00,155.02
2022-02-14 00:00:00,162.395
2022-02-11 00:00:00,155.34
2022-02-10 00:00:00,151.98
2022-02-09 00:00:00,147.055
2022-02-08 00:00:00,155.805
2022-02-07 00:00:00,163.065
2022-02-04 00:00:00,153.74
2022-02-03 00:00:00,144.025
2022-02-02 00:00:00,134.815
2022-02-01 00:00:00,136.945
2022-01-31 00:00:00,141.455
2022-01-28 00:00:00,143.605
2022-01-27 00:00:00,136.535
2022-01-26 00:00:00,134.185
2022-01-25 00:00:00,138.27
2022-01-24 00:00:00,140.225
2022-01-21 00:00:00,134.835
2022-01-20 00:00:00,132.665
2022-01-19 00:00:00,133.41
2022-01-18 00:00:00,134.795
2022-01-17 00:00:00,132.385
2022-01-14 00:00:00,130.005
2022-01-13 00:00:00,127.545
2022-01-12 00:00:00,126.895
2022-01-11 00:00:00,128.575
2022-01-10 00:00:00,130.34
2022-01-07 00:00:00,127.44
2022-01-06 00:00:00,125.285
2022-01-05 00:00:00,120.69
2022-01-04 00:00:00,117.03
2022-01-03 00:00:00,117.71
2021-12-31 00:00:00,117.715
2021-12-30 00:00:00,118.57
2021-12-29 00:00:00,120.065
2021-12-28 00:00:00,121.165
2021-12-27 00:00:00,121.165
2021-12-24 00:00:00,121.165
2021-12-23 00:00:00,121.3
2021-12-22 00:00:00,123.88
2021-12-21 00:00:00,124.75
2021-12-20 00:00:00,127.63
2021-12-17 00:00:00,124.59
2021-12-16 00:00:00,122.805
2021-12-15 00:00:00,126.37
2021-12-14 00:00:00,127.775
2021-12-13 00:00:00,123.505
2021-12-10 00:00:00,126.79
2021-12-09 00:00:00,126.72
2021-12-08 00:00:00,131.525
2021-12-07 00:00:00,131.52
2021-12-06 00:00:00,140.475
2021-12-03 00:00:00,138.77
2021-12-02 00:00:00,139.595
2021-12-01 00:00:00,136.9
2021-11-30 00:00:00,138.32
2021-11-29 00:00:00,137.06
2021-11-26 00:00:00,141.83
2021-11-25 00:00:00,131.24
2021-11-24 00:00:00,131.815
2021-11-23 00:00:00,129.1
2021-11-22 00:00:00,127.115
2021-11-19 00:00:00,127.03
2021-11-18 00:00:00,125.425
2021-11-17 00:00:00,125.43
2021-11-16 00:00:00,122.565
2021-11-15 00:00:00,122.025
2021-11-12 00:00:00,121.405
2021-11-11 00:00:00,120.86
2021-11-10 00:00:00,119.745
2021-11-09 00:00:00,118.265
2021-11-08 00:00:00,117.23
2021-11-05 00:00:00,117.93
2021-11-04 00:00:00,118.64
2021-11-03 00:00:00,123.25
2021-11-02 00:00:00,127.09
2021-11-01 00:00:00,129.56
2021-10-29 00:00:00,128.055
2021-10-28 00:00:00,122.35
2021-10-27 00:00:00,119.47
2021-10-26 00:00:00,119.82
2021-10-25 00:00:00,121.98
2021-10-22 00:00:00,119.515
2021-10-21 00:00:00,118.925
2021-10-20 00:00:00,117.845
2021-10-19 00:00:00,118.135
2021-10-18 00:00:00,120.795
2021-10-15 00:00:00,119.02
2021-10-14 00:00:00,120.385
2021-10-13 00:00:00,125.8
2021-10-12 00:00:00,125.105
2021-10-11 00:00:00,122.625
2021-10-08 00:00:00,120.435
2021-10-07 00:00:00,118.195
2021-10-06 00:00:00,118.275
2021-10-05 00:00:00,115.71
2021-10-04 00:00:00,115.645
2021-10-01 00:00:00,113.44
2021-09-30 00:00:00,112.43
2021-09-29 00:00:00,111.04
2021-09-28 00:00:00,113.055
2021-09-27 00:00:00,109.115
2021-09-24 00:00:00,108.76
2021-09-23 00:00:00,107.08
2021-09-22 00:00:00,106.14
2021-09-21 00:00:00,108.235
2021-09-20 00:00:00,108.23
2021-09-17 00:00:00,93.62
2021-09-16 00:00:00,93.09
2021-09-15 00:00:00,94.49
2021-09-14 00:00:00,94.365
2021-09-13 00:00:00,94.12
2021-09-10 00:00:00,93.525
2021-09-09 00:00:00,94.27
2021-09-08 00:00:00,94.855
2021-09-07 00:00:00,94.5
2021-09-06 00:00:00,94.545
2021-09-03 00:00:00,94.935
2021-09-02 00:00:00,94.785
2021-09-01 00:00:00,94.765
