Date,LBBW
2024-03-11 00:00:00,46.945
2024-03-08 00:00:00,46.65
2024-03-07 00:00:00,49.64
2024-03-06 00:00:00,47.545
2024-03-05 00:00:00,47.635
2024-03-04 00:00:00,50.7
2024-03-01 00:00:00,52.67
2024-02-29 00:00:00,49.72
2024-02-28 00:00:00,52.795
2024-02-27 00:00:00,52.77
2024-02-26 00:00:00,51.965
2024-02-23 00:00:00,52.015
2024-02-22 00:00:00,52
2024-02-21 00:00:00,51.975
2024-02-20 00:00:00,51.965
2024-02-19 00:00:00,51.98
2024-02-16 00:00:00,51.99
2024-02-15 00:00:00,51.925
2024-02-14 00:00:00,52
2024-02-13 00:00:00,51.94
2024-02-12 00:00:00,51.74
2024-02-09 00:00:00,51.99
2024-02-08 00:00:00,51.99
2024-02-07 00:00:00,51.945
2024-02-06 00:00:00,51.97
2024-02-05 00:00:00,51.99
2024-02-02 00:00:00,52.98
2024-02-01 00:00:00,52.945
2024-01-31 00:00:00,51.99
2024-01-30 00:00:00,51.955
2024-01-29 00:00:00,51.99
2024-01-26 00:00:00,52.98
2024-01-25 00:00:00,51.99
2024-01-24 00:00:00,52.05
2024-01-23 00:00:00,51.585
2024-01-22 00:00:00,51.935
2024-01-19 00:00:00,52.31
2024-01-18 00:00:00,52.44
2024-01-17 00:00:00,52.505
2024-01-16 00:00:00,51.99
2024-01-15 00:00:00,52.57
2024-01-12 00:00:00,51.905
2024-01-11 00:00:00,51.52
2024-01-10 00:00:00,52.65
2024-01-09 00:00:00,52.625
2024-01-08 00:00:00,53.005
2024-01-05 00:00:00,53.03
2024-01-04 00:00:00,53.475
2024-01-03 00:00:00,52.615
2024-01-02 00:00:00,51.98
2024-01-01 00:00:00,50.85
2023-12-29 00:00:00,51.1
2023-12-28 00:00:00,51.03
2023-12-27 00:00:00,51.1
2023-12-26 00:00:00,52.01
2023-12-25 00:00:00,51.14
2023-12-22 00:00:00,51.5
2023-12-21 00:00:00,51.49
2023-12-20 00:00:00,51.325
2023-12-19 00:00:00,52.4
2023-12-18 00:00:00,52.17
2023-12-15 00:00:00,51.64
2023-12-14 00:00:00,53.14
2023-12-13 00:00:00,53.9
2023-12-12 00:00:00,54.03
2023-12-11 00:00:00,53.88
2023-12-08 00:00:00,54.38
2023-12-07 00:00:00,54.36
2023-12-06 00:00:00,54.32
2023-12-05 00:00:00,54.38
2023-12-04 00:00:00,54.955
2023-12-01 00:00:00,54.595
2023-11-30 00:00:00,55.15
2023-11-29 00:00:00,56.38
