Date,SAB
2024-07-09 00:00:00,167.845
2024-07-08 00:00:00,170.815
2024-07-05 00:00:00,173.99
2024-07-04 00:00:00,170.335
2024-07-03 00:00:00,172.97
2024-07-02 00:00:00,170.56
2024-07-01 00:00:00,173.01
2024-06-28 00:00:00,174.455
2024-06-27 00:00:00,172.145
2024-06-26 00:00:00,172.905
2024-06-25 00:00:00,173.785
2024-06-24 00:00:00,173.42
2024-06-21 00:00:00,151.475
2024-06-20 00:00:00,149.38
2024-06-19 00:00:00,149.61
2024-06-18 00:00:00,149.245
2024-06-17 00:00:00,151.18
2024-06-14 00:00:00,173.755
2024-06-13 00:00:00,171.875
2024-06-12 00:00:00,170.75
2024-06-11 00:00:00,173.445
2024-06-10 00:00:00,172.14
2024-06-07 00:00:00,157.04
2024-06-06 00:00:00,171.51
2024-06-05 00:00:00,160.55
2024-06-04 00:00:00,159.685
2024-06-03 00:00:00,166.28
2024-05-31 00:00:00,173.79
2024-05-30 00:00:00,167.5
2024-05-29 00:00:00,162.365
2024-05-28 00:00:00,166.34
2024-05-27 00:00:00,168.57
2024-05-24 00:00:00,169.64
2024-05-23 00:00:00,162.895
2024-05-22 00:00:00,170.355
2024-05-21 00:00:00,158.935
2024-05-20 00:00:00,168.055
2024-05-17 00:00:00,162.25
2024-05-16 00:00:00,165.17
2024-05-15 00:00:00,165.92
2024-05-14 00:00:00,167.905
2024-05-13 00:00:00,167.115
2024-05-10 00:00:00,168.86
2024-05-09 00:00:00,168.35
2024-05-08 00:00:00,169.265
2024-05-07 00:00:00,169.475
2024-05-06 00:00:00,168.805
2024-05-03 00:00:00,167.695
2024-05-02 00:00:00,170.44
2024-05-01 00:00:00,162.505
2024-04-30 00:00:00,180.755
2024-04-29 00:00:00,211.64
2024-04-26 00:00:00,225.825
2024-04-25 00:00:00,207.51
2024-04-24 00:00:00,209.44
2024-04-23 00:00:00,222.455
2024-04-22 00:00:00,209.475
2024-04-19 00:00:00,208.65
2024-04-18 00:00:00,216.895
2024-04-17 00:00:00,212.795
2024-04-16 00:00:00,228.645
2024-04-15 00:00:00,223.41
2024-04-12 00:00:00,227.69
2024-04-11 00:00:00,225.415
2024-04-10 00:00:00,205.215
2024-04-09 00:00:00,218.25
2024-04-08 00:00:00,216.235
2024-04-05 00:00:00,229.31
2024-04-04 00:00:00,228.745
2024-04-03 00:00:00,226.62
2024-04-02 00:00:00,220.56
2024-04-01 00:00:00,232.675
2024-03-29 00:00:00,231.545
2024-03-28 00:00:00,230.75
2024-03-27 00:00:00,229.86
2024-03-26 00:00:00,217.595
2024-03-25 00:00:00,224.89
2024-03-22 00:00:00,235.695
2024-03-21 00:00:00,233.98
2024-03-20 00:00:00,242.89
2024-03-19 00:00:00,235.335
2024-03-18 00:00:00,224.17
2024-03-15 00:00:00,223.46
2024-03-14 00:00:00,225.03
2024-03-13 00:00:00,228.995
2024-03-12 00:00:00,243.795
2024-03-11 00:00:00,243.625
2024-03-08 00:00:00,237.5
2024-03-07 00:00:00,242.685
2024-03-06 00:00:00,247.305
2024-03-05 00:00:00,248.3
2024-03-04 00:00:00,248.145
2024-03-01 00:00:00,243.92
2024-02-29 00:00:00,245.24
2024-02-28 00:00:00,246.805
2024-02-27 00:00:00,246.04
2024-02-26 00:00:00,247.26
2024-02-23 00:00:00,250.845
2024-02-22 00:00:00,250.77
2024-02-21 00:00:00,250.89
2024-02-20 00:00:00,250.74
2024-02-19 00:00:00,250.615
2024-02-16 00:00:00,247.38
2024-02-15 00:00:00,246.485
2024-02-14 00:00:00,249.385
2024-02-13 00:00:00,248.89
2024-02-12 00:00:00,247.075
2024-02-09 00:00:00,248.93
2024-02-08 00:00:00,248.485
2024-02-07 00:00:00,249.555
2024-02-06 00:00:00,249.4
2024-02-05 00:00:00,248.86
2024-02-02 00:00:00,248.27
2024-02-01 00:00:00,249.42
2024-01-31 00:00:00,247.345
2024-01-30 00:00:00,247.88
2024-01-29 00:00:00,247.945
2024-01-26 00:00:00,248.875
2024-01-25 00:00:00,247.255
2024-01-24 00:00:00,248.145
2024-01-23 00:00:00,247.815
2024-01-22 00:00:00,248.605
2024-01-19 00:00:00,249.63
2024-01-18 00:00:00,248.705
2024-01-17 00:00:00,249.585
2024-01-16 00:00:00,249.595
2024-01-15 00:00:00,247.92
2024-01-12 00:00:00,247.655
2024-01-11 00:00:00,248.625
2024-01-10 00:00:00,249.915
2024-01-09 00:00:00,250
2024-01-08 00:00:00,250.085
2024-01-05 00:00:00,250.41
2024-01-04 00:00:00,249.72
2024-01-03 00:00:00,246.39
2024-01-02 00:00:00,250.505
2024-01-01 00:00:00,250.025
2023-12-29 00:00:00,251.565
2023-12-28 00:00:00,253.065
2023-12-27 00:00:00,254.27
2023-12-26 00:00:00,254.315
2023-12-25 00:00:00,254.515
2023-12-22 00:00:00,254.945
2023-12-21 00:00:00,254.905
2023-12-20 00:00:00,255.465
2023-12-19 00:00:00,257.15
2023-12-18 00:00:00,256.905
2023-12-15 00:00:00,256.115
2023-12-14 00:00:00,262.275
2023-12-13 00:00:00,265.685
2023-12-12 00:00:00,269.54
2023-12-11 00:00:00,273.905
2023-12-08 00:00:00,280.505
2023-12-07 00:00:00,284.51
2023-12-06 00:00:00,289.935
2023-12-05 00:00:00,276.055
2023-12-04 00:00:00,288.505
2023-12-01 00:00:00,302.655
2023-11-30 00:00:00,303.615
2023-11-29 00:00:00,307.67
2023-11-28 00:00:00,307.8
2023-11-27 00:00:00,305.22
2023-11-24 00:00:00,310.005
2023-11-23 00:00:00,327.76
2023-11-22 00:00:00,353.03
2023-11-21 00:00:00,352.915
2023-11-20 00:00:00,353.055
2023-11-17 00:00:00,355.09
2023-11-16 00:00:00,352.46
2023-11-15 00:00:00,353.21
2023-11-14 00:00:00,354.88
2023-11-13 00:00:00,354.49
2023-11-10 00:00:00,351.985
2023-11-09 00:00:00,352.02
2023-11-08 00:00:00,351.565
2023-11-07 00:00:00,349.45
2023-11-06 00:00:00,350.525
2023-11-03 00:00:00,353.64
2023-11-02 00:00:00,356.535
2023-11-01 00:00:00,359.03
2023-10-31 00:00:00,359.94
2023-10-30 00:00:00,362.465
2023-10-27 00:00:00,364.915
2023-10-26 00:00:00,362.39
2023-10-25 00:00:00,362.44
2023-10-24 00:00:00,362.875
2023-10-23 00:00:00,364.955
2023-10-20 00:00:00,365.325
2023-10-19 00:00:00,364.35
2023-10-18 00:00:00,366.845
2023-10-17 00:00:00,366.84
2023-10-16 00:00:00,366.405
2023-10-13 00:00:00,363.89
2023-10-12 00:00:00,364.39
2023-10-11 00:00:00,364.895
2023-10-10 00:00:00,367.9
2023-10-09 00:00:00,370.365
2023-10-06 00:00:00,367.915
2023-10-05 00:00:00,366.725
2023-10-04 00:00:00,362.865
2023-10-03 00:00:00,361.385
2023-10-02 00:00:00,361.595
2023-09-29 00:00:00,360.68
2023-09-28 00:00:00,360.91
2023-09-27 00:00:00,361.47
2023-09-26 00:00:00,349.7
2023-09-25 00:00:00,349.68
2023-09-22 00:00:00,339.52
2023-09-21 00:00:00,369.575
2023-09-20 00:00:00,365.055
2023-09-19 00:00:00,364.335
2023-09-18 00:00:00,365.48
2023-09-15 00:00:00,368.505
2023-09-14 00:00:00,370.815
2023-09-13 00:00:00,371.385
2023-09-12 00:00:00,371.35
2023-09-11 00:00:00,371.475
2023-09-08 00:00:00,371.34
2023-09-07 00:00:00,370.84
2023-09-06 00:00:00,370.375
2023-09-05 00:00:00,367.79
2023-09-04 00:00:00,367.935
2023-09-01 00:00:00,367.435
2023-08-31 00:00:00,358.335
2023-08-30 00:00:00,358.31
2023-08-29 00:00:00,360.63
2023-08-28 00:00:00,360.765
2023-08-25 00:00:00,372.34
2023-08-24 00:00:00,372.96
2023-08-23 00:00:00,372.86
2023-08-22 00:00:00,375.155
2023-08-21 00:00:00,375.29
2023-08-18 00:00:00,375.23
2023-08-17 00:00:00,375.28
2023-08-16 00:00:00,375.15
2023-08-15 00:00:00,375.145
2023-08-14 00:00:00,375.155
2023-08-11 00:00:00,375.755
2023-08-10 00:00:00,376.155
2023-08-09 00:00:00,377.375
2023-08-08 00:00:00,377.115
2023-08-07 00:00:00,377.27
2023-08-04 00:00:00,378.695
2023-08-03 00:00:00,378.21
2023-08-02 00:00:00,375.745
2023-08-01 00:00:00,375.665
2023-07-31 00:00:00,374.29
2023-07-28 00:00:00,377.315
2023-07-27 00:00:00,380.175
2023-07-26 00:00:00,380.68
2023-07-25 00:00:00,379.85
2023-07-24 00:00:00,365.59
2023-07-21 00:00:00,384.165
2023-07-20 00:00:00,384.775
2023-07-19 00:00:00,386.935
2023-07-18 00:00:00,388.16
2023-07-17 00:00:00,370.5
2023-07-14 00:00:00,394.35
2023-07-13 00:00:00,396.24
2023-07-12 00:00:00,396.2
2023-07-11 00:00:00,396.215
2023-07-10 00:00:00,395.71
2023-07-07 00:00:00,395.05
2023-07-06 00:00:00,392.79
2023-07-05 00:00:00,392.7
2023-07-04 00:00:00,392.785
2023-07-03 00:00:00,392.68
2023-06-30 00:00:00,392.665
2023-06-29 00:00:00,392.135
2023-06-28 00:00:00,392.2
2023-06-27 00:00:00,391.705
2023-06-26 00:00:00,390.9
2023-06-23 00:00:00,387.67
2023-06-22 00:00:00,387.175
2023-06-21 00:00:00,383.735
2023-06-20 00:00:00,381.185
2023-06-19 00:00:00,380.69
2023-06-16 00:00:00,380.155
2023-06-15 00:00:00,377.67
2023-06-14 00:00:00,377.68
2023-06-13 00:00:00,378.2
2023-06-12 00:00:00,378.215
2023-06-09 00:00:00,378.665
2023-06-08 00:00:00,379.185
2023-06-07 00:00:00,382.18
2023-06-06 00:00:00,382.645
2023-06-05 00:00:00,385.65
2023-06-02 00:00:00,386.235
2023-06-01 00:00:00,388.23
2023-05-31 00:00:00,385.195
2023-05-30 00:00:00,365.43
2023-05-29 00:00:00,365.415
2023-05-26 00:00:00,367.835
2023-05-25 00:00:00,367.94
2023-05-24 00:00:00,362.88
2023-05-23 00:00:00,367.885
2023-05-22 00:00:00,367.715
2023-05-19 00:00:00,387.43
2023-05-18 00:00:00,390.025
2023-05-17 00:00:00,390.1
2023-05-16 00:00:00,370.245
2023-05-15 00:00:00,370.32
2023-05-12 00:00:00,375.36
2023-05-11 00:00:00,397.07
2023-05-10 00:00:00,397.04
2023-05-09 00:00:00,372.625
2023-05-08 00:00:00,372.745
2023-05-05 00:00:00,375.21
2023-05-04 00:00:00,372.8
2023-05-03 00:00:00,372.57
2023-05-02 00:00:00,370.26
2023-05-01 00:00:00,370.3
2023-04-28 00:00:00,370.17
2023-04-27 00:00:00,375.42
2023-04-26 00:00:00,394.14
2023-04-25 00:00:00,393.485
2023-04-24 00:00:00,393.435
2023-04-21 00:00:00,394.96
2023-04-20 00:00:00,391.885
2023-04-19 00:00:00,389.025
2023-04-18 00:00:00,387.965
2023-04-17 00:00:00,372.79
2023-04-14 00:00:00,393.095
2023-04-13 00:00:00,375.215
2023-04-12 00:00:00,401.49
2023-04-11 00:00:00,404.07
2023-04-10 00:00:00,404.1
2023-04-07 00:00:00,404.13
2023-04-06 00:00:00,406.18
2023-04-05 00:00:00,402.985
2023-04-04 00:00:00,400.58
2023-04-03 00:00:00,400.56
2023-03-31 00:00:00,400.465
2023-03-30 00:00:00,400.51
2023-03-29 00:00:00,400.235
2023-03-28 00:00:00,391.63
2023-03-27 00:00:00,384.425
2023-03-24 00:00:00,382.16
2023-03-23 00:00:00,377.785
2023-03-22 00:00:00,378.26
2023-03-21 00:00:00,389.345
2023-03-20 00:00:00,390.565
2023-03-17 00:00:00,392.985
2023-03-16 00:00:00,379.175
2023-03-15 00:00:00,353.985
2023-03-14 00:00:00,352.09
2023-03-13 00:00:00,335.97
2023-03-10 00:00:00,327.7
2023-03-09 00:00:00,327.605
2023-03-08 00:00:00,327.735
2023-03-07 00:00:00,327.535
2023-03-06 00:00:00,327.625
2023-03-03 00:00:00,330.125
2023-03-02 00:00:00,330.02
2023-03-01 00:00:00,332.33
2023-02-28 00:00:00,332.53
2023-02-27 00:00:00,337.31
2023-02-24 00:00:00,335.105
2023-02-23 00:00:00,337.505
2023-02-22 00:00:00,334.84
2023-02-21 00:00:00,332.655
2023-02-20 00:00:00,335.06
2023-02-17 00:00:00,334.95
2023-02-16 00:00:00,337.47
2023-02-15 00:00:00,337.46
2023-02-14 00:00:00,340.035
2023-02-13 00:00:00,339.96
2023-02-10 00:00:00,335.06
2023-02-09 00:00:00,334.98
2023-02-08 00:00:00,334.965
2023-02-07 00:00:00,337.41
2023-02-06 00:00:00,332.48
2023-02-03 00:00:00,333.215
2023-02-02 00:00:00,342.655
2023-02-01 00:00:00,345.18
2023-01-31 00:00:00,345.09
2023-01-30 00:00:00,340.1
2023-01-27 00:00:00,342.655
2023-01-26 00:00:00,347.825
2023-01-25 00:00:00,347.64
2023-01-24 00:00:00,347.64
2023-01-23 00:00:00,347.575
2023-01-20 00:00:00,347.585
2023-01-19 00:00:00,345.505
2023-01-18 00:00:00,347.62
2023-01-17 00:00:00,350.1
2023-01-16 00:00:00,350.255
2023-01-13 00:00:00,347.715
2023-01-12 00:00:00,347.695
2023-01-11 00:00:00,350.125
2023-01-10 00:00:00,350.255
2023-01-09 00:00:00,357.795
2023-01-06 00:00:00,359.64
2023-01-05 00:00:00,358.86
2023-01-04 00:00:00,358.345
2023-01-03 00:00:00,368.395
2023-01-02 00:00:00,368.365
2022-12-30 00:00:00,369.895
2022-12-29 00:00:00,373.41
2022-12-28 00:00:00,375.38
2022-12-27 00:00:00,375.42
2022-12-26 00:00:00,375.39
2022-12-23 00:00:00,376.81
2022-12-22 00:00:00,375.9
2022-12-21 00:00:00,377.32
2022-12-20 00:00:00,375.925
2022-12-19 00:00:00,372.665
2022-12-16 00:00:00,367.01
2022-12-15 00:00:00,360.835
2022-12-14 00:00:00,361.51
2022-12-13 00:00:00,365.885
2022-12-12 00:00:00,359.645
2022-12-09 00:00:00,362.67
2022-12-08 00:00:00,362.73
2022-12-07 00:00:00,362.795
2022-12-06 00:00:00,367.2
2022-12-05 00:00:00,364.8
2022-12-02 00:00:00,365.535
2022-12-01 00:00:00,367.32
2022-11-30 00:00:00,367.98
2022-11-29 00:00:00,369.945
2022-11-28 00:00:00,376.555
2022-11-25 00:00:00,382.95
2022-11-24 00:00:00,378.715
2022-11-23 00:00:00,378.15
2022-11-22 00:00:00,378.885
2022-11-21 00:00:00,379.22
2022-11-18 00:00:00,380.015
2022-11-17 00:00:00,380.685
2022-11-16 00:00:00,380.75
2022-11-15 00:00:00,379.16
2022-11-14 00:00:00,381.85
2022-11-11 00:00:00,388.875
2022-11-10 00:00:00,388.52
2022-11-09 00:00:00,387.78
2022-11-08 00:00:00,387.865
2022-11-07 00:00:00,386.995
2022-11-04 00:00:00,387.475
2022-11-03 00:00:00,388.25
2022-11-02 00:00:00,388.62
2022-11-01 00:00:00,387.855
2022-10-31 00:00:00,387.81
2022-10-28 00:00:00,390.78
2022-10-27 00:00:00,394.84
2022-10-26 00:00:00,393.615
2022-10-25 00:00:00,395.02
2022-10-24 00:00:00,395.37
2022-10-21 00:00:00,395.825
2022-10-20 00:00:00,395.255
2022-10-19 00:00:00,395.795
2022-10-18 00:00:00,404.945
2022-10-17 00:00:00,404.825
2022-10-14 00:00:00,404.65
2022-10-13 00:00:00,400.06
2022-10-12 00:00:00,399.49
2022-10-11 00:00:00,400.925
2022-10-10 00:00:00,401.995
2022-10-07 00:00:00,403.26
2022-10-06 00:00:00,410.09
2022-10-05 00:00:00,416.09
2022-10-04 00:00:00,416.84
2022-10-03 00:00:00,418.27
2022-09-30 00:00:00,421.76
2022-09-29 00:00:00,418.64
2022-09-28 00:00:00,370.31
2022-09-27 00:00:00,368.995
2022-09-26 00:00:00,363.43
2022-09-23 00:00:00,359.195
2022-09-22 00:00:00,358.53
2022-09-21 00:00:00,356.8
2022-09-20 00:00:00,358.555
2022-09-19 00:00:00,363.11
2022-09-16 00:00:00,363.22
2022-09-15 00:00:00,362.86
2022-09-14 00:00:00,362.415
2022-09-13 00:00:00,377.45
2022-09-12 00:00:00,382.435
2022-09-09 00:00:00,385.25
2022-09-08 00:00:00,385.56
2022-09-07 00:00:00,386.14
2022-09-06 00:00:00,388.17
2022-09-05 00:00:00,386.15
2022-09-02 00:00:00,385.165
2022-09-01 00:00:00,376.64
2022-08-31 00:00:00,369.195
2022-08-30 00:00:00,367.635
2022-08-29 00:00:00,365.335
2022-08-26 00:00:00,367.61
2022-08-25 00:00:00,366.32
2022-08-24 00:00:00,366.88
2022-08-23 00:00:00,364.58
2022-08-22 00:00:00,342.34
2022-08-19 00:00:00,322.03
2022-08-18 00:00:00,316.105
2022-08-17 00:00:00,327.455
2022-08-16 00:00:00,321.41
2022-08-15 00:00:00,315.375
2022-08-12 00:00:00,362.175
2022-08-11 00:00:00,367.355
2022-08-10 00:00:00,365.365
2022-08-09 00:00:00,368.16
2022-08-08 00:00:00,369.515
2022-08-05 00:00:00,371.975
2022-08-04 00:00:00,341.5
2022-08-03 00:00:00,355.675
2022-08-02 00:00:00,355.05
2022-08-01 00:00:00,350.66
2022-07-29 00:00:00,364.725
2022-07-28 00:00:00,383.375
2022-07-27 00:00:00,388.87
2022-07-26 00:00:00,384.39
2022-07-25 00:00:00,383.05
2022-07-22 00:00:00,400.08
2022-07-21 00:00:00,392.88
2022-07-20 00:00:00,378.14
2022-07-19 00:00:00,402.195
2022-07-18 00:00:00,401.5
2022-07-15 00:00:00,413.495
2022-07-14 00:00:00,400.385
2022-07-13 00:00:00,358.055
2022-07-12 00:00:00,358.145
2022-07-11 00:00:00,345.83
2022-07-08 00:00:00,340.605
2022-07-07 00:00:00,342.83
2022-07-06 00:00:00,346.235
2022-07-05 00:00:00,340.77
2022-07-04 00:00:00,334.815
2022-07-01 00:00:00,347.32
2022-06-30 00:00:00,342.66
2022-06-29 00:00:00,319.255
2022-06-28 00:00:00,312.89
2022-06-27 00:00:00,314.075
2022-06-24 00:00:00,305.435
2022-06-23 00:00:00,300.865
2022-06-22 00:00:00,294.03
2022-06-21 00:00:00,302.585
2022-06-20 00:00:00,293.105
2022-06-17 00:00:00,294.075
2022-06-16 00:00:00,299.705
2022-06-15 00:00:00,290.26
2022-06-14 00:00:00,290.6
2022-06-13 00:00:00,268.69
2022-06-10 00:00:00,265.49
2022-06-09 00:00:00,260.565
2022-06-08 00:00:00,257.89
2022-06-07 00:00:00,259.725
2022-06-06 00:00:00,258.545
2022-06-03 00:00:00,257.74
2022-06-02 00:00:00,257.525
2022-06-01 00:00:00,255.495
2022-05-31 00:00:00,257.07
2022-05-30 00:00:00,269.63
2022-05-27 00:00:00,271.975
2022-05-26 00:00:00,275.27
2022-05-25 00:00:00,275.88
2022-05-24 00:00:00,265.72
2022-05-23 00:00:00,265.57
2022-05-20 00:00:00,271.52
2022-05-19 00:00:00,271.58
2022-05-18 00:00:00,263.01
2022-05-17 00:00:00,259.52
2022-05-16 00:00:00,264.33
2022-05-13 00:00:00,263.86
2022-05-12 00:00:00,266.56
2022-05-11 00:00:00,267.455
2022-05-10 00:00:00,264.2
2022-05-09 00:00:00,272.09
2022-05-06 00:00:00,264.5
2022-05-05 00:00:00,254.73
2022-05-04 00:00:00,247.37
2022-05-03 00:00:00,245.425
2022-05-02 00:00:00,252.035
2022-04-29 00:00:00,244.995
2022-04-28 00:00:00,240.38
2022-04-27 00:00:00,237.9
2022-04-26 00:00:00,238.455
2022-04-25 00:00:00,237.19
2022-04-22 00:00:00,237.38
2022-04-21 00:00:00,227.94
2022-04-20 00:00:00,227.57
2022-04-19 00:00:00,231.695
2022-04-18 00:00:00,242.225
2022-04-15 00:00:00,241.28
2022-04-14 00:00:00,231.32
2022-04-13 00:00:00,225.83
2022-04-12 00:00:00,225.18
2022-04-11 00:00:00,226.075
2022-04-08 00:00:00,220.825
2022-04-07 00:00:00,241.98
2022-04-06 00:00:00,240.61
2022-04-05 00:00:00,240.11
2022-04-04 00:00:00,241.5
2022-04-01 00:00:00,241.485
2022-03-31 00:00:00,240.42
2022-03-30 00:00:00,245.885
2022-03-29 00:00:00,253.78
2022-03-28 00:00:00,255.265
2022-03-25 00:00:00,255.58
2022-03-24 00:00:00,256.035
2022-03-23 00:00:00,255.375
2022-03-22 00:00:00,256.365
2022-03-21 00:00:00,256.435
2022-03-18 00:00:00,253.77
2022-03-17 00:00:00,252.68
2022-03-16 00:00:00,247.845
2022-03-15 00:00:00,253.275
2022-03-14 00:00:00,238.605
2022-03-11 00:00:00,238.96
2022-03-10 00:00:00,239.92
2022-03-09 00:00:00,236.455
2022-03-08 00:00:00,234.6
2022-03-07 00:00:00,264.575
2022-03-04 00:00:00,235.365
2022-03-03 00:00:00,237.06
2022-03-02 00:00:00,238.765
2022-03-01 00:00:00,234.74
2022-02-28 00:00:00,232.405
2022-02-25 00:00:00,233.68
2022-02-24 00:00:00,232.73
2022-02-23 00:00:00,221.715
2022-02-22 00:00:00,215.81
2022-02-21 00:00:00,217.605
2022-02-18 00:00:00,215.885
2022-02-17 00:00:00,215.145
2022-02-16 00:00:00,215.295
2022-02-15 00:00:00,215.08
2022-02-14 00:00:00,216.975
2022-02-11 00:00:00,214.105
2022-02-10 00:00:00,213.09
2022-02-09 00:00:00,208.215
2022-02-08 00:00:00,207.575
2022-02-07 00:00:00,203.935
2022-02-04 00:00:00,193.975
2022-02-03 00:00:00,192.495
2022-02-02 00:00:00,185.93
2022-02-01 00:00:00,185.945
2022-01-31 00:00:00,187.495
2022-01-28 00:00:00,191.915
2022-01-27 00:00:00,192.13
2022-01-26 00:00:00,187.81
2022-01-25 00:00:00,191.265
2022-01-24 00:00:00,189.425
2022-01-21 00:00:00,187.69
2022-01-20 00:00:00,187.965
2022-01-19 00:00:00,187.4
2022-01-18 00:00:00,189.885
2022-01-17 00:00:00,195.55
2022-01-14 00:00:00,191.375
2022-01-13 00:00:00,188.75
2022-01-12 00:00:00,187.75
2022-01-11 00:00:00,189.865
2022-01-10 00:00:00,189.99
2022-01-07 00:00:00,189.17
2022-01-06 00:00:00,189.44
2022-01-05 00:00:00,195.62
2022-01-04 00:00:00,190.735
2022-01-03 00:00:00,195.23
2021-12-31 00:00:00,191.365
2021-12-30 00:00:00,194.695
2021-12-29 00:00:00,197.435
2021-12-28 00:00:00,195.1
2021-12-27 00:00:00,195.165
2021-12-24 00:00:00,194.57
2021-12-23 00:00:00,198.26
2021-12-22 00:00:00,197.425
2021-12-21 00:00:00,197.26
2021-12-20 00:00:00,201.62
2021-12-17 00:00:00,196.545
2021-12-16 00:00:00,197.135
2021-12-15 00:00:00,197.58
2021-12-14 00:00:00,196.545
2021-12-13 00:00:00,196.545
2021-12-10 00:00:00,195.035
2021-12-09 00:00:00,195.385
2021-12-08 00:00:00,195.425
2021-12-07 00:00:00,195.24
2021-12-06 00:00:00,195.765
2021-12-03 00:00:00,196.545
2021-12-02 00:00:00,196.65
2021-12-01 00:00:00,196.39
2021-11-30 00:00:00,196.22
2021-11-29 00:00:00,195.26
2021-11-26 00:00:00,197.44
2021-11-25 00:00:00,196.97
2021-11-24 00:00:00,197.185
2021-11-23 00:00:00,196.295
2021-11-22 00:00:00,196.605
2021-11-19 00:00:00,197.145
2021-11-18 00:00:00,195.31
2021-11-17 00:00:00,196.045
2021-11-16 00:00:00,195.345
2021-11-15 00:00:00,195.18
2021-11-12 00:00:00,194.88
2021-11-11 00:00:00,195
2021-11-10 00:00:00,194.86
2021-11-09 00:00:00,191.92
2021-11-08 00:00:00,195.04
2021-11-05 00:00:00,196.605
2021-11-04 00:00:00,198.225
2021-11-03 00:00:00,195.51
2021-11-02 00:00:00,200.88
2021-11-01 00:00:00,195.715
2021-10-29 00:00:00,185.87
2021-10-28 00:00:00,189.31
2021-10-27 00:00:00,187.095
2021-10-26 00:00:00,188.9
2021-10-25 00:00:00,189.89
2021-10-22 00:00:00,189.925
2021-10-21 00:00:00,190.125
2021-10-20 00:00:00,189.87
2021-10-19 00:00:00,189.465
2021-10-18 00:00:00,190.015
2021-10-15 00:00:00,190.04
2021-10-14 00:00:00,192.49
2021-10-13 00:00:00,192.46
2021-10-12 00:00:00,192.34
2021-10-11 00:00:00,189.945
2021-10-08 00:00:00,190
2021-10-07 00:00:00,190
2021-10-06 00:00:00,189.965
2021-10-05 00:00:00,187.47
2021-10-04 00:00:00,185.12
2021-10-01 00:00:00,184.955
2021-09-30 00:00:00,186.045
2021-09-29 00:00:00,202.08
2021-09-28 00:00:00,203.455
2021-09-27 00:00:00,189.65
2021-09-24 00:00:00,189.895
2021-09-23 00:00:00,189.195
2021-09-22 00:00:00,189.82
2021-09-21 00:00:00,190.985
2021-09-20 00:00:00,192.295
2021-09-17 00:00:00,180.05
2021-09-16 00:00:00,180.54
2021-09-15 00:00:00,184.305
2021-09-14 00:00:00,183.99
2021-09-13 00:00:00,184.935
2021-09-10 00:00:00,184.96
2021-09-09 00:00:00,182.965
2021-09-08 00:00:00,184.105
2021-09-07 00:00:00,184.42
2021-09-06 00:00:00,183.72
2021-09-03 00:00:00,185.09
2021-09-02 00:00:00,185.725
2021-09-01 00:00:00,185.435
