Date,BNP
2024-03-11 00:00:00,85.54
2024-03-08 00:00:00,85.36
2024-03-07 00:00:00,87.13
2024-03-06 00:00:00,89.12
2024-03-05 00:00:00,90.885
2024-03-04 00:00:00,91.4
2024-03-01 00:00:00,91.56
2024-02-29 00:00:00,93.205
2024-02-28 00:00:00,92.89
2024-02-27 00:00:00,92.98
2024-02-26 00:00:00,92.83
2024-02-23 00:00:00,91.9
2024-02-22 00:00:00,93.76
2024-02-21 00:00:00,97.475
2024-02-20 00:00:00,96.945
2024-02-19 00:00:00,97.49
2024-02-16 00:00:00,97.94
2024-02-15 00:00:00,100.565
2024-02-14 00:00:00,102.195
2024-02-13 00:00:00,102.36
2024-02-12 00:00:00,100.885
2024-02-09 00:00:00,102.905
2024-02-08 00:00:00,104.85
2024-02-07 00:00:00,104.65
2024-02-06 00:00:00,104.465
2024-02-05 00:00:00,102.895
2024-02-02 00:00:00,103.33
2024-02-01 00:00:00,107.015
2024-01-31 00:00:00,101.29
2024-01-30 00:00:00,96.78
2024-01-29 00:00:00,97.305
2024-01-26 00:00:00,96.655
2024-01-25 00:00:00,98.87
2024-01-24 00:00:00,98.73
2024-01-23 00:00:00,100.34
2024-01-22 00:00:00,99.725
2024-01-19 00:00:00,101.52
2024-01-18 00:00:00,103.83
2024-01-17 00:00:00,107.655
2024-01-16 00:00:00,104.715
2024-01-15 00:00:00,104.605
2024-01-12 00:00:00,102.74
2024-01-11 00:00:00,102.26
2024-01-10 00:00:00,103.455
2024-01-09 00:00:00,105.42
2024-01-08 00:00:00,108.635
2024-01-05 00:00:00,108.43
2024-01-04 00:00:00,109.255
2024-01-03 00:00:00,108.695
2024-01-02 00:00:00,102.615
2024-01-01 00:00:00,99.55
2023-12-29 00:00:00,99.725
2023-12-28 00:00:00,101.55
2023-12-27 00:00:00,101.25
2023-12-26 00:00:00,101.585
2023-12-25 00:00:00,101.375
2023-12-22 00:00:00,101.62
2023-12-21 00:00:00,103.54
2023-12-20 00:00:00,103.285
2023-12-19 00:00:00,103.985
2023-12-18 00:00:00,102.665
2023-12-15 00:00:00,102.805
2023-12-14 00:00:00,101.845
2023-12-13 00:00:00,108.08
2023-12-12 00:00:00,108.715
2023-12-11 00:00:00,108.13
2023-12-08 00:00:00,107.99
2023-12-07 00:00:00,107.595
2023-12-06 00:00:00,108.37
2023-12-05 00:00:00,107.44
2023-12-04 00:00:00,109.525
2023-12-01 00:00:00,109.025
2023-11-30 00:00:00,114.12
2023-11-29 00:00:00,116.4
2023-11-28 00:00:00,120.21
2023-11-27 00:00:00,119.195
2023-11-24 00:00:00,118.16
2023-11-23 00:00:00,118.86
2023-11-22 00:00:00,119.19
2023-11-21 00:00:00,121.295
2023-11-20 00:00:00,120.38
2023-11-17 00:00:00,121.39
2023-11-16 00:00:00,123.28
2023-11-15 00:00:00,122.74
2023-11-14 00:00:00,126.55
2023-11-13 00:00:00,132.545
2023-11-10 00:00:00,135.39
2023-11-09 00:00:00,133.455
2023-11-08 00:00:00,133.9
2023-11-07 00:00:00,136.315
2023-11-06 00:00:00,136.035
2023-11-03 00:00:00,136.375
2023-11-02 00:00:00,137.205
2023-11-01 00:00:00,143.735
2023-10-31 00:00:00,141.36
2023-10-30 00:00:00,143.885
2023-10-27 00:00:00,146.35
