ERST,KBCB,DANK,NORD,BNP,CRAG,CRMU,SOCG,BAY,COMZ,DB,DZ,HESLN,LBBW,INTE,UNIC,ABN,INGB,RABO,BBVA,CAIX,SAB,SANT,SEB,SWED,SWEN,VB
20.39,45.185417,13.691353,6.916101,35.88,8.436,,12.92,,4.879,8.299,,,,1.834,8.248,7.908,6.838,,2.453,1.842,0.3382,1.7851827,8.464511,14.402362,8.268059,
20.28,45.431866,13.770876,6.9149494,36.085,8.514,,13.23,,4.751,8.156,,,,1.8392,8.297,8.012,6.807,,2.6,1.8995,0.3434,1.8802494,8.531317,14.389074,8.160037,
20.31,45.593006,13.713052,6.765737,36.565,8.588,,13.582,,4.7200003,8.135,,,,1.8116,8.124,7.984,6.804,,2.534,1.8529999,0.333,1.8204495,8.444527,14.140352,7.907279,
20.7,46.957954,13.811479,6.6215286,37.805,8.896,,14.154,,4.6,7.79,,,,1.8162,8.177,8.358,7.073,,2.541,1.8875,0.3309,1.8405744,8.285887,13.928209,7.716661,
20.78,45.41291,13.640965,6.697903,36.49,8.616,,13.73,,4.611,7.88,,,,1.845,8.328,8.16,6.948,,2.505,1.905,0.3304,1.8162328,8.357569,14.071713,7.7740173,
21.01,45.119064,13.638744,6.69645,36.9,8.666,,13.9,,4.7860003,8.127,,,,1.8148,8.16,8.204,7.033,,2.484,1.9335,0.3295,1.8189161,8.284829,13.993278,7.810347,
21.04,45.308643,14.012474,6.708005,36.36,8.596,,13.796,,4.69,7.918,,,,1.8244,8.135,8.25,6.9639997,,2.426,1.9075,0.32,1.751066,8.29728,14.003118,7.8277907,
20.26,45.744667,13.933497,6.6958513,36.285,8.574,,13.838,,4.7200003,7.963,,,,1.8515999,8.26,8.108,6.828,,2.464,1.94,0.3255,1.7765578,8.352817,14.03079,7.782462,
19.845,44.72096,13.96554,6.548533,35.36,8.332,,13.282,,4.783,8.069,,,,1.8656,8.226,7.792,6.583,,2.553,1.9844999,0.3378,1.8536078,8.185908,13.731512,7.6698194,
19.905,45.469784,14.234087,6.6185923,35.955,8.462,,13.55,,4.797,8.073,,,,1.8828,8.36,7.816,6.698,,2.478,1.95,0.3305,1.798791,8.248306,13.862732,7.7126856,
20.22,46.711502,14.168106,6.840125,36.835,8.698,,13.914,,4.918,8.26,,,,1.8612,8.251,8.112,6.822,,2.5149999,1.954,0.3347,1.812016,8.572466,14.211787,7.987606,
20.03,45.687794,14.347273,6.8046823,35.89,8.568,,13.74,,4.894,8.237,,,,1.814,7.868,7.962,6.77,,2.527,2.011,0.3488,1.8468995,8.605836,14.101738,8.035632,
19.475,47.2044,14.335584,6.8098245,36.295,8.692,,13.996,,4.838,8.01,,,,1.8054,7.731,8.01,6.879,,2.56,2.014,0.3502,1.8664494,8.516419,14.0908375,8.003965,
18.9,47.811043,14.237124,6.9064775,36.66,8.788,,14.066,,4.77,7.731,,,,1.8138,7.766,8.23,6.943,,2.633,2.059,0.3516,1.9051659,8.580598,14.190167,8.017231,
19.76,47.54564,13.536428,6.9636016,36.99,8.906,,14.2,,4.798,7.7530003,,,,1.8343999,8.079,8.526,6.952,,2.695,2.074,0.3664,1.9185828,8.721299,14.363462,8.133033,
20.44,48.30394,13.68065,6.9899235,37.825,9.088,,14.314,,4.759,7.861,,,,1.7936001,8.006,8.744,7.128,,2.578,2.007,0.35,1.8148911,8.741304,14.529835,8.258386,
20.87,47.65938,13.677295,6.9403667,37.49,9.03,,14.212,,4.538,7.8190002,,,,1.7082,7.752,8.09,7.086,,2.525,1.9200001,0.3199,1.7583494,8.787873,14.6099615,8.282116,
21,47.2044,13.473877,6.792408,35.815,8.6119995,,13.706,,4.452,7.833,,,,1.7072,7.721,7.758,6.775,,2.604,1.9100001,0.32,1.787291,8.785938,14.519284,8.234212,
21.1,47.488766,13.406525,6.740788,35.48,8.454,,13.298,,4.349,7.591,,,,1.735,7.8190002,7.38,6.605,,2.666,1.9445,0.322,1.8112494,8.86956,14.130473,8.391324,
21.56,46.825253,12.854854,6.637241,35.835,8.442,,13.302,,4.305,7.57,,,,1.7894,8.225,7.394,6.5,,2.775,1.9725001,0.3144,1.8396161,8.8683605,13.398325,8.555269,
22.06,48.114365,12.712691,6.6084833,35.945,8.534,,13.476,,4.509,7.8,,,,1.7862,8.465,7.292,6.158,,2.724,1.905,0.3033,1.7796245,8.594027,13.338826,8.386937,
22.28,46.90108,12.9043,6.608847,36.185,8.536,,13.58,,4.575,8,,,,1.8014,8.562,7.268,6.086,,2.637,1.8199999,0.289,1.7332411,8.707062,13.304437,8.577798,
22.04,46.7589,12.829962,6.507851,35.46,8.372,,12.9,,4.552,8.086,,,,1.8154,8.681,7.168,6.056,,2.698,1.9200001,0.2965,1.8097161,8.522484,13.171637,8.538983,
22.25,45.80154,12.794547,6.3257775,34.115,8.126,,12.984,,4.585,8.273,,,,1.8492,8.751,7.024,5.896,,2.935,2.005,0.3198,1.9200202,8.286692,12.846107,8.318848,
22.71,45.78258,12.431411,6.2421455,34.38,8.244,,13.172,,4.525,8.341,,,,1.8762,8.973,7.052,5.947,,3.047,2.051,0.3226,2.0148952,8.098645,12.559242,8.185699,
22.78,47.62147,12.44495,6.3612,35.8,8.65,,13.876,,4.61,8.495,,,,1.8848,8.964,7.314,6.2,,3.018,2.021,0.3132,1.988541,8.233158,12.597538,8.332766,
22.42,49.42244,12.06088,6.4006033,36.17,8.746,,14.256,,4.671,8.497,,,,1.8543999,8.838,7.4639997,6.26,,3.117,2.107,0.3264,2.037416,8.150581,12.41765,8.372346,
22.43,49.062244,11.844628,6.414597,36.315,8.724,,14.134,,4.631,8.876,,,,1.8318,8.81,7.5360003,6.282,,3.142,2.102,0.3255,2.0297494,8.182955,12.290666,8.441224,
22.13,49.782635,11.981564,6.2147665,37.14,8.908,,14.69,,4.635,8.74,,,,1.8394,8.807,7.6940002,6.391,,3.183,2.118,0.3284,2.0613744,7.8822827,11.923646,8.173084,
21.44,49.99117,11.677249,6.2836485,37.565,8.986,,15.022,,4.718,8.819,,,,1.8144,8.77,7.81,6.457,,3.183,2.108,0.339,2.1059368,8.005183,11.969583,8.248952,
22.01,51.09071,11.89374,6.16413,37.8,9,,15.246,,4.708,8.853,,,,1.781,8.665,7.94,6.483,,3.194,2.108,0.337,2.117916,7.762945,11.636777,8.101228,
22.44,52.19025,11.928883,6.1458354,38.54,9.212,,15.668,,4.639,8.731,,,,1.7814,8.702,8.222,6.651,,3.216,2.086,0.33,2.1227076,7.7121587,11.410555,8.096917,
22.7,50.711555,12.16086,6.217809,38.01,9.13,,15.698,,4.533,8.75,,,,1.7653999,8.52,8.22,6.572,,3.262,2.08,0.333,2.1663117,7.7710686,11.551588,8.322738,
21.69,49.213905,11.787885,6.0825057,37.975,9.114,,15.704,,4.554,8.825,,,,1.7312,8.298,8.396,6.552,,3.25,2.087,0.3396,2.172541,7.5874166,11.119194,8.148423,
21.91,50.237617,11.966318,6.2642984,38.56,9.216,,15.956,,4.35,8.614,,,,1.763,8.594,8.452,6.673,,3.169,2.063,0.3335,2.1313326,7.8873863,11.534324,8.280155,
21.05,50.04804,12.01998,6.1970725,38.53,9.13,,15.726,,4.551,8.71,,,,1.7866,8.673,8.348,6.644,,3.205,2.046,0.3309,2.152416,7.526786,11.323517,8.139652,
20.95,49.4414,11.99552,6.413955,37.505,9.01,,15.306,,4.594,8.805,,,,1.7922001,8.738,8.21,6.45,,3.146,1.994,0.3264,2.1274993,7.705502,11.647719,8.370312,
21.09,49.40348,11.951669,6.2315397,37.735,8.946,,15.4,,4.436,8.808,,,,1.7468,8.422,8.15,6.43,,3.075,1.9514999,0.3117,2.0838952,7.5077653,11.3780985,8.221023,
20.61,49.42244,11.716036,6.338529,36.68,8.852,,15.13,,4.127,8.477,,,,1.7528,8.568,8.082,6.347,,3.119,1.9755,0.3157,2.123666,7.496247,11.4103,8.333248,
20.86,48.09541,11.784808,6.4254713,35.51,8.556,,14.632,,4.129,8.5529995,,,,1.6905999,8.112,7.798,6.067,,3.226,2.015,0.3302,2.1730201,7.636205,11.590634,8.402362,
20.27,49.460354,11.949831,6.4868855,36.35,8.76,,15.174,,3.96,8.347,,,,1.7035999,8.188,8.004,6.242,,3.307,2.078,0.336,2.2396243,7.585395,11.721849,8.388186,
21.58,49.40348,12.618702,6.3221693,37.24,8.886,,15.538,,3.967,8.464,,,,1.702,8.259,8.236,6.562,,3.147,1.959,0.3169,2.1346867,7.4220066,11.546397,8.107667,
21.24,50.27553,12.868293,6.429912,37.385,8.962,,15.866,,3.967,8.43,,,,1.6600001,7.909,8.396,6.7,,3.227,1.9905,0.3287,2.1902702,7.4380603,11.708199,8.112459,
21.7,48.664135,13.088827,6.43228,36.28,8.718,,15.262,,3.755,8.133,,,,1.6848,8.053,7.96,6.427,,3.008,1.879,0.3084,2.0537078,7.5098844,11.772663,8.158412,
22,49.289738,12.171152,6.7979703,36.605,8.752,,15.5,,3.922,8.3880005,,,,1.6668,8.069,8.006,6.449,,3.064,1.9005,0.3091,2.0838952,8.019242,12.508037,8.814143,
22.5,47.84896,12.187484,6.846263,34.72,8.378,,14.692,,3.782,8.122,,,,1.7114,8.427,7.652,6.1809998,,3.082,1.917,0.3194,2.115041,8.253951,12.604811,8.708199,
23.12,48.39873,11.747901,6.9452996,35.37,8.428,,14.8,,4.024,8.554,,,,1.6824,8.241,7.666,6.198,,2.9980001,1.846,0.3011,2.0331035,8.360865,12.882224,8.931632,
22.54,48.62622,11.13299,6.804267,35.35,8.386,,14.914,,3.856,8.305,,,,1.6848,8.255,7.744,6.263,,3.071,1.8875,0.3156,2.0973117,8.409011,12.595214,8.633549,
22.5,47.886875,11.42171,6.7172203,34.485,8.084,,14.484,,3.852,8.342,,,,1.6858001,8.24,7.418,6.02,,3.032,1.8545,0.31,2.046041,8.279791,12.340738,8.577729,
21.73,49.17599,11.357656,6.6647716,35.175,8.278,,14.756,,3.924,8.2630005,,,,1.7038,8.398,7.75,6.243,,3.185,1.9300001,0.333,2.141395,8.334323,12.281756,8.607567,
23.29,47.166485,10.878059,6.4163575,34.51,8.036,,14.262,,4.231,8.436,,,,1.6991999,8.418,7.522,6.105,,3.063,1.892,0.3201,2.04077,8.250835,12.036783,8.4335165,
24.16,49.51723,10.187691,6.2043734,36.31,8.4,,14.942,,4.283,8.48,,,,1.6266,7.895,8.104,6.436,,3.106,1.9165,0.3315,2.0632908,8.023557,11.543198,8.229636,
24.94,48.739964,10.302362,6.0745463,35.1,8.082,,14.314,,4.135,8.25,,,,1.622,7.942,7.666,6.26,,3.101,1.9345,0.3456,2.094916,7.8003135,11.263301,8.151261,
24.83,48.4556,10.009278,6.2189713,35.3,8.066,,14.374,,4.16,8.278,,,,1.6178,7.951,7.732,6.207,,3.159,1.95,0.348,2.1533742,7.908497,11.543824,8.316571,
22.92,48.436646,10.049517,6.124923,35.815,8.236,,14.62,,4.044,8.134,,,,1.7026,8.63,7.912,6.422,,3.1529999,1.952,0.3505,2.1562493,7.661819,11.17742,8.325863,
22.18,48.47456,9.653828,5.8652043,35.955,8.296,,14.696,,4.38,8.745,,,,1.72,8.925,8.046,6.55,,3.055,1.8840001,0.3263,2.0608952,7.4508805,10.686529,7.9441867,
21.3,48.56935,9.573035,5.591738,36.01,8.336,,14.8880005,,4.401,8.624,,,,1.8034,9.269,8.178,6.527,,3.129,1.8585,0.327,2.120791,7.178275,10.237619,7.8919263,
19.765,46.683067,9.672274,5.5129805,34.295,8.06,,14.408,,4.66,9.04,,,,1.7728,8.919,7.6280003,6.277,,3.095,1.8635,0.325,2.1126451,7.065105,10.120081,7.8849883,
20.65,46.51245,10.11245,5.496268,34.97,8.126,,14.766,,4.427,8.709,,,,1.6938,8.515,7.644,6.372,,3.313,1.9415,0.3583,2.3292284,7.0717883,10.07269,7.816259,
20.88,46.50297,10.173041,5.5252786,34.75,8.056,,14.302,,3.973,8.318,,,,1.6732,8.45,7.584,6.282,,3.408,1.96,0.366,2.3963118,7.1392236,10.143719,7.831512,
19.655,49.36557,10.355863,5.521205,37.35,8.578,,15.78,,3.91,8.153,,,,1.625,8.035,8.316,6.864,,3.55,2.055,0.3807,2.448541,7.081996,10.158338,7.9186754,
18.09,50.806343,10.114194,5.2019296,38.16,8.692,,16.468,,3.775,7.946,,,,1.5799999,7.906,8.566,6.98,,3.527,2.05,0.3606,2.4217074,6.671735,9.557012,7.5384936,
17.95,51.28028,10.072655,5.194604,39.45,9.28,,17.784,,3.501,7.531,,,,1.5524,7.666,9.066,7.272,,3.212,1.906,0.3218,2.1749368,6.6256547,9.500904,7.4035254,
17.915,50.37032,10.18393,5.3255773,39.115,9.096,,16.848,,3.763,7.83,,,,1.5586,7.665,9.004,7.13,,3.16,1.9154999,0.3211,2.1394784,6.760873,9.593767,7.5693946,
18.665,49.157036,10.387103,5.6020513,36.02,8.554,,15.266,,3.737,7.787,,,,1.5383999,7.404,8.304,6.563,,3.005,1.8125,0.2981,2.0733535,7.1343575,10.053217,8.147675,
18.46,49.308693,10.831528,5.5448675,36.15,8.484,,14.892,,3.538,7.504,,,,1.5012,7.073,8.196,6.46,,2.861,1.7409999,0.2866,1.9861451,6.985349,9.986588,7.9828825,
18.9,46.550365,11.2605,5.627933,34.48,8.2,,14.268,,3.336,6.9,,,,1.4576,6.772,7.8780003,6.149,,2.793,1.6795,0.2706,1.9526035,7.1180134,10.226598,7.9100885,
17.84,45.9532,10.555423,5.5967994,33.485,8.016,,13.82,,3.304,6.691,,,,1.4446,6.73,7.696,5.962,,2.931,1.7665,0.2973,2.0436451,7.026831,10.095891,7.902411,
17.85,44.61669,9.963697,5.503592,32.255,7.824,,13.232,,3.292,6.715,,,,1.4219999,6.45,7.21,5.8059998,,2.921,1.79,0.3145,2.060416,6.8957047,10.067203,7.70295,
18.765,47.488766,9.55968,5.6298537,33.695,7.996,,13.916,,3.378,6.854,,,,1.439,6.5299997,7.436,6.045,,2.825,1.7175,0.3069,1.9645827,7.051155,10.248379,7.824572,
19.395,48.79684,9.876785,5.4594717,33.735,7.994,,14.304,,3.2779999,6.585,,,,1.4308,6.491,7.43,6.031,,2.65,1.5899999,0.2775,1.8559077,6.834306,10.012277,7.456757,
19.695,46.957954,9.665093,5.9113774,31,7.592,,13.424,,3.117,6.5559998,,,,1.4521999,6.58,7.092,5.69,,2.589,1.5575,0.2691,1.8168077,7.5098042,10.78331,8.08636,
19.61,41.668785,9.434446,5.9879293,28.905,7.03,,12.544,,2.883,5.941,,,,1.3838,6.213,6.46,5.326,,2.566,1.5495,0.2631,1.7807745,7.407671,10.952824,8.316325,
19.14,41.422337,9.790735,5.501879,28.375,6.892,,12.44,,2.955,6.05,,,,1.3836,6.284,6.52,5.23,,2.583,1.5595,0.2653,1.8062661,6.775419,10.600704,7.9639053,
18.89,40.967354,9.855876,5.1624637,28.285,6.852,,12.404,,2.986,6.093,,,,1.3936,6.4,6.278,5.24,,2.599,1.5485001,0.2732,1.7472328,6.444356,10.310235,7.59533,
19.25,43.071644,9.344543,5.0700054,28.82,7.066,,12.726,,3.214,6.506,,,,1.4208,6.656,6.546,5.335,,2.7220001,1.6159999,0.31,1.850541,6.2803,10.235584,7.395256,
18.825,40.332275,9.485853,5.195668,28.35,7.024,,12.356,,3.203,6.365,,,,1.4094,6.615,6.36,5.19,,2.578,1.5220001,0.291,1.7573912,6.376962,10.058032,7.47637,
19.825,40.69247,9.977396,5.0305448,28.615,7.224,,12.974,,3.244,6.537,,,,1.414,6.58,6.274,5.251,,2.609,1.566,0.2988,1.7932328,6.272846,9.887149,7.349535,
20.52,39.706673,9.92513,4.8381677,26.54,6.808,,11.766,,3.247,6.555,,,,1.4044,6.496,5.842,4.899,,2.541,1.5550001,0.2873,1.7955327,5.872899,9.452067,6.7983437,
19.065,38.673485,10.168055,5.0886145,26.23,6.696,,11.844,,3.212,6.34,,,,1.4202,6.6,6.048,4.898,,2.662,1.629,0.3119,1.8731577,6.1743083,9.830028,7.074803,
18.2,41.991062,9.824037,5.0941133,26.5,6.788,,12.09,,3.304,6.547,,,,1.451,6.6549997,6.064,4.7885,,2.647,1.655,0.3088,1.8606994,6.2152967,9.902868,7.0283966,
17.795,43.962654,9.675916,4.8416386,27.82,6.966,,12.694,,3.207,6.426,,,,1.3759999,6.634,6.672,5.061,,2.727,1.65,0.3311,1.9147494,5.9469347,9.352789,6.7068334,
17.815,45.232815,9.822777,5.012362,28.1,7.024,,12.91,,3.374,6.778,,,,1.423,7.029,6.646,4.9309998,,2.693,1.6415,0.336,1.8773744,6.0239897,9.471762,6.7761264,
16.745,46.266003,9.918185,5.326189,28.815,7.26,,13.268,,3.646,7.155,,,,1.4804,7.376,6.818,5.07,,2.7189999,1.5780001,0.3424,1.8559077,6.339786,10.128642,7.1928315,
15.925,46.35131,10.305303,5.2591467,28.495,7.178,,13.066,,3.433,6.391,,,,1.4472001,7.228,6.71,4.8935,,2.8,1.596,0.346,1.908041,6.381245,9.872627,7.2323093,
16.89,45.213856,9.828939,5.1684256,28,7,,12.8,,3.26,6.142,,,,1.3952,6.969,6.502,4.653,,2.8,1.595,0.3528,1.8777577,6.3570533,9.759936,7.225303,
17.08,45.232815,9.920664,5.283165,28.21,7.166,,13.324,,3.078,5.451,,,,1.3438001,6.688,6.686,4.847,,2.987,1.641,0.3781,1.9526035,6.4216275,10.417715,7.3348956,
16.44,44.360764,10.096288,4.9972596,27.11,6.902,,13.15,,3.208,5.846,,,,1.3844,6.9,6.538,4.7200003,,3.162,1.7114999,0.3726,2.0743117,6.1499124,10.062,6.912038,
16.6,46.711502,9.905719,4.873181,28.675,7.282,,14.26,,3.088,5.649,,,,1.3382,6.718,7,5.008,,2.927,1.5780001,0.3544,1.9779992,5.8012323,9.815511,6.678557,
18.385,50.730515,9.381844,4.926707,30.7,7.746,,15.606,,3.033,5.557,,,,1.3199999,6.59,7.46,5.379,,2.6859999,1.5339999,0.3488,1.8877244,5.894176,10.001133,6.8888545,
18.05,48.284985,9.108239,4.9737897,29.6,7.258,,14.796,,3.201,5.908,,,,1.383,6.897,6.95,5.142,,2.593,1.5385001,0.35,1.8246661,5.894388,9.940272,7.0520163,
17.42,45.033756,10.040222,5.158573,27.79,6.838,,14.2,,3.182,5.971,,,,1.3762,6.863,6.5,4.881,,2.704,1.587,0.3721,1.9137911,6.179617,10.196644,7.326559,
17.8,42.18064,9.755095,4.9136906,26.3,6.542,,13.518,,2.993,5.723,,,,1.3601999,6.666,6.31,4.605,,2.585,1.5335,0.3711,1.8440244,5.963208,9.737139,6.892007,
16.42,44.190144,9.740463,5.0312333,27.13,6.758,,14.212,,3.044,5.632,,,,1.3484,6.6219997,6.58,4.908,,2.479,1.55,0.3636,1.792466,6.0007706,10.045203,7.2199216,
15.34,42.65458,9.92882,5.1745067,25.535,6.476,,13.512,,3.37,6.209,,,,1.4061999,7.1,6.49,4.7195,,2.658,1.6,0.3792,1.8697077,6.3071713,10.460274,7.5188155,
15.58,40.161655,9.907021,5.085575,24.67,6.256,,13.16,,3.397,6.119,,,,1.4449999,7.437,6.43,4.527,,2.664,1.6075001,0.3909,1.8777577,6.3116264,10.333474,7.4244347,
15.9,41.848885,10.4099455,4.8623257,25.695,6.516,,13.94,,3.3569999,6.029,,,,1.4492,7.314,6.85,4.742,,2.624,1.5899999,0.3992,1.8865744,5.8989773,10.339167,6.8409057,
16.885,42.446045,10.405108,4.5427246,25.47,6.5299997,,13.942,,3.499,6.205,,,,1.469,7.35,7.096,4.8389997,,2.731,1.6005,0.4143,1.9176242,5.594373,10.101953,6.516286,
17.07,41.460255,11.444414,4.918038,24.9,6.196,,13.432,,3.327,5.887,,,,1.4582,7.107,6.956,4.603,,2.935,1.689,0.4325,2.0326245,5.870851,10.927464,6.8980703,
18.335,40.7683,11.8749895,4.8978243,25.82,6.234,,13.472,,3.09,5.426,,,,1.3292,6.54,6.904,4.671,,3.004,1.744,0.4436,2.074791,5.9357204,11.360144,7.0610747,
19.665,44.209103,12.102883,4.64476,27.81,6.7860003,,14.676,,3.13,5.504,,,,1.4377999,6.779,7.526,5.104,,2.959,1.7725,0.4452,2.1222284,5.8082013,11.058095,6.616766,
19.265,46.010075,13.649438,4.71979,28.405,6.974,,15.022,,3.1,5.598,,,,1.4348,6.86,7.95,5.4110003,,2.927,1.7425001,0.4497,2.1543326,6.1683655,11.414411,7.0107474,
20.16,45.754147,14.009372,4.598269,26.955,6.716,,14.586,,3.3085,5.969,,,,1.4884,7.147,7.766,5.291,,2.971,1.71,0.4375,2.1409159,5.747381,10.284643,6.5126762,
17.905,44.61669,14.325131,5.008179,26.75,6.7,,14.598,,3.338,5.824,,,,1.4708,7.274,7.8719997,5.287,,2.7480001,1.6194999,0.426,2.0096245,6.2823186,10.987614,6.983368,
17.5,42.683014,14.298254,5.085897,25.645,6.244,,13.972,,3.585,5.897,,,,1.5666001,7.86,7.638,5.05,,2.674,1.635,0.4391,2.0618534,6.2447433,10.551653,6.89667,
16.375,39.35596,14.0703,5.94085,24.735,6.018,,12.8,,3.81,6.338,,,,1.631,8.303,7.156,4.62,,2.727,1.6700001,0.4488,2.057062,7.3784537,12.481012,7.9772234,
16.225,41.85836,14.003897,5.991968,26.045,6.256,,13.936,,3.7095,6.433,,,,1.6162,8.433,7.388,4.8145,,2.9155,1.7,0.469,2.1255825,7.4011335,12.240908,8.043059,
18.2,39.602406,14.326049,6.0902743,25.87,6.344,,13.886,,3.5184999,6.191,,,,1.5836,8.365,6.92,4.7860003,,2.92,1.6715,0.4559,2.1222284,7.5260115,12.314279,8.20285,
19.2,39.8299,15.123374,6.8473415,27.51,6.69,,15.348,,3.171,5.511,,,,1.4488,7.605,7.484,4.7815,,3.1045,1.7590001,0.4841,2.216145,8.364881,13.692794,8.674024,
21.91,38.265896,15.2322855,7.147347,28.25,6.698,,15.436,,3.269,5.525,,,,1.4654,7.934,7.34,4.9925,,3.2795,1.869,0.514,2.3560617,8.635038,14.243654,8.8935795,
21.3,42.18064,15.392275,7.187345,29.875,7.006,,16.258,,3.328,5.471,,,,1.4252,7.37,8.15,5.479,,3.2635,1.7945,0.512,2.3699577,8.745534,14.314141,8.916649,
24.26,45.981636,16.140053,7.2169313,30.98,7.456,,17.678,,3.1045,5.144,,,,1.4086,7,8.534,5.996,,3.091,1.704,0.4766,2.2702909,8.778145,14.049025,8.859219,
24.64,44.31337,16.370615,7.1579733,30,7.438,,17.302,,3.15,5.147,,,,1.4514,7.01,8.86,5.983,,2.7845001,1.604,0.4207,2.0268743,8.691086,13.831855,8.77097,
24.45,45.128548,16.12793,7.1063814,27.78,7.052,,15.526,,3.003,4.906,,,,1.4028,6.743,8.758,5.826,,2.886,1.6845,0.4185,2.0211244,8.586252,13.592081,8.67907,
26.72,42.597706,15.916927,7.3290386,25.425,6.548,,13.782,,3.2395,5.105,,,,1.5544,7.713,7.612,4.835,,2.8035,1.7820001,0.4261,1.9578743,8.912548,14.029012,9.04877,
27.72,44.806267,16.128708,7.61771,27.44,6.828,,14.666,,3.1215,4.871,,,,1.4628,7.066,7.432,4.967,,2.7085,1.654,0.4234,1.9549993,9.259116,14.501604,9.441199,
29.19,40.664036,16.269508,7.6874213,27.185,6.22,,13.8,,3.962,5.972,,,,1.7792001,8.54,7.178,4.47,,2.82,1.677,0.4726,2.0843742,9.263867,14.497252,9.381282,
29.44,38.578697,16.36822,7.881506,26.4,6.242,,14.16,,3.7525,5.882,,,,1.7088001,8.314,7.166,4.3005,,2.6375,1.6,0.441,1.933916,9.430166,14.842903,9.621807,
30.38,36.009945,16.533562,8.115963,29.2,6.522,,15.658,,3.6365,5.854,,,,1.75,8.614,7.67,4.66,,3.0445,1.806,0.5076,2.1634367,9.686672,15.290257,9.951497,
31.03,36.209,16.260498,8.148297,27.44,6.078,,14.52,,4.3005,6.776,,,,1.9772,9.952,7.148,4.67,,3.008,1.753,0.4554,2.1835618,9.815124,15.2721615,10.026502,
31,43.185394,15.945231,8.116192,31.73,6.862,,17.148,,4.633,7.043,,,,2.0465,10.134,7.552,5.164,,3.542,2.075,0.5532,2.6263115,9.867336,15.221997,10.178033,
32.96,42.645103,15.75071,8.029113,31,6.594,,15.546,,4.835,7.266,,,,2.1275,10.294,7.488,5.161,,3.4515,1.9895,0.5442,2.5414991,9.575138,14.859441,9.911783,
32.6,52.740017,15.697916,8.154512,35.66,7.896,,18.762,,4.9085,7.341,,,,2.119,10.562,9.508,6.401,,3.4995,2,0.5862,2.5683324,9.644763,14.893,9.9736395,
33.63,52.209206,15.428881,8.140728,34.63,7.708,,18.146,,5,7.567,,,,2.1365,11.03,9.494,6.416,,4.032,2.183,0.6962,2.917645,9.523151,14.90188,9.964618,
34.56,51.16654,15.3556,8.138708,33.785,7.73,,17.622,,5.211,7.879,,,,2.1985,11.538,9.528,6.47,,4.1235,2.24,0.7108,2.9971867,9.528523,14.951469,10.045245,
34.78,55.564697,14.93345,8.166176,38.515,9.298,,21.4,,5.446,8.294,,,,2.2885,12.002,11.2,7.545,,4.3265,2.334,0.7502,3.1581864,9.504471,14.975933,10.170865,
35.15,57.820652,15.107761,8.10877,40.515,9.66,,22.785,,5.748,8.86,,,,2.381,12.552,11.65,7.9,,4.249,2.415,0.7732,3.1006866,9.542808,14.9775,10.180634,
35.2,57.820652,14.546103,8.046611,42.25,10.125,,24.18,,5.768,8.771,,,,2.33,12.412,12.135,8.194,,4.2860003,2.328,0.7792,3.119374,9.406655,14.817471,10.062329,
35.57,57.70691,14.733067,8.030125,42.81,10.225,,24.23,,6.126,8.94,,,,2.3765001,12.64,12,8.341,,4.3345,2.321,0.7912,3.1883738,9.381579,14.579993,9.948434,
35.44,56.853817,14.518886,7.923932,43.455,10.47,,25.02,,6.52,9.524,,,,2.5215,13.184,12.4,8.429,,4.547,2.43,0.8016,3.2770197,9.355103,14.467774,9.723452,
35.35,56.89173,14.204732,7.4312077,43.785,10.81,,25.59,,6.75,9.866,,,,2.55,13.718,12.44,8.609,,4.7415,2.519,0.8276,3.3977697,9.153547,14.253191,9.277345,
35.6,59.185596,14.6658745,7.2193637,45.385,11.355,,26.72,,6.68,9.911,,,,2.6035,14.132,13.31,8.831,,4.754,2.529,0.8054,3.3623114,9.063589,13.914232,8.692016,
35.32,61.953407,14.572248,7.1385655,48.215,12.1,,28.56,,6.722,9.98,,,,2.6,14.06,14.02,9.176,,4.912,2.618,0.8432,3.4696448,8.822968,13.738461,8.509899,
34.62,61.70696,14.86022,7.1263056,48.7,12.24,,28.85,,6.75,10.204,,,,2.54,14.15,14,9.174,,5.11,2.703,0.8712,3.6244156,8.916307,13.879069,8.491655,
35.29,63.39418,14.720633,7.0971446,51.2,12.7,,29.94,,6.61,10.186,,,,2.5075,13.886,14.24,9.51,,5.104,2.7,0.8656,3.6886237,8.881993,13.506077,8.456839,
34.99,66.04825,14.694668,7.2074018,53.22,13.14,,31.07,,6.425,10.188,,,,2.51,14.028,14.835,9.878,,5.174,2.751,0.889,3.7537904,9.026976,13.809855,8.588136,
33.63,66.48427,14.720129,7.2636013,53.26,13.155,,31.22,,5.898,9.988,,,,2.5075,14.122,15,10.052,,5.168,2.73,0.8758,3.7336652,8.840511,13.485365,8.604877,
33.4,67.39423,14.546034,7.074413,53.75,13.335,,31.795,,5.825,9.67,,,,2.4825,14.174,15.11,10.026,,5.228,2.8109999,0.862,3.7882905,8.561728,12.463453,8.355791,
33.15,68.28524,14.351968,7.252141,53.67,13.35,,31.78,,5.758,9.404,,,,2.459,13.964,15.13,10.422,,5.243,2.807,0.8526,3.7600195,8.765887,12.772527,8.577574,
33.16,69.49853,14.452173,7.216331,54.18,13.635,,31.935,,5.813,9.53,,,,2.476,13.906,15.17,10.734,,5.298,2.868,0.8578,3.774874,8.610288,12.763708,8.501261,
