ERST,KBCB,DANK,NORD,BNP,CRAG,CRMU,SOCG,BAY,COMZ,DB,DZ,HESLN,LBBW,INTE,UNIC,ABN,INGB,RABO,BBVA,CAIX,SAB,SANT,SEB,SWED,SWEN,VB
10383.96764,21752.45739,65491.54381,262436.8958,45380.18387,24231.38415,,12751.0776,,5363.847874,17526.23573,,,,28481.32488,17663.18123,7617.760086,25104.25544,,20710.45579,11463.42574,1865.338649,35778.80152,183963.3825,136474.6089,177841.341,
10719.21193,21411.01231,66233.02312,257738.9367,43867.92411,23314.0536,,12215.16006,,5178.499236,17050.87885,,,,28400.77928,17768.33237,7206.039896,24417.75139,,20677.11719,11571.09166,1944.678932,36327.20318,179430.4165,133576.677,176671.0651,
10671.93366,21286.09423,64336.21956,265352.8352,44117.88475,23267.89918,,12266.3619,,5209.8077,17108.74824,,,,28327.23875,17788.4684,7268.079882,24211.01788,,21063.85361,11663.80436,1958.183539,37340.90609,182953.1643,137674.5409,181274.6011,
9851.015753,21277.76615,64594.871,262760.8684,44761.5302,23758.29648,,12476.29154,,5064.534588,16811.13279,,,,29812.06381,19307.56889,7437.280169,25049.64729,,21023.84601,11675.76708,1972.250937,37390.76079,178195.889,134029.481,182473.1907,
9532.96386,21294.42232,62060.05266,251218.5117,44936.50599,23931.37626,,12541.14796,,5485.32672,18073.93134,,,,30116.73355,19967.56127,7563.239555,25548.92499,,20370.39437,11269.02955,1836.078442,35737.25924,173035.9981,127939.2846,173856.4806,
9154.739412,21336.06274,61559.98399,238947.1624,45005.24052,24046.76645,,12704.99562,,5511.626117,17823.85118,,,,31577.0451,20737.17899,7687.320423,25459.21027,,20863.8172,11116.50252,1840.0173,36775.89148,166306.3635,122279.2559,172307.8305,
8494.996496,20507.43668,62180.75798,235626.203,42861.83596,23250.5923,,12295.37687,,5835.986533,18683.62959,,,,31041.24616,19954.13654,7170.320244,24484.06049,,20637.10959,11146.40969,1828.763348,36634.63585,163752.9859,120898.2162,172155.8973,
8875.369584,20432.48551,65008.72252,234249.2188,43705.45374,23440.98171,,12600.8837,,5544.187445,17999.52698,,,,29657.97768,19050.2843,7185.36005,24854.61845,,22090.70846,11612.96155,2016.141331,40390.33122,163454.0149,119992.6082,170239.3212,
8974.223384,20428.32226,65405.32666,236395.6883,43430.49655,23239.05163,,12204.91953,,4975.617069,17191.41909,,,,29297.27795,18904.8611,7128.960104,24503.56393,,22724.15789,11723.61869,2059.468935,41553.59822,165611.958,121305.739,171239.911,
8447.719055,21685.83431,66612.38646,237246.19,46679.97065,24744.86004,,13466.20237,,4896.718582,16850.40159,,,,28453.30884,17976.39757,7817.039986,26773.71176,,23670.99753,12291.85547,2142.185286,42459.28725,165035.7535,122007.577,173863.531,
7775.081845,22318.75278,65060.45149,224893.8243,47692.30912,25073.71548,,14053.32256,,4727.650309,16422.58,,,,27665.36972,17687.79146,8052.039986,27226.18194,,23517.63613,12261.94759,2029.083317,41993.97807,156449.5786,115487.2215,166597.3586,
7714.910109,22526.95011,64801.80005,224043.3381,49304.55028,26769.91056,,15176.35947,,4384.504098,15564.8692,,,,27182.10242,17150.84809,8522.039986,28365.15617,,21417.25143,11400.62091,1810.757093,37714.81434,155012.5275,114536.3408,163213.6902,
7699.867175,22127.21162,65526.03198,228862.7753,48885.86894,26239.12779,,14377.60302,,4712.621912,16182.83395,,,,27290.66197,17148.61099,8463.759727,27811.27218,,21070.5226,11457.44402,1806.818235,37099.94503,157609.3796,115238.1875,166296.7624,
8022.217166,21594.22698,66819.30893,239716.6477,45017.74117,24675.62703,,13027.56946,,4680.060584,16093.96323,,,,26936.96521,16564.68533,7805.759907,25599.63282,,20037.00035,10841.35635,1677.398044,35953.29494,165583.1213,120241.6508,178134.7596,
7934.107381,21660.85006,69664.52084,238987.6551,45180.21631,24473.6997,,12708.40886,,4430.841556,15509.06643,,,,26285.60376,15824.15203,7704.240093,25197.2885,,19076.82431,10413.68316,1612.687949,34441.04506,163297.3163,120309.5684,175836.3965,
8123.219605,20449.14168,72406.26823,241377.1273,43093.05039,23654.44696,,12175.90456,,4177.865131,14260.73523,,,,25522.18024,15150.73599,7405.320244,23984.2307,,18623.40749,10045.825,1522.656504,33859.40958,165568.6298,122596.2248,173375.5253,
7667.631848,20186.8126,67853.92786,240769.6438,41849.50226,23123.66419,,11793.59416,,4137.789604,13828.77941,,,,25294.55357,15056.77141,7234.240093,23254.83444,,19543.57593,10566.21018,1672.896564,35438.13106,163974.8964,121396.2929,173686.8091,
7671.929946,19599.6962,64060.32074,237124.6809,40312.25072,22569.80421,,11291.81227,,4122.761506,13878.38231,,,,24898.83275,14430.33766,6777.400036,22646.35449,,19476.89713,10706.77377,1769.680313,35728.95078,161151.3846,121237.8127,169641.6689,
8065.196509,20861.3715,61473.76685,243037.607,42111.95879,23065.97047,,11875.5184,,4230.464222,14165.66366,,,,25196.49952,14609.31843,6989.839878,23578.5774,,18836.7803,10273.11957,1726.91533,34067.13682,165100.9005,123660.3043,172650.6008,
8335.97096,21435.99656,63508.5231,238501.6652,42161.95188,23060.20151,,12206.62615,,4105.228276,13609.70156,,,,25052.91888,14522.06621,6984.199839,23523.97051,,17669.90044,9510.485888,1561.482629,32182.64276,161951.9149,122256.6196,166544.2415,
8464.910628,20628.19151,62146.26981,256118.9652,38743.75232,21900.55679,,11455.65912,,3903.598974,13549.76455,,,,25427.62663,14721.18194,6666.480007,22193.89662,,17263.15863,9316.089695,1514.216167,31504.62404,176450.2708,130588.1825,179043.3433,
8428.378023,18304.70858,60663.31119,259804.4208,36125.4254,20279.36231,,10704.69208,,3610.547022,12278.69951,,,,24229.96284,13900.10666,6072.400036,20774.11194,,17109.79722,9268.238094,1480.454312,30879.7842,174299.5087,132829.5491,184364.7385,
8226.371504,18196.44667,62956.71889,238825.6687,35463.03136,19881.27524,,10615.94136,,3700.716808,12503.97821,,,,24226.46031,14058.95246,6128.799982,20399.66232,,17223.15103,9328.052417,1492.833675,31321.82415,159622.8631,128618.495,176684.9257,
8118.921507,17996.57742,63387.8112,227688.301,35350.5493,19765.8878,,10585.22059,,3739.540067,12592.84893,,,,24401.55743,14318.47521,5901.319885,20438.66644,,17329.83743,9262.25709,1537.286692,30298.14871,154262.7988,127101.6028,171246.8337,
8273.649765,18920.97248,60111.51355,223435.8391,36019.19129,20383.21046,,10860.00583,,4025.077522,13446.42648,,,,24877.82176,14891.21431,6153.240004,20809.21584,,18149.98846,9666.003413,1744.358964,32089.58172,150238.5566,126082.7959,166643.1852,
8090.985098,17717.59218,61025.42715,228538.7872,35431.78687,20262.05406,,10544.25847,,4011.30169,13155.0109,,,,24678.21113,14799.48576,5978.400126,20243.64211,,17189.81242,9103.749063,1637.446676,30474.30224,152242.2326,123660.3043,168167.0468,
8520.785086,17875.82259,64198.26686,222544.8602,35762.9827,20838.99125,,11071.64209,,4062.648216,13510.49674,,,,24758.75672,14721.18194,5897.560158,20481.57265,,17396.51623,9366.931798,1681.336902,31095.81989,150597.7624,122256.6196,166247.1855,
8819.495946,17442.77177,63853.39169,214930.9463,33169.65232,19638.96106,,10040.76914,,4066.405315,13547.69793,,,,24590.66257,14533.25171,5491.480007,19108.59441,,16943.09941,9301.136471,1616.626807,31135.70206,141652.3816,117366.3552,154497.6692,
8194.136997,16988.90154,65457.05563,224367.3417,32782.21308,19315.87596,,10107.33218,,4022.572689,13103.34236,,,,24867.31627,14765.92713,5685.119867,19104.69232,,17749.91405,9743.762175,1755.050125,32481.76896,147771.9168,121147.2502,159560.9122,
7822.360106,18446.28282,63232.61771,224124.339,33119.65924,19581.26734,,10317.26182,,4137.789604,13531.16396,,,,25406.61564,14888.97614,5700.160122,18677.58685,,17649.89664,9899.279699,1737.60666,32265.73525,148415.6668,121781.1793,158174.8832,
7648.290816,19312.38447,62301.4633,213594.4702,34769.39283,20094.74186,,10832.6983,,4016.311056,13281.08478,,,,24093.38517,14841.99385,6271.679935,19740.47571,,18183.32707,9869.372538,1863.087825,33202.99601,142397.3611,115328.7414,151347.3794,
7656.887012,19870.35336,63232.61771,221734.8668,35119.33726,20262.05406,,11017.02621,,4225.454856,14008.58845,,,,24916.34329,15725.71219,6247.239914,19233.40909,,17956.61946,9818.530435,1890.659998,32554.88892,144625.2815,117117.3125,153369.7097,
7197.001156,20324.2236,63818.90352,235585.6949,36012.94335,20942.84077,,11322.53304,,4566.095936,14787.76263,,,,25921.4015,16502.04228,6408.919849,19775.58147,,18129.98307,9438.709556,1926.672676,32182.64276,152181.9162,125222.4778,162732.48,
6844.564888,20361.69918,66301.99947,231576.2511,35613.00822,20706.29556,,11150.15228,,4299.343977,13208.74705,,,,25340.08016,16170.92807,6307.400036,19087.14037,,18670.08249,9546.374767,1946.929588,33086.66772,152480.887,121509.4917,162849.2893,
7259.321531,19862.02528,63284.35326,228579.2799,34994.35693,20192.82104,,10923.15563,,4082.685979,12694.12136,,,,24429.57347,15591.47661,6111.879864,18149.06806,,18670.08249,9540.393762,1985.19309,32561.53529,152567.6897,120649.1736,163418.5004,
7340.983759,19870.35336,63836.15089,233236.7308,35256.81347,20671.67905,,11370.32245,,3854.756982,11265.98112,,,,23529.57437,14962.80683,6284.839878,18905.76776,,19916.97755,9815.539933,2127.555267,33859.40958,153804.5678,128550.5688,165607.1043,
7065.912029,19487.26946,64974.23434,221937.3613,33882.03707,19910.12141,,11221.83518,,4017.563323,12082.35649,,,,24240.46833,15437.10607,6145.7201,18410.33454,,21083.85741,10237.23069,2096.606858,35969.91185,148215.5102,124905.5089,156990.5216,
7134.679961,20519.92801,63784.42192,216915.4296,35837.96994,21006.30345,,12169.07808,,3867.280547,11675.20212,,,,23431.51823,15029.92408,6580,19533.67548,,19516.90473,9438.709556,1994.196218,34299.78942,140142.8813,122120.7758,152026.3496,
7901.872874,22285.44204,60404.65317,218818.8964,38368.81373,22344.79829,,13317.71591,,3798.400791,11485.05897,,,,23112.84047,14743.55507,7012.400036,20980.76002,,17909.94286,9175.525395,1962.685187,32734.36464,142079.0683,124158.3896,156414.3727,
7757.889452,21211.14307,58663.04311,220560.377,36994.03495,20937.07044,,12626.48462,,4008.796858,12210.49601,,,,24215.95482,15430.39371,6532.999821,20056.3429,,17289.82983,9202.442767,1969.437491,31640.89342,141871.7307,123207.5003,159896.9848,
7487.11582,19782.90928,64663.84735,227121.3102,34731.9004,19725.50095,,12117.87544,,3985.001995,12340.70314,,,,24096.8877,15354.32699,6110,19038.31326,,18029.96566,9492.542162,2093.793412,33186.37712,147610.2411,125482.8343,164864.9216,
7650.439455,18529.56207,62853.26094,220519.8843,32869.69859,18871.63308,,11535.87592,,3748.306533,11828.14309,,,,23816.73147,14913.58637,5931.399946,17961.77672,,17236.48742,9172.534893,2088.16652,31976.57959,145179.7488,122143.4208,158118.6086,
7057.315832,19412.31829,62767.04379,224245.8326,33907.03122,19494.72608,,12128.11597,,3812.176623,11640.06656,,,,23610.11787,14815.14652,6185.199928,19143.62641,,16529.69179,9271.228597,2045.96416,31082.52319,145124.3442,125143.2377,164465.3968,
6593.131878,18737.7594,63974.09701,229794.2778,31913.60353,18681.24367,,11530.75606,,4220.445191,12832.59499,,,,24622.17905,15884.55799,6100.599785,18408.3835,,17723.24285,9570.300924,2133.744948,32421.94372,151960.0222,129841.0546,170642.3713,
6696.283777,17642.64102,63836.15089,227121.3102,30832.52815,18046.61276,,11230.36909,,4254.259085,12646.58508,,,,25301.55654,16638.51495,6044.199839,17657.53789,,17763.25045,9615.162023,2199.580288,32561.53529,152943.8024,128992.0503,169468.4575,
6833.819642,18383.82458,67077.96695,215983.9425,32113.5711,18796.63111,,11895.99864,,4204.164527,12460.57518,,,,25375.09916,16363.3325,6438.99991,18496.14477,,17496.53523,9510.485888,2246.284128,32714.42355,142257.5691,128369.4523,155491.096,
7257.172892,18646.15207,67043.47878,204158.0749,31832.36597,18837.01658,,11897.70608,,4381.999564,12824.32751,,,,25721.79087,16443.87342,6670.240183,18874.49135,,18209.99827,9573.291426,2331.251303,33252.84873,136598.6969,126897.8414,149893.908,
7336.68566,18213.10284,73734.02678,219912.3853,31119.98122,17873.5316,,11462.48641,,4166.593833,12167.09396,,,,25532.68573,15900.21875,6538.63986,17953.97629,,19570.24714,10102.64882,2433.662111,35247.02469,142742.5956,136576.4939,157807.0844,
7880.382383,17909.13334,76510.26234,220357.8825,32269.79591,17983.15008,,11496.62124,,3869.78508,11214.31159,,,,23273.93166,14631.69156,6489.759817,18219.20929,,20030.33136,10431.6276,2496.121382,35978.2203,145086.0742,142859.1206,162520.2521,
8452.017153,19420.64638,77924.24461,208896.5266,34756.89456,19575.49838,,12524.08014,,3919.879638,11375.52004,,,,25175.48644,15166.39676,7074.440022,19908.1237,,19730.27754,10602.09906,2505.12451,36800.81685,141797.0042,139010.308,152241.848,
8280.096503,20211.79685,87899.72053,208491.5222,35500.52617,20117.81907,,12819.34726,,3882.308645,11569.79644,,,,25122.95898,15347.61569,7472.999821,21105.5761,,19516.90473,10422.65609,2530.445859,37357.52301,147851.3923,140934.7143,158376.5355,
8664.767688,20099.37011,90227.62299,204522.5712,33688.31745,19373.56968,,12447.27738,,4143.425403,12336.56891,,,,26061.47962,15989.70914,7300.039806,20637.51536,,19810.29115,10228.25919,2461.796906,37124.8704,138756.4854,127860.0446,148161.7111,
7695.569077,19599.6962,92296.86742,220317.3898,33432.10886,19327.41388,,12457.5171,,4180.369963,12036.88683,,,,25753.30944,16273.84212,7399.679756,20603.1454,,18323.35367,9686.938354,2397.08681,34848.19109,149881.4733,135104.883,157008.4997,
7521.499786,18750.25073,92124.42654,224488.8353,32051.08213,18011.99625,,11923.307,,4489.70228,12187.76118,,,,27430.74217,17554.34123,7179.720011,19679.56964,,17829.92925,9779.651054,2470.800033,35753.87615,149507.7759,130180.6598,155580.0568,
7037.9748,17288.7062,90658.7153,257738.9367,30913.76572,17360.05708,,10923.15563,,4771.482636,13099.20813,,,,28558.36794,18543.72782,6726.640129,18003.88239,,18183.32707,9989.001897,2525.381589,35670.78763,173583.3659,151349.1636,176752.4957,
6973.504966,18387.98783,90227.62299,261586.3787,32551.00104,18046.61276,,11892.58541,,4645.620855,13295.55213,,,,28299.22271,18834.06492,6944.720011,18761.83794,,19440.22323,10168.44487,2639.046348,36858.98,175196.4213,149368.1536,179351.2147,
7822.360106,17396.96811,92296.86742,265595.8533,32332.28726,18300.46485,,11849.91667,,4406.420262,12795.39281,,,,27728.40685,18682.19566,6504.800072,18650.77657,,19470.22973,9997.973403,2565.333125,36800.81685,178005.523,150103.9677,182699.6315,
8252.160094,17496.90352,97426.86334,293662.0212,34381.95597,19298.56771,,13097.54574,,3971.226164,11389.98739,,,,25368.09411,16984.82991,7034.960194,18633.23881,,20700.45469,10521.3498,2724.013523,38429.39303,194512.3855,164140.8319,190011.5182,
9416.917667,16809.85171,98116.61368,306257.3741,35306.80655,19321.64492,,13172.64269,,4093.957277,11418.92209,,,,25658.75583,17719.61084,6899.600143,19455.49393,,21867.33455,11179.30735,2892.259671,40855.63644,200610.2481,170593.2612,194611.6565,
9154.739412,18529.56207,99151.2326,307674.8511,37337.72905,20210.1293,,13874.11369,,4167.846398,11307.31654,,,,24954.86483,16459.98609,7660.999641,21351.35837,,21760.64814,10733.69043,2881.005887,41096.60146,203004.5932,171272.4715,194943.9639,
10426.9478,20199.30393,103936.3599,307593.8348,38718.75578,21508.23867,,15085.90132,,3887.944443,10631.48142,,,,24664.20311,15633.63696,8021.960373,23366.07751,,20610.43838,10192.37031,2681.811163,39368.31589,202857.4741,167367.0552,192861.354,
10590.27144,19466.45004,105402.0712,308403.8437,37493.95386,21456.31529,,14765.0341,,3944.926767,10637.68129,,,,25413.6207,15655.97124,8328.399677,23315.41719,,18566.73138,9594.226368,2367.263981,35147.3153,203009.3423,166574.6373,193009.8896,
10508.61003,19824.5497,103850.1362,306500.3614,34719.40213,20342.82499,,13249.44625,,3760.830097,10139.58957,,,,24562.64653,15059.65922,8232.520351,22703.59853,,19243.52052,10075.73217,2354.884618,35047.60591,200752.4555,163857.8305,191178.3964,
11484.25538,18712.77515,102513.754,314721.7588,31776.12494,18888.94134,,11761.16595,,4057.012716,10550.87719,,,,27217.12143,17226.03416,7155.279989,18841.72601,,18693.42,10658.92288,2397.649432,33950.81051,207460.3361,168385.8534,198456.7305,
11914.05537,19682.97545,103893.2481,326669.1354,34294.47046,19696.65478,,12515.54704,,3909.234474,10067.25184,,,,25613.23133,15781.03979,6986.080151,19356.12255,,18059.97057,9893.298695,2382.45679,33900.95582,215236.4012,173819.4844,206758.7441,
12545.86187,17863.33126,104798.5446,329220.594,33975.77052,17942.76324,,11776.52715,,4961.840939,12342.76976,,,,31153.31032,19073.03701,6747.319975,17419.34036,,18803.4401,10030.87178,2659.303428,36144.4013,215072.4567,173536.483,205167.6799,
12653.31187,16947.26271,105445.183,337199.0042,32994.67892,18006.22729,,12083.74061,,4699.472213,12156.75986,,,,29920.62544,18568.29425,6736.039896,16758.80879,,17586.55154,9570.300924,2481.491363,33535.35603,218723.0017,177498.5031,210225.5564,
13057.32327,15818.83358,106522.9138,346959.3722,36494.11604,18813.93936,,13362.09127,,4554.198504,12098.89046,,,,30642.0249,19238.30769,7209.800072,18159.76001,,20300.38187,10802.47697,2856.24716,37515.39555,224512.265,182705.7191,217284.6274,
13336.69392,15906.27607,104755.4327,349834.8344,34294.47046,17533.13824,,12390.95488,,5385.764038,14004.45521,,,,34620.23577,22226.56426,6719.119778,18198.73035,,20057.00256,10485.46092,2562.519512,37864.37842,228490.7639,183271.722,219876.2814,
13323.79962,18970.94098,102729.3001,347445.3776,39656.10462,19794.73397,,14633.61545,,5802.172938,14556.28406,,,,35833.65884,22633.03918,7098.880043,20123.82068,,23617.65513,12411.48411,3112.836718,45541.9462,229009.1162,182139.7162,222480.5918,
14166.2072,18733.59615,101479.1285,343678.9211,38743.75232,19021.63703,,13266.51326,,6055.149363,15017.1736,,,,37251.94842,22990.37911,7038.719921,20112.12884,,23014.2106,11900.07115,3062.19402,44071.24256,222219.2465,177781.5045,216672.9874,
14011.47895,23168.19826,101134.2599,347040.3886,44567.81296,22777.50187,,16010.95573,,6147.197847,15172.18218,,,,37103.11399,23588.92541,8937.520351,24944.34078,,23334.26981,11962.87598,3298.526499,44536.55174,222549.5833,177158.8979,216777.2824,
14454.17405,22935.01827,99409.89063,347242.8676,43280.52207,22235.18119,,15485.27954,,6261.78833,15639.27257,,,,37409.5329,24634.1445,8924.360409,25002.79443,,26884.91968,13057.47965,3917.492658,50593.85575,220246.9205,177668.297,217033.7506,
14853.88817,22476.9832,98935.68645,345784.8825,42224.44085,22298.64387,,15038.11272,,6526.035755,16284.10638,,,,38495.13671,25768.70071,8956.319885,25213.22904,,27495.03002,13398.42115,3999.646219,51973.15845,219504.2747,177555.1068,217937.0956,
14948.44305,24409.05413,96219.80354,346716.385,48135.987,26821.83669,,18262.15022,,6820.339973,17141.81619,,,,40071.01494,26804.98694,10527.99982,29402.44531,,28848.61148,13960.67693,4221.348511,54765.00164,218800.2083,177724.9008,220514.6635,
15107.47023,25400.07385,97340.64619,345339.3853,50635.58392,27866.0926,,19444.06998,,7198.552046,18311.60978,,,,41690.66433,28033.34455,10950.99964,30785.86063,,28331.85115,14445.17251,4350.768702,53767.91563,220369.903,178290.9036,221403.9079,
15128.9599,25400.07385,93719.4668,344083.9101,52803.98502,29207.4733,,20634.52364,,7223.599175,18127.66749,,,,40797.66611,27720.67105,11406.90022,31931.56284,,28578.56416,13924.78805,4384.530724,54091.96918,218086.4808,177102.2941,219757.9007,
15287.98543,25350.10694,94926.5266,343395.4257,53503.87387,29495.94327,,20677.19156,,7671.942971,18476.95148,,,,41611.87209,28229.88237,11280,32503.1201,,28901.95389,13882.91816,4452.054098,55288.47001,217493.2882,174272.2798,217256.4265,
15232.11098,24975.35112,93547.0325,339264.4574,54309.99445,30202.69168,,21351.35585,,8165.371959,19683.94824,,,,44150.78239,29444.83857,11655.99964,32846.03874,,30318.88045,14534.89471,4510.574511,56825.64525,217146.0937,173140.2741,212629.8007,
15193.42891,24992.00728,91520.89993,317151.7237,54722.42546,31183.48628,,21837.77735,,8453.414246,20390.78469,,,,44649.80688,30637.46261,11693.59961,33547.46205,,31615.78422,15067.24261,4656.875713,58919.53061,211802.9363,170027.2583,202285.7654,
15300.87891,25999.68158,94495.43428,309942.8143,56722.1011,32755.6391,,22802.08646,,8365.748994,20483.78964,,,,45586.57625,31562.07958,12511.40039,34412.5498,,31699.13471,15127.05693,4531.95717,58304.66131,210963.8433,166970.8463,190686.6107,
15180.53544,27215.5548,93891.90767,308606.3227,60259.03303,34904.73462,,24372.29018,,8418.348384,20626.39552,,,,45525.29247,31401.27747,13178.80043,35756.93952,,32752.66076,15659.40484,4744.656502,60165.8901,206792.4983,166008.6345,187971.2098,
14879.67512,27107.2913,95745.60594,308282.3501,60865.18605,35308.58928,,24619.76871,,8453.414246,21089.35464,,,,44474.70976,31602.27958,13160,35749.14651,,34072.90202,16167.82729,4902.211488,62849.71544,209131.3576,167819.8506,187677.7914,
15167.64196,27848.47327,94840.30945,306135.8496,63989.6822,36635.5462,,25549.94379,,8278.08434,21052.15148,,,,43905.64308,31012.66827,13385.59978,37058.46952,,34032.89442,16149.88285,4870.700289,63963.12775,207732.8856,162839.0322,186380.1308,
15038.70229,29014.37957,94667.87515,308808.8327,66514.27567,37904.81078,,26514.2529,,8046.398243,21056.28473,,,,43949.41841,31329.8082,13944.90004,38492.48819,,34499.64446,16454.93547,5002.371304,65093.16093,209710.0588,165386.0451,188003.0487,
14454.17405,29205.92073,94840.30945,311724.803,66564.26398,37948.07935,,26642.2583,,7386.405218,20642.93048,,,,43905.64308,31539.7453,14100,39170.52874,,34459.64004,16329.32582,4928.095459,64744.17805,205697.8278,161763.613,188678.3812,
14355.32025,29605.65922,93719.4668,303786.901,67176.66733,38467.3242,,27132.94758,,7294.983166,19985.69694,,,,43467.90238,31655.881,14203.39968,39069.21213,,34859.71286,16813.82141,4850.44321,65691.41332,199325.0652,149594.5513,183318.2096,
14247.87025,29997.07121,92469.30171,309861.8288,67076.68116,38510.59552,,27120.14752,,7211.075312,19435.93569,,,,43056.42436,31186.8718,14222.20011,40612.34043,,34959.73027,16789.89597,4797.549688,65201.17877,203052.7519,152537.7731,187242.8879,
14252.16753,30530.05585,93115.94019,308201.3337,67714.08105,39332.73137,,27252.41907,,7279.955366,19696.34798,,,,43354.08904,31057.33682,14259.80007,41828.13984,,35326.46289,17154.76433,4826.810063,65458.76071,199356.3986,152367.9792,185510.3386,
14316.63818,30171.9562,92555.51886,310104.8161,67089.18182,38914.45018,,27077.47797,,7147.204923,19282.99374,,,,43275.29262,30994.80255,14273.90039,41734.61624,,35533.1683,17256.44854,4822.308415,65724.64714,202252.2218,154914.9921,189028.4417,
14484.25992,30463.43436,94021.23668,312332.302,66951.70322,39375.99994,,27022.00999,,6913.014293,17079.81354,,,,42890.08147,28658.68944,14471.30043,41976.21826,,34893.04988,16532.69423,4725.524667,64312.10666,202469.2204,155707.3926,189392.6028,
14441.27893,30022.05387,95098.96747,313263.7736,66964.20388,39058.68517,,26923.87084,,6794.040577,16875.20304,,,,41174.12721,28095.87883,14945.99964,42225.6133,,34953.06287,17423.9295,4771.665717,63755.4005,201943.5898,155707.3926,190280.1481,
14333.82894,29422.44773,93331.48634,311765.3112,65901.87232,38914.45018,,25942.49391,,6547.326083,16804.93194,,,,40009.73116,27260.59684,15871.90022,41625.50661,,34853.04546,17411.96606,4754.785041,64129.30875,201953.1693,156556.3969,190669.0976,
14527.23926,29014.37957,92900.39403,309416.3317,64539.59181,38640.40673,,25729.15103,,6512.259624,17121.14995,,,,39318.09692,26983.6569,15679.20029,41009.81389,,34006.22163,17202.61522,4758.161109,63647.38266,198179.6743,155254.58,190142.3155,
14342.42513,29547.36422,91995.09753,304718.3726,64777.05657,38770.2152,,26070.49932,,6548.57835,17176.95174,,,,40123.5445,27658.13677,15749.69921,41189.06436,,32852.67817,16748.02608,4681.63444,63049.13422,193890.2097,151915.1665,186747.9444,
14522.94198,29688.94005,93029.72304,308039.332,63002.34027,38409.62911,,26113.16887,,6587.40161,16480.4494,,,,40622.56899,28229.88237,15702.69993,40877.3215,,31909.17222,15976.42089,4700.76594,61337.46556,195860.1371,153782.9863,192362.758,
14381.1072,29180.93807,95142.07275,308403.8437,62002.50246,37630.76458,,25848.62415,,6552.335151,16265.5048,,,,40368.67963,28234.3488,15434.80007,40113.55036,,31105.69129,15934.55101,4618.612379,59202.03792,196747.4702,155084.786,195057.0081,
14316.63818,28256.54143,92943.50589,310509.8051,61602.56733,36246.11257,,25289.66522,,6361.976848,16011.29139,,,,39484.43981,27550.93607,15002.40004,39341.42669,,31129.02879,15790.99549,4580.349044,59060.78228,196788.4481,154518.7831,198957.0254,
14389.70339,27723.55678,92469.30171,310874.3168,60415.25784,35597.05925,,24990.98486,,6437.118236,16180.76732,,,,39887.15942,27792.14031,14964.80007,38371.14146,,31395.744,15767.07005,5321.982923,60930.32349,199689.1016,154405.5757,200839.8092,
14467.06752,27590.31062,92253.75555,309821.3207,60046.56481,35279.74173,,24939.78303,,6360.724581,15881.08525,,,,39712.06648,28042.27741,14776.80025,38285.41209,,31122.36139,15617.53495,5333.236707,61611.66441,198201.4116,156782.7946,201110.378,
14449.87513,27781.85178,91564.00522,311481.8158,61102.64604,35423.97672,,25182.99378,,6419.585305,15649.60668,,,,39922.18051,28073.54455,14908.39968,39053.07068,,30675.61356,15683.33028,5288.221237,59010.93155,198541.3768,158367.5957,203749.9248,
14656.17893,27998.3756,91176.02477,312048.8066,61871.27419,35871.10545,,25456.07241,,6429.604038,15500.79895,,,,40342.41276,29020.49793,15086.99928,39286.87265,,30215.52775,15605.57152,5324.233747,57764.57206,197000.6161,157292.1937,202652.1051,
14737.84197,28182.06456,92253.75555,315045.7623,61765.0377,35943.22157,,25447.5385,,6464.670497,15343.72375,,,,40596.3063,28855.22725,14917.79989,39247.90441,,30718.95327,15868.75425,5424.393564,58828.12968,199276.7602,160122.2081,205701.7522,
14742.13925,27649.38577,93159.05205,306338.3596,61077.6495,35553.78793,,25409.13671,,6617.457807,15682.67462,,,,40911.47944,29368.90287,14631.09961,38729.64103,,31099.02389,15976.42089,5480.663153,59359.91046,193345.2572,157858.1966,199873.012,
14703.45719,28431.75734,91736.44609,310023.8306,62377.44104,36274.96011,,25763.28667,,6844.134836,15767.41308,,,,40666.34431,29292.96931,14842.59996,39824.62386,,31325.7315,16149.88285,5459.28083,59443.00294,193960.1058,157575.1952,200463.4864,
14613.19958,28273.61932,89667.20166,310793.3005,62433.68445,36029.76146,,25750.48499,,6836.620637,15645.47343,,,,40622.56899,29145.56648,14837.89986,39957.11065,,31659.12711,16215.67818,5424.393564,60124.34386,194080.6406,157122.3998,201385.4408,
14510.04687,28689.77502,86390.89743,310509.8051,62589.90926,36433.61887,,25874.22426,,7117.148726,16023.6931,,,,41095.33496,29922.78062,14757.99982,40487.06896,,31765.81192,16736.06265,5545.936039,60390.23425,194054.1542,156839.3984,200064.9469,
14583.11372,28381.81752,83994.02521,305973.8787,62752.37963,36823.05251,,25963.82788,,7104.624863,15666.14065,,,,40990.27586,29681.57638,14772.10014,40635.14527,,32049.19723,16562.60211,5649.471923,61113.12141,191937.1891,153952.7803,199598.4494,
14669.07404,28265.29443,83321.52225,304070.3964,63102.32644,36952.86372,,26100.36719,,7204.813977,15903.82008,,,,41270.42791,29927.24705,15166.90022,40954.67661,,31922.50703,16401.10358,5660.726378,60390.23425,192120.4556,151688.7688,200570.8254,
