Date,SWEN
2023-02-24 00:00:00,144.58
2023-02-23 00:00:00,143.14
2023-02-22 00:00:00,147.04
2023-02-21 00:00:00,151.46
2023-02-20 00:00:00,145.77
2023-02-17 00:00:00,149.83
2023-02-16 00:00:00,156.18
2023-02-15 00:00:00,153.57
2023-02-14 00:00:00,153.02
2023-02-13 00:00:00,151.83
2023-02-10 00:00:00,154.88
2023-02-09 00:00:00,152.11
2023-02-08 00:00:00,152.19
2023-02-07 00:00:00,153.14
2023-02-06 00:00:00,147.3
2023-02-03 00:00:00,149.98
2023-02-02 00:00:00,151.69
2023-02-01 00:00:00,156.99
2023-01-31 00:00:00,155.78
2023-01-30 00:00:00,152.68
2023-01-27 00:00:00,154.93
2023-01-26 00:00:00,152.11
2023-01-25 00:00:00,155.1
2023-01-24 00:00:00,152.62
2023-01-23 00:00:00,155.81
2023-01-20 00:00:00,150.14
2023-01-19 00:00:00,159.42
2023-01-18 00:00:00,157.56
2023-01-17 00:00:00,154.71
2023-01-16 00:00:00,159.59
2023-01-13 00:00:00,159.1
2023-01-12 00:00:00,151.25
2023-01-11 00:00:00,152.19
2023-01-10 00:00:00,155.55
2023-01-09 00:00:00,157.47
2023-01-06 00:00:00,157.72
2023-01-05 00:00:00,160.08
2023-01-04 00:00:00,162.47
2023-01-03 00:00:00,162.52
2023-01-02 00:00:00,162.13
2022-12-30 00:00:00,163.75
2022-12-29 00:00:00,160.4
2022-12-28 00:00:00,161.4
2022-12-27 00:00:00,161.15
2022-12-26 00:00:00,161.91
2022-12-23 00:00:00,161.93
2022-12-22 00:00:00,163.5
2022-12-21 00:00:00,163.94
2022-12-20 00:00:00,163.34
2022-12-19 00:00:00,162.04
2022-12-16 00:00:00,152.1
2022-12-15 00:00:00,152.49
2022-12-14 00:00:00,154.72
2022-12-13 00:00:00,146.26
2022-12-12 00:00:00,152.7
2022-12-09 00:00:00,152.36
2022-12-08 00:00:00,157.56
2022-12-07 00:00:00,146.33
2022-12-06 00:00:00,153.46
2022-12-05 00:00:00,153.64
2022-12-02 00:00:00,147.44
2022-12-01 00:00:00,151.53
2022-11-30 00:00:00,154.11
2022-11-29 00:00:00,152.29
2022-11-28 00:00:00,148.61
2022-11-25 00:00:00,153.64
2022-11-24 00:00:00,158.05
2022-11-23 00:00:00,147.51
2022-11-22 00:00:00,158.02
2022-11-21 00:00:00,156.3
2022-11-18 00:00:00,156.75
2022-11-17 00:00:00,157.85
2022-11-16 00:00:00,154.4
2022-11-15 00:00:00,154.39
2022-11-14 00:00:00,156.81
2022-11-11 00:00:00,157.68
2022-11-10 00:00:00,159.56
2022-11-09 00:00:00,156.58
2022-11-08 00:00:00,159.37
2022-11-07 00:00:00,156.37
