Date,BAY
2022-01-25 00:00:00,43.93
2022-01-24 00:00:00,44.06
2022-01-21 00:00:00,43.15
2022-01-20 00:00:00,42.51
2022-01-19 00:00:00,42.65
2022-01-18 00:00:00,42.61
2022-01-17 00:00:00,42.14
2022-01-14 00:00:00,41.71
2022-01-13 00:00:00,40.96
2022-01-12 00:00:00,40.92
2022-01-11 00:00:00,41.52
2022-01-10 00:00:00,41.76
2022-01-07 00:00:00,41.44
2022-01-06 00:00:00,40.85
2022-01-05 00:00:00,40.1
2022-01-04 00:00:00,39.93
2022-01-03 00:00:00,40.51
2021-12-31 00:00:00,40.44
2021-12-30 00:00:00,40.42
2021-12-29 00:00:00,40.08
2021-12-28 00:00:00,40.13
2021-12-27 00:00:00,39.29
2021-12-24 00:00:00,39.27
2021-12-23 00:00:00,39.46
2021-12-22 00:00:00,39.71
2021-12-21 00:00:00,39.68
2021-12-20 00:00:00,40.27
2021-12-17 00:00:00,39.71
2021-12-16 00:00:00,39.66
2021-12-15 00:00:00,40.04
2021-12-14 00:00:00,40
2021-12-13 00:00:00,39.84
2021-12-10 00:00:00,40.08
2021-12-09 00:00:00,40.11
2021-12-08 00:00:00,40.56
2021-12-07 00:00:00,40.8
2021-12-06 00:00:00,41.46
2021-12-03 00:00:00,41.4
2021-12-02 00:00:00,41.73
2021-12-01 00:00:00,41.77
2021-11-30 00:00:00,42.23
2021-11-29 00:00:00,42.2
2021-11-26 00:00:00,42.32
2021-11-25 00:00:00,40.71
2021-11-24 00:00:00,40.68
2021-11-23 00:00:00,40.19
2021-11-22 00:00:00,37.49
2021-11-19 00:00:00,37.17
2021-11-18 00:00:00,36.91
2021-11-17 00:00:00,37.08
2021-11-16 00:00:00,37.23
2021-11-15 00:00:00,36.94
2021-11-12 00:00:00,36.83
2021-11-11 00:00:00,36.84
2021-11-10 00:00:00,36.82
2021-11-09 00:00:00,36.59
2021-11-08 00:00:00,36.58
2021-11-05 00:00:00,36.75
2021-11-04 00:00:00,37.11
2021-11-03 00:00:00,37.55
2021-11-02 00:00:00,37.84
2021-11-01 00:00:00,37.95
2021-10-29 00:00:00,37.88
2021-10-28 00:00:00,37.21
2021-10-27 00:00:00,36.85
2021-10-26 00:00:00,37.21
2021-10-25 00:00:00,37.39
2021-10-22 00:00:00,37.32
2021-10-21 00:00:00,37.49
2021-10-20 00:00:00,37.44
2021-10-19 00:00:00,37.84
2021-10-18 00:00:00,38.1
2021-10-15 00:00:00,37.66
2021-10-14 00:00:00,38.12
2021-10-13 00:00:00,38.74
2021-10-12 00:00:00,39.05
2021-10-11 00:00:00,38.78
2021-10-08 00:00:00,38.35
2021-10-07 00:00:00,38.33
2021-10-06 00:00:00,38.38
2021-10-05 00:00:00,37.74
2021-10-04 00:00:00,37.54
2021-10-01 00:00:00,37.21
2021-09-30 00:00:00,37.33
2021-09-29 00:00:00,37.17
2021-09-28 00:00:00,37.34
2021-09-27 00:00:00,37.16
2021-09-24 00:00:00,37.28
2021-09-23 00:00:00,37.2
2021-09-22 00:00:00,37.45
2021-09-21 00:00:00,37.7
2021-09-20 00:00:00,38.09
2021-09-17 00:00:00,35.21
2021-09-16 00:00:00,35.34
2021-09-15 00:00:00,35.48
2021-09-14 00:00:00,35.56
2021-09-13 00:00:00,35.65
2021-09-10 00:00:00,35.8
2021-09-09 00:00:00,36.1
2021-09-08 00:00:00,36.09
2021-09-07 00:00:00,36.2
2021-09-06 00:00:00,36.09
2021-09-03 00:00:00,36.57
2021-09-02 00:00:00,36.26
