Date,SEB
2023-12-05 00:00:00,154.62
2023-12-04 00:00:00,153.8
2023-12-01 00:00:00,154.02
2023-11-30 00:00:00,154
2023-11-29 00:00:00,154.98
2023-11-28 00:00:00,159.29
2023-11-27 00:00:00,157.54
2023-11-24 00:00:00,156.31
2023-11-23 00:00:00,157.55
2023-11-22 00:00:00,158.9
2023-11-21 00:00:00,161.87
2023-11-20 00:00:00,159.49
2023-11-17 00:00:00,160.7
2023-11-16 00:00:00,162.29
2023-11-15 00:00:00,164.11
2023-11-14 00:00:00,163.97
2023-11-13 00:00:00,166.86
2023-11-10 00:00:00,167.7
2023-11-09 00:00:00,163.24
2023-11-08 00:00:00,165.86
2023-11-07 00:00:00,167.16
2023-11-06 00:00:00,166.57
2023-11-03 00:00:00,166.62
2023-11-02 00:00:00,166.62
2023-11-01 00:00:00,170
2023-10-31 00:00:00,169.09
2023-10-30 00:00:00,169.18
2023-10-27 00:00:00,167.98
2023-10-26 00:00:00,169.87
2023-10-25 00:00:00,169.97
2023-10-24 00:00:00,167.41
2023-10-23 00:00:00,167.55
2023-10-20 00:00:00,172.57
2023-10-19 00:00:00,168.89
2023-10-18 00:00:00,171.58
2023-10-17 00:00:00,170.65
2023-10-16 00:00:00,168.96
2023-10-13 00:00:00,169.12
2023-10-12 00:00:00,165.54
2023-10-11 00:00:00,167.21
2023-10-10 00:00:00,167.3
2023-10-09 00:00:00,169.59
2023-10-06 00:00:00,174.37
2023-10-05 00:00:00,170.3
2023-10-04 00:00:00,168.36
2023-10-03 00:00:00,165.2
2023-10-02 00:00:00,163.16
2023-09-29 00:00:00,162.65
2023-09-28 00:00:00,161.63
2023-09-27 00:00:00,163.12
2023-09-26 00:00:00,164.03
2023-09-25 00:00:00,160.84
2023-09-22 00:00:00,159.7
2023-09-21 00:00:00,160.19
2023-09-20 00:00:00,160.96
2023-09-19 00:00:00,147.97
2023-09-18 00:00:00,149.05
2023-09-15 00:00:00,148.99
2023-09-14 00:00:00,149.57
2023-09-13 00:00:00,151.07
2023-09-12 00:00:00,150
2023-09-11 00:00:00,150.02
2023-09-08 00:00:00,154
